Using device: cuda:1
{'checkpoint': 'roberta-base',
 'ds_path': 'glue',
 'ds_name': 'sst2',
 'num_labels': 2,
 'num_clients': 100,
 'clients_per_round': 10,
 'alpha': 1.0,
 'batch_size': 8,
 'local_epochs': 1,
 'max_epochs': 18,
 'total_rounds': 200,
 'fda': True,
 'theta': 0.0,
 'extras': '',
 'server_opt_name': 'Adam',
 'server_opt_lr': 0.0001,
 'client_opt_name': 'SGD',
 'client_opt_lr': 0.0001}

{'round': 1, 'accuracy': 0.4908256880733945, 'testing_loss': 0.750262629548344, 'training_loss': 0.6131550418382341, 'variance': 0.0010036120656877756, 'avg_norm_sq_drifts': 0.0010158477816730738, 'norm_sq_avg_drift': 1.2235770554980263e-05, 'round_steps': 88}
{'round': 2, 'accuracy': 0.5229357798165137, 'testing_loss': 0.6761970777030385, 'training_loss': 0.4332451124006712, 'variance': 0.008715029805898666, 'avg_norm_sq_drifts': 0.013096216134727001, 'norm_sq_avg_drift': 0.004381186794489622, 'round_steps': 440}
{'round': 3, 'accuracy': 0.8176605504587156, 'testing_loss': 0.4556326775922688, 'training_loss': 0.3972404128375623, 'variance': 0.010555722750723362, 'avg_norm_sq_drifts': 0.0231600534170866, 'norm_sq_avg_drift': 0.01260433066636324, 'round_steps': 1584}
{'round': 4, 'accuracy': 0.8979357798165137, 'testing_loss': 0.33191914409569917, 'training_loss': 0.23091254778661424, 'variance': 0.00537523441016674, 'avg_norm_sq_drifts': 0.01092810183763504, 'norm_sq_avg_drift': 0.0055528674274683, 'round_steps': 704}
{'round': 5, 'accuracy': 0.9128440366972477, 'testing_loss': 0.36726146966321477, 'training_loss': 0.122584922222898, 'variance': 0.006454962305724621, 'avg_norm_sq_drifts': 0.007744634058326483, 'norm_sq_avg_drift': 0.0012896719854325056, 'round_steps': 792}
{'round': 6, 'accuracy': 0.8876146788990825, 'testing_loss': 0.4254105356543265, 'training_loss': 0.13832628832914803, 'variance': 0.0065736728720366955, 'avg_norm_sq_drifts': 0.008464480750262737, 'norm_sq_avg_drift': 0.0018908079946413636, 'round_steps': 528}
{'round': 7, 'accuracy': 0.911697247706422, 'testing_loss': 0.2559994697622066, 'training_loss': 0.17262608881677008, 'variance': 0.009927094914019108, 'avg_norm_sq_drifts': 0.012244395911693573, 'norm_sq_avg_drift': 0.0023173007648438215, 'round_steps': 792}
{'round': 8, 'accuracy': 0.9243119266055045, 'testing_loss': 0.19462291804919823, 'training_loss': 0.13673191267843332, 'variance': 0.010446703061461449, 'avg_norm_sq_drifts': 0.01274751778692007, 'norm_sq_avg_drift': 0.0023008142597973347, 'round_steps': 968}
{'round': 9, 'accuracy': 0.930045871559633, 'testing_loss': 0.21822471598829699, 'training_loss': 0.10246338564788993, 'variance': 0.009502066299319267, 'avg_norm_sq_drifts': 0.011222484521567822, 'norm_sq_avg_drift': 0.001720418338663876, 'round_steps': 1056}
{'round': 10, 'accuracy': 0.9254587155963303, 'testing_loss': 0.27472469386903126, 'training_loss': 0.1020606530741365, 'variance': 0.0073202308267354965, 'avg_norm_sq_drifts': 0.008412717841565609, 'norm_sq_avg_drift': 0.0010924867819994688, 'round_steps': 880}
{'round': 11, 'accuracy': 0.9094036697247706, 'testing_loss': 0.3707982903269521, 'training_loss': 0.08949213090696373, 'variance': 0.00728745898231864, 'avg_norm_sq_drifts': 0.008208321407437325, 'norm_sq_avg_drift': 0.0009208625997416675, 'round_steps': 792}
{'round': 12, 'accuracy': 0.926605504587156, 'testing_loss': 0.31266837409983705, 'training_loss': 0.09718805168368186, 'variance': 0.007418814115226269, 'avg_norm_sq_drifts': 0.008906202390789986, 'norm_sq_avg_drift': 0.0014873880427330732, 'round_steps': 792}
{'round': 13, 'accuracy': 0.9277522935779816, 'testing_loss': 0.26120301085863895, 'training_loss': 0.053254433720423676, 'variance': 0.0076171839609742165, 'avg_norm_sq_drifts': 0.008605393581092358, 'norm_sq_avg_drift': 0.0009882093872874975, 'round_steps': 1144}
{'round': 14, 'accuracy': 0.9334862385321101, 'testing_loss': 0.23773470051680615, 'training_loss': 0.07245872180915283, 'variance': 0.005852708127349615, 'avg_norm_sq_drifts': 0.006656772922724485, 'norm_sq_avg_drift': 0.000804064969997853, 'round_steps': 704}
{'round': 15, 'accuracy': 0.9380733944954128, 'testing_loss': 0.23096465335255317, 'training_loss': 0.05825303870119532, 'variance': 0.007027960382401943, 'avg_norm_sq_drifts': 0.008075408637523651, 'norm_sq_avg_drift': 0.001047448138706386, 'round_steps': 968}
