,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,1,0.0,28.26486867074748,53.82775619990016,1644506.25,2055918.625,411412.40625,22
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,2,0.0,63.641305617703736,30.21083676720288,207055.671875,260664.75,53609.078125,22
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,3,0.0,1.6305537206184773,64.70788433598668,1668901.25,2099724.0,430822.75,22
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,4,0.0,108.87588955245855,28.333720729277815,55276.578125,71833.9375,16557.361328125,22
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,5,0.0,5.180771035092477,107.08553774358185,396314.75,494327.46875,98012.734375,22
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,6,0.0,59.4806753551687,26.014211338991128,2608915.0,3270693.25,661778.1875,22
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,7,0.0,64.29673481715544,31.65114457428201,68689.3671875,85734.4140625,17045.044921875,22
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,8,0.0,116.85044703592781,69.00646660111167,329020.375,405833.25,76812.8671875,22
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,9,0.0,114.18987512952499,37.68925734857436,70757.71875,88681.09375,17923.375,22
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,10,0.0,60.700157456725606,36.24161874190837,83860.9609375,104214.7890625,20353.828125,22
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,11,0.0,157.70151280992815,10.887769448350777,38013.421875,47142.52734375,9129.103515625,22
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,12,0.0,58.62975186064043,40.16746895435182,112414.75,140233.984375,27819.234375,22
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,13,0.0,70.12190061671133,27.498151930895723,35493.6328125,44324.16796875,8830.53515625,22
13,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,14,0.0,3.1481380880386425,28.665884138237345,102190.328125,128301.640625,26111.314453125,22
14,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,15,0.0,9.362240552902222,78.12224161259131,176591.578125,221233.546875,44641.96484375,22
15,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,16,0.0,82.47592034958701,72.94820113615556,31822.158203125,39635.90234375,7813.74462890625,22
16,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,17,0.0,80.39236624914271,55.68106406559231,207073.515625,255894.625,48821.109375,22
17,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,18,0.0,145.0447477384378,34.85616305889744,82345.328125,102975.1171875,20629.79296875,22
18,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,19,0.0,127.31314517887495,57.9984298540787,54476.7265625,67249.6953125,12772.9697265625,22
19,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,20,0.0,13.883530900678561,43.41055421458811,11942.220703125,15036.8896484375,3094.668701171875,22
20,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,21,0.0,173.08247457023796,29.56837803084742,2943.44384765625,3824.038818359375,880.594970703125,22
21,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,22,0.0,93.55474078928242,48.617739597740766,91972.0,114970.9765625,22998.9765625,22
22,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,23,0.0,166.8141128889477,38.29378039945256,66394.4453125,82540.2421875,16145.798828125,22
23,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,24,0.0,101.25069788576083,61.49101591971839,111709.359375,138952.75,27243.392578125,22
24,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,25,0.0,89.16044797242142,38.800690007142045,149497.84375,192085.21875,42587.3671875,22
25,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,26,0.0,12.497135140513645,64.55307664981704,1221247.0,1530293.75,309046.6875,22
26,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,27,0.0,83.51309792322057,49.31501680490645,27645.681640625,34546.390625,6900.708984375,22
27,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,28,0.0,45.14687175605133,58.62246175692773,45936.3671875,56983.71875,11047.349609375,22
28,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,29,0.0,63.62211827285417,33.67556266378273,43930.40625,53869.13671875,9938.732421875,22
29,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,30,0.0,118.90443525241531,50.81483621340915,76365.796875,94769.6171875,18403.81640625,22
30,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,31,0.0,38.736279960807046,23.701709218458696,13471.09765625,16779.966796875,3308.86962890625,22
31,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,32,0.0,135.9856460221851,36.032049903795816,70674.9765625,87233.265625,16558.291015625,22
32,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,33,0.0,50.279512769393335,65.2522383984328,335288.125,419001.375,83713.25,22
33,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,34,0.0,79.01023928809713,47.254012768241495,13000.9013671875,16288.2294921875,3287.328125,22
34,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1.0,35,0.0,46.848077905087074,93.75373234545643,223475.0,326344.40625,102869.40625,22
