,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,1,0.6838235294117647,0.8122270742358079,0.6863559507856182,0.47628822998942477,2.4010910987854004,2.9734370708465576,0.5723459124565125
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,2,0.6838235294117647,0.8122270742358079,0.6648081879989773,0.39869012805154647,0.50822913646698,0.6087129712104797,0.10048383474349976
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,3,0.6838235294117647,0.8122270742358079,0.6472331051732979,0.708224359280171,0.930554986000061,1.189477801322937,0.258922815322876
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,4,0.6838235294117647,0.8122270742358079,0.6423903049207201,0.4755463419249281,0.6376772522926331,0.7343726754188538,0.0966954454779625
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,5,0.6838235294117647,0.8122270742358079,0.6639359032406527,0.7513144892536932,1.4395264387130737,1.7171083688735962,0.2775819003582001
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,6,0.6838235294117647,0.8122270742358079,0.6295600878257378,0.49039596307557076,0.5240463614463806,0.706645131111145,0.1825987845659256
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,7,0.6838235294117647,0.8122270742358079,0.6517191330591837,0.8074933354199555,0.7968899011611938,0.9792053699493408,0.18231545388698578
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,8,0.6838235294117647,0.8122270742358079,0.6263204468231575,0.3198504364480161,0.3135221004486084,0.42822739481925964,0.11470527946949005
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,9,0.6838235294117647,0.8122270742358079,0.6326721684605467,0.5589866943398698,1.360849142074585,1.5129822492599487,0.15213307738304138
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,10,0.6838235294117647,0.8122270742358079,0.6316962265500835,0.8020434222805003,2.1917879581451416,2.5063915252685547,0.3146035671234131
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,11,0.6838235294117647,0.8122270742358079,0.6259581715452904,0.6002836284809746,2.5651988983154297,2.9540762901306152,0.3888773024082184
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,12,0.6838235294117647,0.8122270742358079,0.6264613311664731,0.5873930151137756,0.5750914216041565,0.6600235104560852,0.08493208140134811
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,13,0.6838235294117647,0.8122270742358079,0.6198716508407219,0.27283546407416,0.3914763927459717,0.43015173077583313,0.03867534548044205
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,14,0.6838235294117647,0.8122270742358079,0.6185704019724154,0.48734673104481774,1.0984493494033813,1.2787293195724487,0.180279940366745
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,15,0.6838235294117647,0.8122270742358079,0.6221767745765985,0.2928450104780495,0.20646649599075317,0.24142494797706604,0.03495844826102257
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,16,0.6838235294117647,0.8122270742358079,0.6227627040124407,0.39203639402403495,0.8913272619247437,1.0034584999084473,0.11213122308254242
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.1,17,0.6838235294117647,0.8122270742358079,0.6166195314304501,0.7111126447591232,2.202255964279175,2.591392993927002,0.3891369700431824
