,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,1,0.3161764705882353,0.0,0.7029270646618861,0.47953135197004304,3.014085054397583,3.959744691848755,0.9456595778465271,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,2,0.6838235294117647,0.8122270742358079,0.6707735190204546,0.46248527103824016,3.288452625274658,4.052556037902832,0.7641032934188843,50
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,3,0.6838235294117647,0.8122270742358079,0.646439930971931,0.4373381567726028,1.765315294265747,2.1728248596191406,0.40750962495803833,50
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,4,0.6838235294117647,0.8122270742358079,0.6329053634522008,0.41864743797801196,1.2501498460769653,1.4781060218811035,0.227956160902977,50
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,5,0.6838235294117647,0.8122270742358079,0.6259058141240886,0.42295082688413094,0.9663487672805786,1.1253321170806885,0.15898331999778748,50
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,6,0.6838235294117647,0.8122270742358079,0.6242050440872416,0.4143140610529227,0.8858150839805603,1.0088276863098145,0.12301258742809296,50
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,7,0.6838235294117647,0.8122270742358079,0.6243305627037498,0.40915720995655286,0.6154264211654663,0.7025625109672546,0.08713611215353012,50
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,8,0.6838235294117647,0.8122270742358079,0.6260402710998759,0.4025398094221019,0.5495668649673462,0.6091452836990356,0.05957842245697975,50
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,9,0.6838235294117647,0.8122270742358079,0.6287869682499007,0.39765522032417355,0.3461879789829254,0.388526976108551,0.04233900085091591,50
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,10,0.6838235294117647,0.8122270742358079,0.6331633142396516,0.392617684942903,0.367559015750885,0.4082317352294922,0.04067271947860718,50
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,11,0.6838235294117647,0.8122270742358079,0.6401716692774904,0.3961270720409229,0.2908101975917816,0.33087339997291565,0.04006320610642433,50
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,12,0.6838235294117647,0.8122270742358079,0.6480265762291703,0.4006496016555466,0.27611276507377625,0.3087809085845947,0.03266815096139908,50
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,13,0.6838235294117647,0.8122270742358079,0.654005958461294,0.40004406661679964,0.2600514590740204,0.2887093126773834,0.028657855466008186,50
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,14,0.6838235294117647,0.8122270742358079,0.6596365275920606,0.3946270209432114,0.29815763235092163,0.326551616191864,0.028393980115652084,50
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,15,0.6838235294117647,0.8122270742358079,0.6640995992164985,0.3987634228221141,0.2580176889896393,0.28314873576164246,0.025131048634648323,50
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,16,0.6838235294117647,0.8122270742358079,0.6660831576468897,0.39059883335605267,0.2463066279888153,0.27141129970550537,0.02510467730462551,50
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,17,0.6838235294117647,0.8122270742358079,0.666358028848966,0.3888466702378355,0.2597033977508545,0.280271053314209,0.020567670464515686,50
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,18,0.6838235294117647,0.8122270742358079,0.6655825662846658,0.39903412605868654,0.18643702566623688,0.21388526260852814,0.02744823321700096,50
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,19,0.6838235294117647,0.8122270742358079,0.6610748779539969,0.3914777851682156,0.2137921154499054,0.23907127976417542,0.02527916245162487,50
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,20,0.6838235294117647,0.8122270742358079,0.6546429234976862,0.398380180713255,0.2429817020893097,0.26613849401474,0.023156797513365746,50
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,21,0.6838235294117647,0.8122270742358079,0.648456998315512,0.3955122752366588,0.2102079689502716,0.22487297654151917,0.014665007591247559,50
21,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.1,22,0.6838235294117647,0.8122270742358079,0.6433213896611157,0.39451275477418674,0.2148628830909729,0.22497887909412384,0.01011599414050579,50
