,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,1,0.0,0.7394432998795546,0.7299529335715553,8.890711615094915e-05,0.0001751831005094573,8.627598435850814e-05,22
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,2,0.0,0.7280079117258087,0.7160966071215542,8.627706847619265e-05,0.0002109667257172987,0.00012468965724110603,22
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,3,0.0,0.7210743968723384,0.656441277536479,0.00010898699110839516,0.00011526131856953725,6.274325642152689e-06,22
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,4,0.0,0.7125137138912696,0.6924787664955312,2.9573129722848535e-06,0.00020518689416348934,0.0002022295811912045,22
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,5,0.0,0.7059075077071445,0.6855197754773227,4.8732988943811506e-05,5.128333577886224e-05,2.5503481992927846e-06,22
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,6,-0.03718764224408827,0.6981577122484455,0.6556519543582743,0.00010358386498410255,0.00019708089530467987,9.349703032057732e-05,22
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,7,0.039368239635049644,0.6893752285542379,0.6489894520152699,6.282383401412517e-05,0.0001634519430808723,0.00010062810906674713,22
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,8,0.03369346999975196,0.6818718532569535,0.6640405042604967,0.00012948739458806813,0.00013097957707941532,1.492189312557457e-06,22
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,9,0.050263791388451516,0.6743248928594225,0.6503134394233878,0.0001590127358213067,0.00017185536853503436,1.2842633623222355e-05,22
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,10,0.0,0.6654233418348181,0.5991214348511262,9.807379683479667e-06,0.0001583759003551677,0.00014856852067168802,22
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,11,0.0,0.6553485593722976,0.5684690898114985,2.1735759219154716e-06,0.00018510714289732277,0.0001829335669754073,22
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,12,0.0,0.6446346449487992,0.5901125907897949,8.829671423882246e-05,0.000160138588398695,7.184187415987253e-05,22
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,13,0.0,0.6344885161814798,0.6140305372801694,0.0001944141258718446,0.00020494985801633447,1.0535732144489884e-05,22
13,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,14,0.0,0.6256006396453799,0.6228000968694688,0.0002516258100513369,0.0002553019148763269,3.676106416605762e-06,22
14,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,15,0.0,0.6212112553247059,0.7596640952608802,0.00014146848116070032,0.00023976746888365597,9.829898772295564e-05,22
15,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,16,0.0,0.6187852648378328,0.6486631970513951,0.00021787406876683235,0.00022676435764878988,8.89028797246283e-06,22
16,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,17,0.0,0.620461211177229,0.6490996149453249,0.0002474348875693977,0.0002631139359436929,1.5679062926210463e-05,22
17,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,AdamW,1e-05,SGD,0.0001,18,0.0,0.6163210168139626,0.4936873969706622,6.393073999788612e-05,0.0001941477385116741,0.00013021699851378798,22
