,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,1,0.3161764705882353,0.0,0.7458159350881389,0.4935700291842223,0.0088336132466793,0.0133352624252438,0.0045016487129032,50,-1
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,2,0.3161764705882353,0.0,0.7457810839017233,0.4959458326697349,0.0084635205566883,0.0129062002524733,0.0044426801614463,50,-1
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,3,0.3161764705882353,0.0,0.7457305321506426,0.4890773998200893,0.0091269239783287,0.0137537885457277,0.0046268641017377,50,-1
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,4,0.3161764705882353,0.0,0.7456653632369696,0.4881919864863157,0.0086048394441604,0.0135196289047598,0.0049147894605994,50,-1
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,5,0.3161764705882353,0.0,0.745587595537597,0.4960259532034398,0.008463280275464,0.0130612570792436,0.0045979772694408,50,-1
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,6,0.3161764705882353,0.0,0.7454979408021066,0.4897556286081672,0.0086479783058166,0.0136351138353347,0.0049871355295181,50,-1
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,7,0.3161764705882353,0.0,0.7453975081443787,0.4906542702019214,0.0088588818907737,0.0138107882812619,0.0049519063904881,50,-1
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,8,0.3161764705882353,0.0,0.7452872594197592,0.4851961081176997,0.0089435167610645,0.0141671178862452,0.0052236011251807,50,-1
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,9,0.3161764705882353,0.0,0.7451687653859457,0.4882817024439573,0.0089559955522418,0.0138435838744044,0.0048875883221626,50,-1
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.001,10,0.3161764705882353,0.0,0.7450429949105954,0.488735340476036,0.0096406824886798,0.0150251043960452,0.005384421441704,50,-1
