,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,1,0.3273560876209883,1.1262740048822,0.3295362082994304,1.1257843268994299,0.7628493452072144,0.02039548195898533,0.023990053683519363,0.003594572190195322,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,2,0.3544574630667346,1.4625258784810993,0.3522172497965826,1.4645764790869418,0.6610562189056535,0.046612296253442764,0.05850980803370476,0.011897510848939419,500
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,3,0.3544574630667346,1.6787515925554697,0.3522172497965826,1.682469910654816,0.7177144004218281,0.026515671983361244,0.03759485110640526,0.011079179123044014,100
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,4,0.31818644931227713,1.4999107472179571,0.318246541903987,1.4959526838957535,0.5206425090186416,0.03641090914607048,0.057161182165145874,0.020750273019075394,500
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,5,0.31818644931227713,2.6894024807501347,0.318246541903987,2.670649926724523,0.490848731818609,0.018911538645625114,0.03266770765185356,0.013756169006228447,100
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,6,0.31818644931227713,2.4777467310574353,0.318246541903987,2.445724888799441,0.5270213135881351,0.031625859439373016,0.0496794693171978,0.018053611740469933,500
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,7,0.5167600611309221,1.0482547040042007,0.5334621643612694,1.0385682085745698,0.5179035338945686,0.015149218961596489,0.026581382378935814,0.011432163417339325,100
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,8,0.582985226693836,1.1352921158451807,0.583706265256306,1.1586587197405716,0.5443216730386018,0.048560891300439835,0.08858451247215271,0.040023621171712875,250
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,9,0.6255731023942944,0.846420712028224,0.6280512611879577,0.8607413692928796,0.44211104489304126,0.050174370408058167,0.06887663155794144,0.01870225928723812,200
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,10,0.593683138053999,1.0384883415910318,0.6172701383238405,0.9914208792325827,0.26107354071647854,0.06506786495447159,0.08528696745634079,0.0202191025018692,250
10,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,11,0.7225674987264391,0.982631755103953,0.7565093572009765,0.8600509652710293,0.2800266732063609,0.07546263188123703,0.09631458669900894,0.02085195481777191,150
11,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,12,0.7759551706571575,0.7157608360099927,0.786106590724166,0.6910283026013423,0.20722330675768075,0.14144155383110046,0.16343890130519867,0.021997354924678802,350
12,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,13,0.7671930718288335,0.7105067824876922,0.7682058584214809,0.717879240294241,0.253253276363248,0.11781397461891174,0.13564811646938324,0.017834145575761795,200
13,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,14,0.7389709628120225,1.008961905510781,0.737286411716843,1.0240991267125956,0.12810577711545118,0.1548919826745987,0.1782459318637848,0.023353952914476395,450
14,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,15,0.8253693326541008,0.6413012673532228,0.8297396257119609,0.6262993552798574,0.2056894074634783,0.10178303718566895,0.11847531050443649,0.01669226959347725,200
15,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,16,0.8242485990830362,0.6688935720519646,0.8386899918633035,0.6372250753259354,0.15442104846267363,0.12734991312026978,0.144977405667305,0.017627494409680367,350
16,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,17,0.8044829342842588,0.7318371095111671,0.8158055329536208,0.7141020534631316,0.15400609913584412,0.09511957317590714,0.10921173542737961,0.014092162251472473,300
17,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,18,0.826286296484972,0.5825439861388505,0.8354353132628153,0.5683020899008635,0.10801055964335889,0.08330027014017105,0.09448765963315964,0.011187387630343437,350
18,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,19,0.8140601120733572,0.6122029897014549,0.8227217249796582,0.5645683855678435,0.11699529704735807,0.0675380602478981,0.07737289369106293,0.009834831580519676,300
19,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,20,0.7811512990320937,0.6812546878374548,0.7917005695687551,0.6343491998401851,0.28850986527527367,0.058469515293836594,0.06779442727565765,0.00932491198182106,150
20,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,21,0.829648497198166,0.5787551784345207,0.8376729048006509,0.5540132356650443,0.12459682043788048,0.0967407375574112,0.11320562660694122,0.01646488904953003,400
21,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,22,0.8485990830361692,0.5069396841587778,0.8477420667209113,0.5193803123704464,0.17821129626981566,0.06258508563041687,0.07072997838258743,0.008144892752170563,200
22,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,23,0.8168110035659705,0.6695587559274971,0.8106183889340928,0.7082390916318082,0.1070201958966815,0.07756302505731583,0.08672063052654266,0.009157608263194561,300
23,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,24,0.8215995924605196,0.675936003406553,0.8212978030919447,0.7076997236860953,0.11565080612735376,0.06873806565999985,0.07734315097332001,0.008605086244642735,300
24,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,25,0.8478858889454916,0.5013222959085756,0.851606997558991,0.497751572000566,0.18691954798118604,0.06131361052393913,0.07176285237073898,0.01044924184679985,200
25,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,26,0.8096790626591951,0.6922686602049314,0.815907241659886,0.6760378485402294,0.09156657464839005,0.08274964243173599,0.09364764392375946,0.010897998698055744,400
26,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,27,0.7811512990320937,0.9058238439143885,0.7914971521562246,0.878850662577166,0.12626830529051367,0.059659719467163086,0.06676385551691055,0.00710413558408618,250
27,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,100,True,True,0.0,,SGD,1.0,0.9,SGD,0.001,28,0.801426388181355,0.7845771967507588,0.8068551668022783,0.7800048819493595,0.13658102583169246,0.06285750865936279,0.07150327414274216,0.008645763620734215,250
