,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,1,0.3161764705882353,0.0,0.7287888351608726,0.42232639025338,0.0982481688261032,0.1113538146018982,0.0131056420505046,50,-1
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,2,0.3382352941176471,0.1401273885350318,0.6954406686857635,0.424259395041503,0.1379859298467636,0.1573558002710342,0.0193698666989803,50,-1
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,3,0.6838235294117647,0.8122270742358079,0.660917649082109,0.414509457655251,0.0598411187529563,0.069306194782257,0.0094650760293006,50,-1
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,4,0.6838235294117647,0.8122270742358079,0.6335283254875856,0.4078527206350119,0.0835539177060127,0.0960339531302452,0.0124800326302647,50,-1
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,5,0.6838235294117647,0.8122270742358079,0.6226017369943506,0.4186997007373721,0.0625974312424659,0.0718660801649093,0.0092686507850885,50,-1
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,6,0.6838235294117647,0.8122270742358079,0.6308230845367208,0.4076203657435253,0.1391311287879943,0.1535453647375106,0.0144142284989357,50,-1
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,7,0.6838235294117647,0.8122270742358079,0.6533406295028388,0.4064755341806448,0.1064027473330497,0.1175235658884048,0.0111208194866776,50,-1
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,8,0.6838235294117647,0.8122270742358079,0.6844400903757881,0.3994385895654559,0.0760672837495803,0.0832185596227645,0.0071512730792164,50,-1
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,9,0.6838235294117647,0.8122270742358079,0.7072038668043473,0.400738052916713,0.0672631114721298,0.0765388235449791,0.0092757120728492,50,-1
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.1,SGD,0.01,10,0.6838235294117647,0.8122270742358079,0.7157069292722964,0.3987599627752788,0.0938780307769775,0.1074016839265823,0.0135236550122499,50,-1
