,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,1,0.4908256880733945,0.7502623326187834,0.6131550418382341,0.0010036120656877756,0.0010158477816730738,1.2235770554980263e-05,88
1,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,2,0.5229357798165137,0.6761968655323763,0.43324557402636854,0.008715063333511353,0.013096252456307411,0.004381189122796059,440
2,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,3,0.8153669724770642,0.4569640687299431,0.3972532083667259,0.010544066317379475,0.02314905636012554,0.012604990042746067,1584
3,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,4,0.9025229357798165,0.32870987226007453,0.23128424779676027,0.005441067740321159,0.010985842905938625,0.005544775165617466,704
4,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,5,0.908256880733945,0.3746623171903535,0.12116119288133853,0.006478333845734596,0.007762303110212088,0.0012839691480621696,792
5,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,6,0.8956422018348624,0.39595003538645396,0.13006283966990725,0.006892646662890911,0.008770505897700787,0.0018778590019792318,616
6,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,7,0.9174311926605505,0.2521811823420432,0.1727089770991094,0.00987938605248928,0.012249232269823551,0.0023698462173342705,792
7,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,8,0.9231651376146789,0.2010790092375027,0.13613069555787122,0.010546590201556683,0.012838626280426979,0.00229203631170094,968
8,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,9,0.9288990825688074,0.231479943763046,0.09981078457255504,0.009322699159383774,0.01097899116575718,0.0016562921227887273,1056
9,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,10,0.9162844036697247,0.31577176160132087,0.10188490661678022,0.007410234771668911,0.008510954678058624,0.0011007199063897133,880
10,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,11,0.8864678899082569,0.4648451062192747,0.09040076722648328,0.007051547523587942,0.008000669069588184,0.0009491214877925813,792
11,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,12,0.9151376146788991,0.3388415702347379,0.0961041558081107,0.0074637942016124725,0.009180727414786816,0.001716933329589665,792
12,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,13,0.930045871559633,0.26424681948051454,0.052240596838707874,0.00790404062718153,0.008886734023690224,0.0009826930472627282,1144
13,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,14,0.9369266055045872,0.24493117985601853,0.07093127144632735,0.005599459167569876,0.006383719388395548,0.0007842601044103503,704
14,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,15,0.9323394495412844,0.2504590706079515,0.06059156449123705,0.0064584920182824135,0.007381537463515997,0.0009230452706106007,880
15,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,16,0.9369266055045872,0.24665880450816535,0.06168076082692344,0.006258593872189522,0.007301726378500462,0.0010431327391415834,880
16,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,17,0.9208715596330275,0.2838073864271074,0.0723835489904587,0.005977835971862078,0.0067809633910655975,0.0008031272445805371,792
17,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,18,0.9185779816513762,0.32989667958810653,0.06545465354771257,0.006316978018730879,0.0070956372655928135,0.0007786591886542737,792
18,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,19,0.9277522935779816,0.2880123906716525,0.09804451656927167,0.007146909832954407,0.008263463154435158,0.001116553321480751,352
19,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,20,0.930045871559633,0.2756596632310352,0.043088814080516444,0.009801793843507767,0.011090628802776337,0.0012888346100226045,1584
20,roberta-base,glue,sst2,2,100,10,1.0,8,1,18,200,True,0.0,,AdamW,0.0001,SGD,0.0001,21,0.9403669724770642,0.27461346928772534,0.04684830132725524,0.005271561443805695,0.005919715855270624,0.0006481546442955732,880
