,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,1,0.3161764705882353,0.0,0.7403151170880187,0.47953135197004304,3.014085054397583,3.959744691848755,0.9456595778465271,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,2,0.3161764705882353,0.0,0.7328362394781673,0.4744070506445278,3.0453708171844482,3.9551377296447754,0.9097669124603271,50
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,3,0.3161764705882353,0.0,0.7230384431633294,0.4536495890306086,7.5446906089782715,8.680434226989746,1.1357436180114746,50
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,4,0.3161764705882353,0.0,0.7111517319492265,0.4474841298374231,2.7815492153167725,3.5014076232910156,0.7198584675788879,50
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,5,0.3161764705882353,0.0,0.6998197237650553,0.4594690883585136,4.749443531036377,5.660533905029297,0.9110904932022095,50
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,6,0.6838235294117647,0.8122270742358079,0.6890352765719095,0.442840965441137,1.44386887550354,1.9933264255523682,0.5494575500488281,50
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,7,0.6838235294117647,0.8122270742358079,0.6791907315160713,0.4397703013014107,2.2049038410186768,2.721022605895996,0.5161187052726746,50
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,8,0.6838235294117647,0.8122270742358079,0.6696260583166983,0.44076524509554293,4.559861183166504,5.317275524139404,0.7574144601821899,50
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,9,0.6838235294117647,0.8122270742358079,0.6617462436358134,0.43798100526252526,5.153122425079346,5.892162322998047,0.7390397787094116,50
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,10,0.6838235294117647,0.8122270742358079,0.6550305123422661,0.4335002274558465,2.1817336082458496,2.5591933727264404,0.37745967507362366,50
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,11,0.6838235294117647,0.8122270742358079,0.6490412073976853,0.42905737165382024,1.2762548923492432,1.6071194410324097,0.3308645784854889,50
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.01,SGD,0.1,12,0.6838235294117647,0.8122270742358079,0.6439730408144932,0.4290871349530935,5.7146100997924805,6.39362096786499,0.679010808467865,50
