,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,1,0.6838235294117647,0.8122270742358079,0.6746288771722831,0.7419016926288604,4.618841558112763e-06,7.547909717686707e-06,2.929067932200269e-06,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,2,0.6838235294117647,0.8122270742358079,0.6239379299621955,0.6489922903925182,7.440005720127374e-05,8.810000872472301e-05,1.3699954251933377e-05,200
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,3,0.6838235294117647,0.8122270742358079,0.6355698991055582,0.5859386775530873,0.0003186948597431183,0.0003254318726249039,6.737026524206158e-06,400
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,4,0.6838235294117647,0.8122270742358079,0.618783211591197,0.5344963728398083,0.0005799416685476899,0.0006219585775397718,4.201689807814546e-05,500
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,5,0.6838235294117647,0.8122270742358079,0.6607497264357174,0.4653193263421455,0.0008171758381649852,0.0010257497197017074,0.00020857391064055264,750
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,6,0.6911764705882353,0.8141592920353983,0.5750747153572008,0.4048706195289271,0.0007586571155115962,0.000927765213418752,0.0001691080688033253,800
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,7,0.6985294117647058,0.8188512518409425,0.8582014353105835,0.34499594333235695,0.0006197831826284528,0.0009591655689291656,0.0003393824154045433,1400
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,8,0.7230392156862745,0.8310911808669657,0.8546407959770923,0.3097919816202063,0.0003235573531128466,0.00046296115033328533,0.00013940381177235395,1100
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,9,0.7156862745098039,0.7613168724279835,0.515710744787665,0.2827521355471884,0.00021194215514697134,0.0002919683465734124,8.002618415048346e-05,600
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,10,0.7524509803921569,0.7975951903807615,0.48779329547987266,0.2548500040349241,0.0002362651430303231,0.0003835881652776152,0.0001473230222472921,750
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,11,0.7916666666666666,0.8661417322834646,0.6500901985621336,0.2182556691265737,0.00022032094420865178,0.00032072202884592116,0.00010040107736131176,650
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,12,0.8014705882352942,0.8704,0.651991435819689,0.17375875683085862,0.000246264913585037,0.000306395668303594,6.013076927047223e-05,650
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,13,0.8259803921568627,0.8747795414462081,0.5016598716816482,0.13989067318124165,0.0002686422667466104,0.00036292921868152916,9.428696648683399e-05,700
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,14,0.8455882352941176,0.8872987477638641,0.4888374431643124,0.1016542905131792,0.00028015580028295517,0.00036720887874253094,8.7053093011491e-05,800
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,15,0.8455882352941176,0.8941176470588236,0.6414077069847753,0.06850172213525023,0.0002566415350884199,0.0003114163118880242,5.477478771354072e-05,950
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,16,0.8406862745098039,0.8911222780569514,0.7839132511974586,0.045564571691689905,0.00019364968466106802,0.00023044207773637027,3.679239671328105e-05,900
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,17,0.8431372549019608,0.8915254237288136,0.8391837943733359,0.0286741973269789,0.0001542222307762131,0.00017097026284318417,1.6748026610002853e-05,1000
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,18,0.8333333333333334,0.8831615120274914,0.8820866508336336,0.022767510774814037,0.00011382249067537487,0.00012401911953929812,1.0196626135439146e-05,650
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,19,0.821078431372549,0.8747855917667239,0.903534125638829,0.019463200331044685,0.00012230152788106352,0.00013904990919400007,1.674838495091535e-05,600
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,20,0.8357843137254902,0.8870151770657673,0.9293601121057244,0.011868323533164223,0.00014612505037803203,0.00015816293307580054,1.203788815473672e-05,1000
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,21,0.8357843137254902,0.8870151770657673,0.9323389544419936,0.009484875235917576,0.00010243840370094404,0.00010877265594899654,6.3342527027998585e-06,800
21,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,22,0.8357843137254902,0.8858603066439523,0.8540830027823355,0.01155989436552461,9.383173164678738e-05,9.697510540718213e-05,3.143373760394752e-06,350
22,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,23,0.8406862745098039,0.888507718696398,0.8244225373040821,0.007617092353437329,0.00011472165351733565,0.00012186879030195996,7.1471404226031154e-06,1400
23,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,24,0.8382352941176471,0.8877551020408163,0.8448531655423508,0.013202231749135531,6.240574293769896e-05,6.43481980659999e-05,1.9424523998168297e-06,200
24,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,25,0.8357843137254902,0.8858603066439523,0.844315855459689,0.006666643530458845,8.603768947068602e-05,9.006566688185558e-05,4.027976046927506e-06,1400
25,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,26,0.8431372549019608,0.8896551724137931,0.7735599751085472,0.017272829951834864,4.637749952962622e-05,4.883896326646209e-05,2.461464191583218e-06,100
26,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,27,0.8357843137254902,0.8858603066439523,0.7543422980633491,0.005230329891373656,0.00011508614988997579,0.00012636648898478597,1.1280341823294293e-05,1400
27,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,28,0.8382352941176471,0.8877551020408163,0.7326313346092516,0.005293374138811487,5.8070188970305026e-05,6.013943493599072e-05,2.0692471025540726e-06,400
28,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,29,0.8382352941176471,0.8873720136518771,0.7171421048617191,0.003243196484337592,8.262028131866828e-05,9.335616050520912e-05,1.0735879186540842e-05,1400
29,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,30,0.8284313725490197,0.8793103448275862,0.7025614403571714,0.00601529288785241,4.2911284253932536e-05,4.335004632594064e-05,4.3876178779100883e-07,200
30,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,31,0.8480392156862745,0.8949152542372881,0.7756760538710902,0.0027678064959660085,7.953816384542733e-05,9.002369188237935e-05,1.0485525308467913e-05,1400
31,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,32,0.8382352941176471,0.8903654485049833,0.8375598661996443,0.006188419498689471,4.378547964734025e-05,4.469991472433321e-05,9.144338832811627e-07,250
32,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,33,0.8504901960784313,0.8967851099830795,0.7991900656808295,0.002426136906424029,6.39354984741658e-05,6.78308424539864e-05,3.895345798810013e-06,1400
33,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,34,0.8333333333333334,0.8811188811188811,0.7364647937082576,0.005249244063801598,3.454084071563557e-05,3.6234927392797545e-05,1.694087359283003e-06,200
34,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,AdamW,0.0001,SGD,1e-05,35,0.8455882352941176,0.8919382504288165,0.7796389085101421,0.001946192103916214,5.574833630817011e-05,6.405079329852015e-05,8.302458809339441e-06,1400
