,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,1,0.6838235294117647,0.8122270742358079,0.6430325064004636,0.6362776204347611,0.0011694631539285183,0.0019118264317512512,0.0007423632778227329,1000
1,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,2,0.6838235294117647,0.8122270742358079,0.6166715744663688,0.5411651269048453,0.0014566784957423806,0.0016766457119956613,0.0002199672453571111,1000
2,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,3,0.6838235294117647,0.8122270742358079,0.9273305749338047,0.45977656808495526,0.0012007098412141204,0.0013258076505735517,0.0001250977802556008,1000
3,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,4,0.3161764705882353,0.0,0.8325727850783105,0.4793851396832616,0.0013549434952437878,0.0019412297988310456,0.0005862863035872579,1000
4,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,5,0.6838235294117647,0.8122270742358079,0.6700891969250697,0.5780090793937445,0.0015581282787024975,0.0028604725375771523,0.0013023442588746548,1000
5,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,6,0.6838235294117647,0.8122270742358079,0.6527495512775346,0.5603862696528434,0.001390133984386921,0.0016753666568547487,0.0002852326142601669,1000
6,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,7,0.6838235294117647,0.8122270742358079,0.6409874862315608,0.5450098999649287,0.0014454367337748408,0.0016348930075764656,0.00018945625924970955,1000
7,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,8,0.6838235294117647,0.8122270742358079,0.6320496692376978,0.5289018544867635,0.0015308078145608306,0.0016692531062290072,0.0001384453207720071,1000
8,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,9,0.6838235294117647,0.8122270742358079,0.6259286047196856,0.5099539378732443,0.0016360379522666335,0.0017417162889614701,0.00010567833669483662,1000
9,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,10,0.6838235294117647,0.8122270742358079,0.6233970879339704,0.4862197010338306,0.0017184523167088628,0.0017730811377987266,5.4628835641779006e-05,1000
10,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,11,0.6838235294117647,0.8122270742358079,0.622057109486823,0.4685168754830956,0.0017513083294034004,0.0017684355843812227,1.7127294995589182e-05,1000
11,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,12,0.6985294117647058,0.8183161004431314,0.6086426762973561,0.4569933446906507,0.001728627597913146,0.00179180724080652,6.317970110103488e-05,1000
12,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,13,0.7181372549019608,0.8270676691729323,0.616550893760195,0.44731264135241505,0.0017124928999692202,0.001769278198480606,5.678527304553427e-05,1000
13,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,14,0.6838235294117647,0.8122270742358079,0.6538287883295733,0.4407215006627142,0.001600979594513774,0.0019787990022450686,0.0003778193495236337,1000
14,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,15,0.6985294117647058,0.8183161004431314,0.6194202210388932,0.4614063416957855,0.0016481578350067139,0.0019698916003108025,0.0003217338235117495,1000
15,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,16,0.7009803921568627,0.8195266272189349,0.6025498059450412,0.4240200572326779,0.001475178636610508,0.0017163688316941261,0.00024119015142787248,1000
16,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,17,0.696078431372549,0.8115501519756839,0.5895334534785327,0.4055939133964479,0.0013009931426495314,0.0013906691456213593,8.967603935161605e-05,1000
17,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,18,0.6985294117647058,0.8188512518409425,0.6854965686798096,0.37716267709471285,0.0008996948599815369,0.0010761775774881244,0.00017648268840275705,1000
18,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,19,0.31862745098039214,0.007142857142857143,1.4648980065888049,0.36336064021922654,0.0005156812258064747,0.0009815309895202518,0.0004658497928176075,1000
19,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,20,0.6838235294117647,0.8122270742358079,0.8556854927218428,0.39856548374835404,0.0006758787203580141,0.0017161732539534569,0.0010402945335954428,1000
20,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,21,0.6200980392156863,0.6881287726358148,0.6570390486249736,0.4075466635964811,0.001126497401855886,0.001757776364684105,0.0006312789628282189,1000
21,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,22,0.6985294117647058,0.8183161004431314,0.7254552830960236,0.40733936568126083,0.0011039840755984187,0.002025120658800006,0.0009211365832015872,1000
22,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,23,0.7156862745098039,0.8047138047138047,0.543982205437679,0.36044450160041447,0.0008191042579710484,0.0011796938488259912,0.00036058961995877326,1000
23,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,24,0.7058823529411765,0.8208955223880597,0.6474216034745469,0.32972298869378863,0.0005764755769632757,0.000762973097153008,0.0001864975201897323,1000
24,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,25,0.7303921568627451,0.7908745247148289,0.5310884237873787,0.29966668572481725,0.00040255006751976907,0.0005259586032480001,0.00012340853572823107,1000
25,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,26,0.7671568627450981,0.8527131782945736,0.5923834649809435,0.2726264458686113,0.00035366055089980364,0.00044530173181556165,9.164119546767324e-05,1000
26,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,27,0.7083333333333334,0.7595959595959596,0.5998381989843705,0.23984036288931967,0.0003428917261771858,0.00042203316115774214,7.914144225651398e-05,1000
27,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,28,0.7745098039215687,0.85625,0.7106020074410766,0.2068298006120138,0.0003516559081617743,0.00045139886788092554,9.974295971915126e-05,1000
28,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,29,0.6642156862745098,0.7175257731958763,0.8476230461223453,0.17416753198895601,0.0003748140297830105,0.00048097813851200044,0.00010616409417707473,1000
29,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,30,0.7818627450980392,0.8519134775374376,0.7221714764395181,0.17034135302575304,0.0004329678195063025,0.0007830721442587674,0.0003501043247524649,1000
30,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,31,0.7916666666666666,0.8542024013722127,0.5432637123317987,0.19538777381861583,0.0005692960694432259,0.0014285133220255375,0.0008592172525823116,1000
31,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,32,0.803921568627451,0.8581560283687943,0.5386011699835459,0.1622054038714152,0.0003999779873993248,0.0008352522854693234,0.0004352742980699986,1000
32,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,33,0.8137254901960784,0.8754098360655738,0.6128665666260263,0.11646988040944561,0.0003016872506123036,0.00047158621600829065,0.00016989896539598703,1000
33,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,34,0.7941176470588235,0.8515901060070671,0.6301865020912945,0.09557414196231404,0.00025504070799797773,0.00036560939042828977,0.00011056868970626965,1000
34,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,35,0.8112745098039216,0.8710217755443886,0.6376952915908951,0.07970039581619204,0.0002704799990169704,0.0003606888640206307,9.020885045174509e-05,1000
35,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,36,0.8112745098039216,0.8670120898100173,0.6772725950086526,0.06692754840799607,0.00021064307657070458,0.00030123666510917246,9.05935958144255e-05,1000
36,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,37,0.8063725490196079,0.8681135225375626,0.6865966705806261,0.05941948693057055,0.00021515371918212622,0.00030323967803269625,8.808595885057002e-05,1000
37,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,38,0.8259803921568627,0.8802698145025295,0.7229529696735827,0.05378409401897806,0.00018700848158914596,0.0002858539519365877,9.884547034744173e-05,1000
38,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,39,0.8112745098039216,0.8701517706576728,0.7045307138240805,0.048584822415513915,0.00019068675464950502,0.0003071548999287188,0.00011646814527921379,1000
39,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,40,0.8259803921568627,0.880672268907563,0.7300870188365818,0.0466006318858359,0.00016972421144600958,0.0002952826616819948,0.00012555845023598522,1000
40,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,41,0.8063725490196079,0.8676716917922948,0.7454433801456117,0.04256390052703209,0.00017739925533533096,0.00028732503415085375,0.00010992577881552279,1000
41,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,42,0.8235294117647058,0.8787878787878788,0.7497487592182177,0.03914194311986212,0.00015069686924107373,0.00023355054145213217,8.285367948701605e-05,1000
42,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,43,0.8259803921568627,0.880672268907563,0.7506563109208775,0.03510293061968405,0.00015055743278935552,0.00020685938943643123,5.6301953009096906e-05,1000
43,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,44,0.8308823529411765,0.8836424957841484,0.7515994856617979,0.03205021293512546,0.0001471338764531538,0.0001877883041743189,4.0654424083186314e-05,1000
44,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,45,0.8235294117647058,0.8791946308724832,0.7668384561068652,0.02760974247057456,0.00013341028534341604,0.00015731019084341824,2.3899903681012802e-05,1000
45,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,46,0.821078431372549,0.8760611205432938,0.7629471812716813,0.025035117468447426,0.00012258005153853446,0.0001386296789860353,1.6049621990532614e-05,1000
46,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,47,0.8186274509803921,0.8758389261744967,0.7740804114671168,0.023038519238925075,0.00011188308417331427,0.00012333301128819585,1.1449928933870979e-05,1000
47,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,48,0.8259803921568627,0.8798646362098139,0.7788675464507119,0.021554288741934578,0.00010534952161833644,0.00011566861212486401,1.0319091416022275e-05,1000
