,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.5935055172326518,0.3608203977140598,0.0759272426366806,0.10847196727991104,0.03254472836852074,1000
1,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,2,0.7328431372549019,0.8355957767722474,1.0125451799454714,0.23440621420638635,0.20760953426361084,0.2957875430583954,0.08817800879478455,1000
2,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,3,0.821078431372549,0.8801313628899836,1.3239835299060074,0.12462685888566191,0.27876386046409607,0.3369016647338867,0.05813780426979065,1000
3,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,4,0.8382352941176471,0.886986301369863,1.4691361599581025,0.11740586954083083,0.44365203380584717,0.5122092962265015,0.06855727732181549,1000
4,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,5,0.8259803921568627,0.8773747841105354,1.0944174730865794,0.08264956595836384,0.4343110918998718,0.4996766149997711,0.06536553800106049,1000
5,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,6,0.8431372549019608,0.8885017421602788,0.7077709441096065,0.05244235289425705,0.4227273762226105,0.4771854877471924,0.054458100348711014,1000
6,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,7,0.8382352941176471,0.8833922261484098,0.7049848228857359,0.02570162252156306,0.26135772466659546,0.2928834855556488,0.03152575343847275,1000
7,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,8,0.8308823529411765,0.8824531516183987,0.9443410005926625,0.020290240241221114,0.26784196496009827,0.30074256658554077,0.0329006053507328,1000
8,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,9,0.8333333333333334,0.8866666666666667,1.3797247129082157,0.013315413746366231,0.1730564385652542,0.19412291049957275,0.02106647565960884,1000
9,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,10,0.8284313725490197,0.8841059602649006,1.4080685750618998,0.011098327585987406,0.1688239723443985,0.1891230046749115,0.02029903419315815,1000
10,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,11,0.8431372549019608,0.8922558922558923,1.1002177432562157,0.0094226907410646,0.17396456003189087,0.19405923783779144,0.020094677805900574,1000
11,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,12,0.8504901960784313,0.8957264957264958,0.9057812177706913,0.005751485820273803,0.10440943390130997,0.11647599935531616,0.012066567316651344,1000
12,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,13,0.8504901960784313,0.8953687821612349,0.8725965602814754,0.004900301574288237,0.08928163349628448,0.09968173503875732,0.01040009967982769,1000
13,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,14,0.8504901960784313,0.8964346349745331,0.934491869569077,0.003111180054215879,0.041164711117744446,0.04575006663799286,0.004585355520248413,1000
14,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,15,0.8480392156862745,0.8952702702702703,1.0998228705910722,0.0021480091035420965,0.031627606600522995,0.03487614914774895,0.0032485437113791704,1000
15,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,16,0.8357843137254902,0.8877721943048577,1.2761802025194686,0.002962811503073044,0.06396408379077911,0.07106798142194748,0.007103895302861929,1000
16,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,17,0.8406862745098039,0.8907563025210085,1.3442079741772415,0.002633601432210098,0.06913597881793976,0.07675173133611679,0.0076157525181770325,1000
17,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,18,0.8480392156862745,0.8927335640138409,1.2899332318426304,0.002349729724150933,0.049002066254615784,0.05435338616371155,0.005351318046450615,1000
18,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,19,0.8431372549019608,0.8888888888888888,1.2901940411039219,0.0015281370392849,0.04448157921433449,0.049300216138362885,0.004818635992705822,1000
19,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,20,0.8455882352941176,0.8926746166950597,1.2299751840577409,0.001951931725046108,0.05228954181075096,0.05787655711174011,0.005587014835327864,1000
20,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,21,0.8406862745098039,0.8907563025210085,1.1952972511954907,0.001890167678699675,0.06675383448600769,0.07443716377019882,0.007683328352868557,1000
21,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,22,0.8431372549019608,0.8933333333333333,1.1407501208119963,0.0017279822183186634,0.025320256128907204,0.02781679295003414,0.002496537519618869,1000
22,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,23,0.8406862745098039,0.8900169204737732,1.0570498112979205,0.0016602600137327502,0.019941920414566994,0.02201569639146328,0.002073775976896286,1000
23,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,24,0.8431372549019608,0.8900343642611683,1.039062522963261,0.001016617511733265,0.015004429034888744,0.016449959948658943,0.0014455309137701988,1000
24,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,25,0.8504901960784313,0.8964346349745331,1.0919447886185747,0.0011738452517980583,0.024049989879131317,0.026742849498987198,0.0026928591541945934,1000
25,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,26,0.8529411764705882,0.8996655518394648,1.2336230248993696,0.0012682831175700954,0.021480808034539223,0.023805024102330208,0.0023242165334522724,1000
26,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,27,0.8480392156862745,0.8970099667774086,1.3663335535698427,0.0010546176477390337,0.014201769605278969,0.015444332733750343,0.001242562779225409,1000
27,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,28,0.8504901960784313,0.8981636060100167,1.3319019455463077,0.0009509884012760877,0.021628862246870995,0.023989608511328697,0.0023607462644577026,1000
28,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,29,0.8504901960784313,0.8950086058519794,1.1987759075696969,0.0011957815792190802,0.02175201289355755,0.023929839953780174,0.0021778263617306948,1000
29,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,30,0.8553921568627451,0.8963093145869947,1.1596652412600104,0.0007506155299344446,0.014299917966127396,0.015653526410460472,0.0013536085607483983,1000
30,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,31,0.8455882352941176,0.8908145580589255,1.2267954529137024,0.0007222316232110781,0.014801274053752422,0.01663852110505104,0.0018372467020526528,1000
31,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,32,0.8406862745098039,0.8922056384742952,1.506333857824526,0.0008351021093720533,0.01790904812514782,0.019762486219406128,0.001853437628597021,1000
32,roberta-base,glue,mrpc,2,10,10,1.0,8,20,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,33,0.8382352941176471,0.8903654485049833,1.553926856932523,0.0010851750632169242,0.02311556041240692,0.025755126029253006,0.0026395651511847973,1000
