,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,1,0.3161764705882353,0.0,0.7458338585554385,0.7426656436920165,4.694390554504935e-06,7.837091288820375e-06,3.1427009616891155e-06,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,2,0.3161764705882353,0.0,0.7458328406016032,0.7435466258525849,4.624199391400907e-06,7.777590326440986e-06,3.153390935040079e-06,50
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,3,0.3161764705882353,0.0,0.7458314007403803,0.7438694987297059,5.054805569670862e-06,8.180560143955518e-06,3.125754574284656e-06,50
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,4,0.3161764705882353,0.0,0.7458295658522961,0.7435041310787202,4.693933988164645e-06,7.813392585376278e-06,3.119458597211633e-06,50
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,5,0.3161764705882353,0.0,0.7458274119040545,0.7432366307973861,5.263087587081827e-06,8.271081242128275e-06,3.0079934276727727e-06,50
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,6,0.3161764705882353,0.0,0.745824908508974,0.7432031204700471,4.721522600448225e-06,7.897961040725932e-06,3.176438440277707e-06,50
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,7,0.3161764705882353,0.0,0.7458221339711956,0.7433214755058288,4.674539468396688e-06,7.6484266173793e-06,2.9738871489826124e-06,50
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,8,0.3161764705882353,0.0,0.7458191081589344,0.7430057415962218,4.813033228856511e-06,7.9556566561223e-06,3.142623199892114e-06,50
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,9,0.3161764705882353,0.0,0.7458158602901533,0.7413655211925507,4.82583163829986e-06,7.810052011336666e-06,2.98422014566313e-06,50
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,10,0.3161764705882353,0.0,0.7458123938710082,0.7448115698099136,4.750182142743142e-06,8.038240594032686e-06,3.288058451289544e-06,50
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,11,0.3161764705882353,0.0,0.7458087369507435,0.7422318274974824,4.582993824442383e-06,7.667380486964248e-06,3.0843864351481898e-06,50
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,12,0.3161764705882353,0.0,0.7458049105662926,0.7437071397304534,4.631345291272737e-06,7.701378308411222e-06,3.0700327897648094e-06,50
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,13,0.3161764705882353,0.0,0.7458009310797149,0.7441033930182458,4.800533588422695e-06,7.93931758380495e-06,3.138783995382255e-06,50
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,14,0.3161764705882353,0.0,0.7457968113469142,0.7438429433107376,4.7795601858524606e-06,7.804775123076979e-06,3.0252149372245185e-06,50
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,15,0.3161764705882353,0.0,0.7457926039602242,0.7415097298622132,4.759659532282967e-06,7.680536327825394e-06,2.920876568168751e-06,50
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,16,0.3161764705882353,0.0,0.7457882656770594,0.7436492011547089,4.808804078493267e-06,7.960998118505813e-06,3.1521942673862213e-06,50
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,17,0.3161764705882353,0.0,0.7457838175343532,0.7447055356502534,4.698954853665782e-06,7.84324492997257e-06,3.1442900763067883e-06,50
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,18,0.3161764705882353,0.0,0.745779275894165,0.7432957639694213,4.5936617425468285e-06,7.743843525531702e-06,3.1501817829848733e-06,50
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,19,0.3161764705882353,0.0,0.7457746547811172,0.7439165171384812,4.7466046453337185e-06,7.936833753774408e-06,3.1902288810670143e-06,50
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,20,0.3161764705882353,0.0,0.7457699483516169,0.746297173500061,4.754952442453941e-06,7.985417141753715e-06,3.230464699299773e-06,50
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,21,0.3161764705882353,0.0,0.7457651741364423,0.7431916667222978,4.544306648313068e-06,7.7029571912135e-06,3.158650542900432e-06,50
21,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,22,0.3161764705882353,0.0,0.7457603344730303,0.7433934937119484,4.777395588462241e-06,7.875499250076246e-06,3.09810388898768e-06,50
22,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,23,0.3161764705882353,0.0,0.7457554503983143,0.7433997633457183,4.58629619970452e-06,7.736513907730114e-06,3.1502179353992688e-06,50
23,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,24,0.3161764705882353,0.0,0.7457504926943311,0.7448448462486266,4.748648279928602e-06,7.966707016748842e-06,3.218058964193915e-06,50
24,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,25,0.3161764705882353,0.0,0.7457455256405998,0.7422813371419906,4.619006176653784e-06,7.583480510220397e-06,2.964474560940289e-06,50
25,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,26,0.3161764705882353,0.0,0.7457405165130017,0.7422845462560654,4.620354957296513e-06,7.606316103192512e-06,2.985961145895999e-06,50
26,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,27,0.3161764705882353,0.0,0.7457354828423145,0.7411547511816025,4.820165486307815e-06,7.813428055669647e-06,2.9932623419881565e-06,50
27,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,28,0.3161764705882353,0.0,0.7457304363157234,0.7421149641275406,4.573114892991725e-06,7.543660558440024e-06,2.9705456654482987e-06,50
28,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,1e-05,29,0.3161764705882353,0.0,0.7457253687521991,0.7410585421323777,4.904256002191687e-06,7.831426955817733e-06,2.927170953626046e-06,50
