,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,1,0.3161764705882353,0.0,0.7458169062932333,0.42232639025338,0.0982481688261032,0.1113538146018982,0.0131056420505046,50,-1
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,2,0.3161764705882353,0.0,0.7457766486149208,0.4278277208390646,0.1812736690044403,0.2077358067035675,0.0264621376991271,50,-1
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,3,0.3161764705882353,0.0,0.7457188297720516,0.4192002388886176,0.0919555649161338,0.1077204570174217,0.0157648902386426,50,-1
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,4,0.3161764705882353,0.0,0.7456435876734117,0.4148489688369445,0.072572611272335,0.0865444391965866,0.0139718288555741,50,-1
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,5,0.3161764705882353,0.0,0.7455500259118921,0.427735674967058,0.1133561804890632,0.1341030299663543,0.0207468494772911,50,-1
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,6,0.3161764705882353,0.0,0.7454411329007616,0.4168561145300046,0.0682102888822555,0.0822058618068695,0.0139955729246139,50,-1
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,7,0.3161764705882353,0.0,0.7453194365781897,0.4167857815800235,0.1316010057926178,0.1549739092588424,0.0233729016035795,50,-1
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,8,0.3161764705882353,0.0,0.7451818304903367,0.4144153660559095,0.2047060132026672,0.2331325560808181,0.0284265354275703,50,-1
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,9,0.3161764705882353,0.0,0.7450381201856277,0.4181653347639367,0.0887703448534011,0.1066174283623695,0.0178470872342586,50,-1
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.01,10,0.3161764705882353,0.0,0.7448839849116755,0.4186315049587282,0.123641088604927,0.1438237577676773,0.0201826728880405,50,-1
