,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,1,0.6838235294117647,0.8122270742358079,0.6391853316157472,0.4533835904465782,0.03419855237007141,0.045287951827049255,0.011089399456977844
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,2,0.6838235294117647,0.8122270742358079,0.6798822201934516,0.3316850453201267,0.018425140529870987,0.01972106471657753,0.001295924186706543
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,3,0.6838235294117647,0.8122270742358079,0.624971944327448,0.5179598041292695,0.02659582905471325,0.029256807640194893,0.0026609778869897127
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,4,0.6838235294117647,0.8122270742358079,0.6108947600804123,0.4017152925332388,0.029277630150318146,0.032987575978040695,0.0037099465262144804
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,5,0.6936274509803921,0.8043818466353677,0.6593538405848485,0.5993579746741389,0.11680090427398682,0.13438045978546143,0.01757955737411976
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,6,0.6838235294117647,0.8122270742358079,0.6020126260963141,0.3526432032800383,0.017317932099103928,0.02708112634718418,0.009763193316757679
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,7,0.6838235294117647,0.8122270742358079,0.5933905021817076,0.570794694746534,0.07863643020391464,0.08527619391679764,0.006639765575528145
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,8,0.6887254901960784,0.8135095447870778,0.5963413507915011,0.250713502181073,0.038160230964422226,0.04640578106045723,0.008245551027357578
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,9,0.7181372549019608,0.8275862068965517,0.580234547163926,0.4378185179912381,0.04813017696142197,0.05477552488446236,0.00664534792304039
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,10,0.7132352941176471,0.8240601503759398,0.5676468347801882,0.5881971491707695,0.06802692264318466,0.07660343497991562,0.008576512336730957
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,11,0.6936274509803921,0.8068006182380216,0.5851612225467083,0.4612968255300075,0.08072793483734131,0.10002754628658295,0.019299611449241638
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,12,0.7058823529411765,0.817629179331307,0.5810409871970906,0.43379442817531527,0.042202290147542953,0.04916603863239288,0.006963747553527355
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,13,0.7156862745098039,0.8258258258258259,0.563490106194627,0.28116123240906743,0.020973382517695427,0.02306315489113331,0.0020897716749459505
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,14,0.7083333333333334,0.8226527570789866,0.5580426439935086,0.4327172046294436,0.023842010647058487,0.02925768494606018,0.005415675230324268
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,15,0.6936274509803921,0.8169838945827232,0.6877574740963823,0.3025174987036735,0.017045101150870323,0.018907170742750168,0.0018620690098032355
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,16,0.6862745098039216,0.8134110787172012,0.8048007460493668,0.2899980014422908,0.03238140791654587,0.03525135666131973,0.002869949210435152
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.01,17,0.6887254901960784,0.8145985401459854,0.627183595124413,0.556964962463826,0.03263300657272339,0.04784226790070534,0.015209263190627098
