,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,1,0.3161764705882353,0.0,0.7278561042804345,0.4935700291842223,0.008833613246679306,0.013335262425243855,0.004501648712903261,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,2,0.3161764705882353,0.0,0.6984718441963196,0.4900747900605201,0.00880246888846159,0.01256552804261446,0.0037630589213222265,50
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.6658380838001475,0.47291358810663225,0.00856021512299776,0.011529927141964436,0.0029697122517973185,50
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,4,0.6838235294117647,0.8122270742358079,0.638670007387797,0.4600987844169141,0.00875134952366352,0.010812962427735329,0.002061613369733095,50
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,5,0.6838235294117647,0.8122270742358079,0.6248697293739692,0.45562619556486605,0.009217068552970886,0.010411014780402184,0.0011939458781853318,50
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,6,0.6838235294117647,0.8122270742358079,0.629209976570279,0.44410095949470996,0.017892776057124138,0.019437206909060478,0.0015444309683516622,50
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,7,0.6838235294117647,0.8122270742358079,0.6555806339955798,0.43882539638131857,0.008806392550468445,0.009779708459973335,0.0009733162587508559,50
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.6990022279468238,0.43350584052503105,0.019567346200346947,0.021464770659804344,0.0018974246922880411,50
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,9,0.6838235294117647,0.8122270742358079,0.743732073727776,0.43380288317054516,0.017692528665065765,0.02091415785253048,0.0032216282561421394,50
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,10,0.6838235294117647,0.8122270742358079,0.7784237080052787,0.4360330646187068,0.012434907257556915,0.01498124748468399,0.002546339761465788,50
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,11,0.6838235294117647,0.8122270742358079,0.7845286079773716,0.42391559004038565,0.010062199085950851,0.012685388326644897,0.0026231890078634024,50
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,12,0.6838235294117647,0.8122270742358079,0.7510590255260468,0.4248732443340123,0.013909324072301388,0.016328539699316025,0.0024192158598452806,50
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,13,0.6838235294117647,0.8122270742358079,0.69688400275567,0.4177901356369257,0.01760353520512581,0.01995142735540867,0.002347892615944147,50
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,14,0.6838235294117647,0.8122270742358079,0.6489563029186398,0.4108448558524251,0.11000463366508484,0.12416946887969971,0.014164833351969719,50
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,15,0.6838235294117647,0.8122270742358079,0.6239423132410237,0.41241484220325947,0.03669622167944908,0.04158047214150429,0.004884249996393919,50
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,16,0.6838235294117647,0.8122270742358079,0.6213971440698586,0.40323539970070127,0.00842602550983429,0.008966867811977863,0.0005408427095972002,50
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,17,0.6838235294117647,0.8122270742358079,0.6318399713319891,0.40113860075175756,0.00612535048276186,0.006616394501179457,0.0004910441930405796,50
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,18,0.6911764705882353,0.8152492668621701,0.6462617528204825,0.4032364918589592,0.005403675138950348,0.0061035361140966415,0.0006998608587309718,50
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,19,0.7058823529411765,0.8203592814371258,0.6570787254501792,0.3961105929873884,0.004982229322195053,0.005735988263040781,0.0007537590572610497,50
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,20,0.7107843137254902,0.8212121212121212,0.6580799034997529,0.40025539302453395,0.005122552625834942,0.005982124712318182,0.0008595718536525965,50
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,21,0.7083333333333334,0.8205128205128205,0.6475058653775383,0.39770253798738125,0.004949761088937521,0.0059403348714113235,0.0009905737824738026,50
21,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,22,0.7132352941176471,0.8251121076233184,0.6295496809716318,0.39418887783586976,0.004925595596432686,0.005959808360785246,0.0010342126479372382,50
22,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,23,0.696078431372549,0.8165680473372781,0.6127605438232422,0.384066647645086,0.005957660265266895,0.006840537767857313,0.0008828775025904179,50
23,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,24,0.7009803921568627,0.8200589970501475,0.6051332021460814,0.38075580256059766,0.0043726046569645405,0.004893798381090164,0.0005211938987486064,50
24,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,25,0.696078431372549,0.8181818181818182,0.6108070968412885,0.38659985613077885,0.006886327639222145,0.007677197456359863,0.00079086993355304,50
25,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,26,0.6936274509803921,0.8169838945827232,0.6237424781509474,0.38736204530298707,0.004262604750692844,0.004707617219537497,0.0004450123815331608,50
26,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,27,0.696078431372549,0.8181818181818182,0.6381519086220685,0.38064053019508715,0.004607429727911949,0.005049418192356825,0.00044198858086019754,50
27,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,28,0.696078431372549,0.8181818181818182,0.6505522137763453,0.3838460622876882,0.004468316677957773,0.0048973350785672665,0.00042901840060949326,50
28,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,29,0.6985294117647058,0.8183161004431314,0.6581647831435297,0.37457302381098273,0.004322967026382685,0.004822561051696539,0.0004995939088985324,50
29,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,30,0.6985294117647058,0.8183161004431314,0.6583112212372761,0.3750810037963092,0.004973448812961578,0.00555816013365984,0.0005847111460752785,50
30,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,31,0.6985294117647058,0.8166915052160953,0.6541211017790962,0.37953114249557257,0.004367685876786709,0.0047965217381715775,0.0004288358031772077,50
31,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,32,0.7083333333333334,0.8210526315789474,0.6456839372130001,0.3690149139985442,0.00423911027610302,0.00466391583904624,0.0004248055920470506,50
32,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,33,0.7107843137254902,0.822289156626506,0.632951514101496,0.3686288834400475,0.003944864496588707,0.004532592371106148,0.0005877279909327626,50
33,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,34,0.7107843137254902,0.822289156626506,0.6185877738045711,0.37266458434611555,0.003977464511990547,0.004492392297834158,0.0005149275530129671,50
34,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,35,0.7107843137254902,0.822289156626506,0.6036809907824385,0.37123697463050487,0.004009616561233997,0.004519165027886629,0.0005095484666526318,50
35,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,36,0.7058823529411765,0.8187311178247734,0.5891886777153202,0.35737581543996927,0.0035741047468036413,0.004008475691080093,0.00043437094427645206,50
36,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,37,0.7058823529411765,0.8187311178247734,0.5763927563732746,0.35514399691671134,0.0034678971860557795,0.003970926161855459,0.0005030289757996798,50
37,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,38,0.7058823529411765,0.8187311178247734,0.5658224417882807,0.35739731667190794,0.003557805437594652,0.004028416704386473,0.0004706112667918205,50
38,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,39,0.7156862745098039,0.8237082066869301,0.556508995738684,0.354145217821002,0.0035816109739243984,0.004140464588999748,0.000558853498660028,50
39,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,40,0.7181372549019608,0.8244274809160306,0.5478930362299377,0.3525264538563788,0.004389680922031403,0.004940097685903311,0.0005504167638719082,50
40,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,41,0.7205882352941176,0.8251533742331288,0.538907832959119,0.34642958732321855,0.0037446217611432076,0.0042564962059259415,0.0005118743283674121,50
41,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,42,0.7230392156862745,0.82642089093702,0.5304272881909913,0.3440421677976847,0.0036840736865997314,0.004178925417363644,0.0004948517889715731,50
42,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,43,0.7156862745098039,0.8220858895705522,0.5221717556317648,0.3425237130001187,0.0042561935260891914,0.00496736029163003,0.0007111668819561601,50
43,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,44,0.7254901960784313,0.8287461773700305,0.5143970104993558,0.3384158552885056,0.004312246106564999,0.004919722676277161,0.0006074765115045011,50
44,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,45,0.7328431372549019,0.8325652841781874,0.5071771016307905,0.333823216540739,0.004685890860855579,0.005433904472738504,0.0007480138447135687,50
45,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,46,0.7352941176470589,0.8338461538461538,0.49721382090858385,0.33033168932981793,0.0056351241655647755,0.006427267100661993,0.0007921428768895566,50
46,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,47,0.7426470588235294,0.8367029548989113,0.48454517505916894,0.3356318465024232,0.004982009530067444,0.005831781309098005,0.0008497718954458833,50
47,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,48,0.7598039215686274,0.8449367088607594,0.46678994391478745,0.32749659361317757,0.005318471230566502,0.006161607801914215,0.0008431365131400526,50
48,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,49,0.7720588235294118,0.8507223113964687,0.4501970296396929,0.3282708691433072,0.005485307890921831,0.006278999149799347,0.0007936913752928376,50
49,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,50,0.7941176470588235,0.8627450980392157,0.43332847982060674,0.32444231473654506,0.0061934818513691425,0.0071405284106731415,0.000947046501096338,50
50,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,51,0.803921568627451,0.867109634551495,0.4181938101263607,0.3166137601211667,0.0063017294742167,0.00719641475006938,0.000894685392268002,50
51,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,52,0.8137254901960784,0.87248322147651,0.40589312770787406,0.3033166041225195,0.007783803623169661,0.008888395503163338,0.001104591996408999,50
52,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,53,0.8259803921568627,0.8798646362098139,0.39531930565249684,0.3127142725586891,0.007815416902303696,0.0088893948122859,0.001073977560736239,50
53,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,54,0.8333333333333334,0.8847457627118644,0.3860486243285385,0.3111089985501021,0.00880091916769743,0.01011557038873434,0.0013146515702828765,50
54,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,0.1,SGD,0.001,55,0.8357843137254902,0.8866328257191202,0.3809749235709508,0.2970459531862289,0.014994537457823753,0.01694859005510807,0.0019540528301149607,50
