,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,1,0.39093224656138564,1.801126441872013,0.40286818551668024,1.7984163946888134,0.5324643012974412,0.07391125708818436,0.0920322835445404,0.0181210245937109,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,2,0.3544574630667346,1.1826757878040821,0.3522172497965826,1.183447201917383,0.691992139340844,0.048142801970243454,0.06412899494171143,0.015986192971467972,50
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,3,0.3544574630667346,1.1016785809929621,0.3522172497965826,1.102337014878834,0.6424296606052666,0.06488854438066483,0.06730889528989792,0.002420349046587944,50
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,4,0.31818644931227713,1.2729929042911763,0.318246541903987,1.2760079368718569,0.5415797872813417,0.06882219761610031,0.07358919829130173,0.0047669983468949795,50
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,5,0.3273560876209883,1.1935390662447456,0.3295362082994304,1.1925363402428717,0.4637186715751887,0.07490328699350357,0.09546149522066116,0.020558210089802742,50
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,6,0.31818644931227713,1.2687429237288,0.318246541903987,1.2680589985420687,0.5874827076662331,0.05334017425775528,0.08362751454114914,0.03028734028339386,50
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,7,0.31818644931227713,1.1299338556443566,0.318246541903987,1.129212737859411,0.557758741375059,0.05180857330560684,0.057470161467790604,0.0056615895591676235,50
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,8,0.31818644931227713,1.1381565163848646,0.318246541903987,1.137114029186736,0.7812283865213395,0.042390838265419006,0.04369065538048744,0.001299818279221654,50
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,9,0.3544574630667346,1.1706072780400054,0.3522172497965826,1.172846602704876,0.7142206399589777,0.04211638122797012,0.061529990285634995,0.019413607195019722,50
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,10,0.31818644931227713,1.2006085075881292,0.318246541903987,1.2018962462710792,0.4776091910209507,0.06451358646154404,0.07973802089691162,0.015224432572722435,50
10,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,11,0.3273560876209883,1.1210339029047094,0.3295362082994304,1.1200496548554877,0.5763272607997061,0.03866260498762131,0.07891233265399933,0.04024972766637802,50
11,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,12,0.3544574630667346,1.097669475333129,0.3522172497965826,1.0977707367975407,0.570267477599904,0.051435936242341995,0.0563831627368927,0.00494722742587328,50
12,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,13,0.3544574630667346,1.1038606045395742,0.3522172497965826,1.1046424671049715,0.6292405266109855,0.04806673526763916,0.05059638246893883,0.0025296465028077364,50
13,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,0.001,SGD,0.01,14,0.3544574630667346,1.1545432815730523,0.3522172497965826,1.1559466953875088,0.5801391930058598,0.05471213161945343,0.06350893527269363,0.008796805515885353,50
