,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,1,0.3273560876209883,1.2054789121693097,0.3295362082994304,1.2055464458717768,0.5475780675681308,0.701509416103363,0.9534733891487122,0.2519639730453491,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,2,0.3544574630667346,1.1991603562476292,0.3522172497965826,1.1998459791826757,0.686913872740697,0.475885808467865,0.5307425260543823,0.05485671013593674,50
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,3,0.3544574630667346,1.119182146557386,0.3522172497965826,1.1199431175910137,0.6397811981067061,0.49752864241600037,0.5252546072006226,0.027725955471396446,50
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,4,0.31818644931227713,1.2268807725782014,0.318246541903987,1.2280701528340456,0.5426001629335806,0.5924339294433594,0.6551271080970764,0.06269320100545883,50
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,5,0.4167091186958737,1.1217804113440915,0.4196501220504475,1.1205307572134342,0.45812001217226506,0.6322007179260254,0.7991356253623962,0.16693487763404846,50
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,6,0.31818644931227713,1.1467509970688294,0.318246541903987,1.143648156700724,0.591839051740244,4.40847635269165,4.987306118011475,0.5788296461105347,50
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,7,0.49628120224146716,1.002435904114637,0.5029495524816925,0.9943440122949679,0.5509331486988812,2.98002290725708,3.3859479427337646,0.4059249758720398,50
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,8,0.3273560876209883,1.1534195736159905,0.3295362082994304,1.1517071991649657,0.8000425458513198,251.3904571533203,280.744873046875,29.354419708251953,50
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,9,0.3544574630667346,1.274055168311967,0.3522172497965826,1.2773129687355824,0.7191604660712183,0.4007136821746826,0.582472026348114,0.1817583441734314,50
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.1,10,0.31818644931227713,1.4697523611584813,0.318246541903987,1.47421734118675,0.4768075536321848,0.5413968563079834,0.6937283873558044,0.15233154594898224,50
