,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.705612155822439,0.6131550418382341,0.0010036120656877756,0.0010158477816730738,1.2235770554980263e-05,88
1,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.5091743119266054,0.7914690041760786,0.32972136031941085,0.02066323347389698,0.031326018273830414,0.010662784799933434,4224
2,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.8038990825688074,0.46516535164566214,0.42454224885270897,0.009341477416455746,0.0219489224255085,0.012607445009052753,1584
3,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.9002293577981652,0.34656648824008507,0.2084184165713095,0.013356493785977364,0.027043422684073448,0.013686928898096085,1320
4,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.8853211009174312,0.5729675275666656,0.10522686466776413,0.021666094660758972,0.025867586955428123,0.004201492294669151,2112
5,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.7259174311926605,1.5342167276077916,0.1240815756108871,0.022610988467931747,0.02751954458653927,0.0049085551872849464,1584
6,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.8715596330275229,0.45193124296348713,0.143357090452631,0.03009127825498581,0.038015034049749374,0.00792375486344099,1760
7,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.9162844036697247,0.3135331251825112,0.09998449903188188,0.037377145141363144,0.04541223123669624,0.008035085164010525,2464
8,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.9036697247706422,0.44136140106682165,0.07056322548832329,0.032615453004837036,0.038594793528318405,0.00597933866083622,2640
9,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.9013761467889908,0.4992666308650744,0.07966740432335344,0.02635790780186653,0.03134968504309654,0.004991777241230011,2200
10,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,11,0.8371559633027523,1.0662090724217037,0.07413966127947039,0.025797327980399132,0.03030042164027691,0.004503093659877777,2112
11,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,12,0.9013761467889908,0.48607764062141934,0.08811304696845214,0.02668880484998226,0.03243342414498329,0.005744618829339743,2112
12,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,13,0.9139908256880734,0.3969317953942831,0.03306233393495504,0.02624157816171646,0.03009975329041481,0.0038581755943596363,3696
13,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,14,0.9174311926605505,0.3269282203265669,0.08107902319667536,0.015288710594177246,0.01817557029426098,0.0028868592344224453,1408
14,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,15,0.9162844036697247,0.33593513491673505,0.05514010103562209,0.023380601778626442,0.027904678136110306,0.004524076357483864,2464
15,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,16,0.9151376146788991,0.44542909051467067,0.05859538246042799,0.020035671070218086,0.023188073188066483,0.00315240235067904,2200
16,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,17,0.8887614678899083,0.566133987661913,0.07323337297084086,0.01977730542421341,0.02332489937543869,0.003547593718394637,1848
17,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,18,0.9128440366972477,0.46597238888422965,0.05776778628744409,0.0230560339987278,0.026835938915610313,0.0037799046840518713,2376
18,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,19,0.9277522935779816,0.35032898221897746,0.07612916362942561,0.02060515433549881,0.024090973660349846,0.0034858197905123234,1848
19,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,20,0.9220183486238532,0.3063511948495459,0.04742716235440493,0.023912381380796432,0.027511492371559143,0.0035991105251014233,2816
20,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,21,0.9231651376146789,0.32701856510272065,0.04983242847799211,0.018105532974004745,0.020981717854738235,0.0028761839494109154,2200
21,roberta-base,glue,sst2,2,100,10,1.0,8,1,48,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,22,0.893348623853211,0.5178770999362213,0.05185465023347452,0.017495308071374893,0.020439427345991135,0.002944119041785598,2024
