,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,1,0.31818644931227713,1.1033738190892661,0.318246541903987,1.1030740247110316,0.5324643001053483,0.07391127198934555,0.092032290995121,0.01812101900577545,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,2,0.3184921039225675,1.1023891155760561,0.31834825061025224,1.1021049770521283,0.6854324070047586,0.06067832186818123,0.07854899019002914,0.017870668321847916,50
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,3,0.3184921039225675,1.101933570634862,0.318246541903987,1.1016579121472487,0.6402393782623113,0.06221439316868782,0.0679066926240921,0.005692300386726856,50
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,4,0.31818644931227713,1.1019137635304856,0.318246541903987,1.1016477638381201,0.5484426398035138,0.07717473059892654,0.08461221307516098,0.007437481544911861,50
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,5,0.31818644931227713,1.1018994903797625,0.318246541903987,1.1015976903106839,0.4621407006122172,0.08558130264282227,0.09743155539035797,0.011850251816213131,50
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,6,0.31818644931227713,1.1021654785602386,0.318246541903987,1.1018610148045762,0.5843643058724701,0.06425461173057556,0.08098279684782028,0.01672818325459957,50
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,7,0.31818644931227713,1.102300945781748,0.318246541903987,1.101965323902903,0.5596755688264965,0.06720481812953949,0.07126504182815552,0.004060226492583752,50
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,8,0.31818644931227713,1.1023929888578383,0.318246541903987,1.1020346057424708,0.77932990822196,0.05060623958706856,0.05275238677859306,0.0021461457945406437,50
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,9,0.31818644931227713,1.1017332419012267,0.318246541903987,1.1013983542401196,0.710395271934569,0.04521653801202774,0.06171358376741409,0.016497045755386353,50
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,10,0.31818644931227713,1.101988584313241,0.318246541903987,1.101656869138713,0.4810165703529492,0.06980094313621521,0.08340411633253098,0.01360317226499319,50
10,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,11,0.31818644931227713,1.1018996534059955,0.318246541903987,1.1015228857540134,0.5755564206447452,0.04945454001426697,0.0764775425195694,0.02702300250530243,50
11,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,12,0.31818644931227713,1.1015686265996731,0.318246541903987,1.1011948030687524,0.5685161900939419,0.06529685109853745,0.07143468409776688,0.006137835327535868,50
12,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,13,0.31818644931227713,1.101188021359059,0.318246541903987,1.1008108446906504,0.6289385785767809,0.059735532850027084,0.06401558220386505,0.004280050750821829,50
13,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,14,0.31818644931227713,1.100447654626966,0.318246541903987,1.1000620967688068,0.583317838801071,0.063323974609375,0.08071079105138779,0.017386820167303085,50
14,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,15,0.31818644931227713,1.1002261064454804,0.318246541903987,1.0998075626263102,0.6405816307216883,0.05849955603480339,0.06496202200651169,0.006462465971708298,50
15,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,16,0.31818644931227713,1.099717707000521,0.318246541903987,1.099302272567718,0.630604383520782,0.05639262497425079,0.0690535455942154,0.01266091875731945,50
16,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,17,0.31818644931227713,1.099064896431218,0.318246541903987,1.0986469585396974,0.5671725557968021,0.05944275110960007,0.07231390476226807,0.012871153652668,50
17,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,18,0.31818644931227713,1.0989655734274382,0.318246541903987,1.0985267898530082,0.492801631337963,0.07404900342226028,0.07837339490652084,0.0043243905529379845,50
18,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,Adagrad,1e-05,SGD,0.01,19,0.31818644931227713,1.099103574550725,0.318246541903987,1.0986249446868896,0.47744387310370806,0.06523606181144714,0.0734136775135994,0.008177618496119976,50
