,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,1,0.31818644931227713,1.104110906642923,0.318246541903987,1.10383972770514,1.104828081846237,5.72287171962671e-06,6.442579888243927e-06,7.197082254606357e-07,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,2,0.31818644931227713,1.1040199748266977,0.318246541903987,1.1037499269302344,1.1233871302604674,3.352142357471166e-06,4.846054252993781e-06,1.493911895522615e-06,50
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,3,0.31818644931227713,1.103911670515376,0.318246541903987,1.1036436966127066,1.105095510363579,5.103145213070093e-06,5.338513346941909e-06,2.353681338718161e-07,50
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,4,0.31818644931227713,1.1038097520134948,0.318246541903987,1.103544755424301,1.0953018404245378,5.915121164434822e-06,6.184534868225455e-06,2.694136753689236e-07,50
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,5,0.31818644931227713,1.1037275749391526,0.318246541903987,1.1034639216322935,1.0867600615024566,6.665583896392491e-06,7.014606126176659e-06,3.490221160973306e-07,50
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,6,0.31818644931227713,1.1036846234532227,0.318246541903987,1.1034220933332202,1.0814107460975646,5.137075731909135e-06,5.744258942286251e-06,6.071832103771158e-07,50
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,7,0.31818644931227713,1.1036758857134794,0.318246541903987,1.1034129772659624,1.079415468454361,5.7149063650285825e-06,6.038450010237284e-06,3.2354387258237693e-07,50
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,8,0.31818644931227713,1.103675644768868,0.318246541903987,1.1034123094417487,1.0917711246013642,3.637001555034658e-06,3.667523969852482e-06,3.0522421923251386e-08,50
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,9,0.31818644931227713,1.1036157798456194,0.318246541903987,1.1033555290580668,1.1196763317584992,3.0969274575909367e-06,4.817440640181303e-06,1.7205131825903663e-06,50
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,1e-05,10,0.31818644931227713,1.1035757257186405,0.318246541903987,1.1033190810845284,1.0870157556533813,6.38627579974127e-06,6.979049885558197e-06,5.927740858169273e-07,50
