,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,1,0.0,0.7482137707353548,0.7649818994782188,9.822949778026668e-07,1.945634721778333e-06,9.633397439756664e-07,22
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,2,0.0,0.7439813673041249,0.7753402368588881,9.533413276585634e-07,2.4478199520672206e-06,1.4944786244086572e-06,22
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,3,0.0,0.7446001294915002,0.6718413076617501,1.2035409326927038e-06,1.2379666713968618e-06,3.44257706785811e-08,22
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,4,0.0,0.739122265622816,0.7984018976038152,3.515492608130444e-08,2.6424684165249346e-06,2.60731349044363e-06,22
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,5,0.0,0.739111403472551,0.6876124707135287,5.173684485271224e-07,5.194306709199736e-07,2.0622392682412283e-09,22
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,6,0.0,0.7352494174287519,0.7586328468539498,1.1016289818144287e-06,2.446197640892933e-06,1.3445686590785044e-06,22
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,7,0.0,0.7313044981192086,0.757677097754045,6.474157316915807e-07,2.1007178929721704e-06,1.4533021612805896e-06,22
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,8,0.0,0.7309041305352714,0.6915693304755471,1.3327663737072726e-06,1.3522252402253798e-06,1.9458880728961958e-08,22
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,9,0.0,0.7290204540463804,0.7178540088913657,1.5685000107623637e-06,1.9088133740297053e-06,3.403133348456322e-07,22
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,10,0.0,0.7243304966970254,0.7627988094633277,6.521281648019794e-08,2.24334439735685e-06,2.178131580876652e-06,22
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,1.0,SGD,1e-05,11,0.0,0.7194053262244654,0.7604501724243165,2.706769919313956e-08,2.540811465223669e-06,2.5137437660305295e-06,22
