,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,1,0.3161764705882353,0.0,0.7453550626249874,0.6844178674221038,0.0003730132593773,0.0006165885715745,0.0002435753121972,50,-1
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,2,0.3161764705882353,0.0,0.7444483976738125,0.6852670256495476,0.000373687245883,0.0006159699405543,0.0002422826801193,50,-1
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,3,0.3161764705882353,0.0,0.7431643838975944,0.6833969674706459,0.0003863304445985,0.0006253382889553,0.0002390078443568,50,-1
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,4,0.3161764705882353,0.0,0.74154772828607,0.6826975647211074,0.0003780539263971,0.0006168795516714,0.0002388256107224,50,-1
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,5,0.3161764705882353,0.0,0.7396549255240197,0.6825807324051858,0.000371382018784,0.0005938667454756,0.0002224847266916,50,-1
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,6,0.3161764705882353,0.0,0.7375123337203381,0.6795032759308814,0.0003690463490784,0.000602779968176,0.0002337336336495,50,-1
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,7,0.3161764705882353,0.0,0.7351681578393076,0.6786270398497581,0.0003783629508689,0.0005956680979579,0.000217305147089,50,-1
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,8,0.3161764705882353,0.0,0.732646552955403,0.6745061306357384,0.0003817711840383,0.0006051940727047,0.0002234229032183,50,-1
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,9,0.3161764705882353,0.0,0.7299908294397242,0.6714386296272277,0.0003836150863207,0.0005893455236218,0.000205730437301,50,-1
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,10,0.3161764705882353,0.0,0.7272132518244725,0.670795694231987,0.0003788995963986,0.0005966070457361,0.0002177074493374,50,-1
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,11,0.3161764705882353,0.0,0.7243504886533699,0.6684448345899583,0.000362676277291,0.0005639683804474,0.0002012921177083,50,-1
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,12,0.3161764705882353,0.0,0.7214266178654689,0.6674063228368758,0.00036926579196,0.0005630259402096,0.0001937601482495,50,-1
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,13,0.3161764705882353,0.0,0.7184610144764769,0.6636981815695762,0.0003744895220734,0.0005631754174828,0.0001886859099613,50,-1
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,14,0.3161764705882353,0.0,0.7154778990091062,0.6614633006453515,0.0003854577080346,0.0005623760516755,0.0001769183436408,50,-1
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,15,0.3161764705882353,0.0,0.7125006937513164,0.6580053448081017,0.0003768377937376,0.0005397736676968,0.0001629358885111,50,-1
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,16,0.3161764705882353,0.0,0.7095311015259986,0.6545670807957649,0.0003808088076766,0.0005497115780599,0.0001689027703832,50,-1
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,17,0.3161764705882353,0.0,0.7065801982786141,0.6536947168707848,0.0003735373320523,0.0005361786461435,0.0001626413140911,50,-1
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,18,0.3161764705882353,0.0,0.7036603128208834,0.6504842479228973,0.0003756655205506,0.0005343758384697,0.000158710317919,50,-1
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,19,0.3161764705882353,0.0,0.7007753451665243,0.6465327030420303,0.0003779846592806,0.0005317738396115,0.000153789165779,50,-1
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,20,0.3161764705882353,0.0,0.6979356489929498,0.6465558612346649,0.0003872852830681,0.0005346190882846,0.0001473338052164,50,-1
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,21,0.3529411764705882,0.1801242236024844,0.6951511163337558,0.6430063084363937,0.0003606193349696,0.0004988763830624,0.0001382570335408,50,-1
21,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,22,0.5808823529411765,0.7046632124352331,0.6924296290266747,0.6395118942260742,0.0003816924581769,0.0005117272376082,0.0001300347794312,50,-1
22,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,23,0.678921568627451,0.8087591240875912,0.6897711134424397,0.6375657950043678,0.0003744948771782,0.0005046187434345,0.0001301238517044,50,-1
23,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,24,0.6838235294117647,0.8122270742358079,0.6871781138812795,0.6347907482385635,0.0003764677676372,0.0005011140019632,0.000124646234326,50,-1
24,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,25,0.6838235294117647,0.8122270742358079,0.6846676679218516,0.6351358432769775,0.0003762678243219,0.0004831874684896,0.0001069196587195,50,-1
25,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,26,0.6838235294117647,0.8122270742358079,0.6822401869530771,0.6326592274904251,0.0003768721944652,0.0004778281436301,0.000100955934613,50,-1
26,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,27,0.6838235294117647,0.8122270742358079,0.6798980306176579,0.6292139080166816,0.0003770255716517,0.0004712337686214,9.420819696970284e-05,50,-1
27,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,28,0.6838235294117647,0.8122270742358079,0.6776382806254369,0.6292080362439155,0.0003648413112387,0.0004564975970424,9.165627852780744e-05,50,-1
28,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,29,0.6838235294117647,0.8122270742358079,0.6754620951764724,0.6249952083826066,0.0003882095916196,0.0004738187417387,8.560915739508346e-05,50,-1
29,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,30,0.6838235294117647,0.8122270742358079,0.6733600356999565,0.6245034881830215,0.0003798615362029,0.0004689233901444,8.90618612174876e-05,50,-1
30,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,31,0.6838235294117647,0.8122270742358079,0.6713406922770482,0.6240586119890214,0.0003651810111477,0.0004414655268192,7.62845083954744e-05,50,-1
31,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,32,0.6838235294117647,0.8122270742358079,0.669398543881435,0.6206081054806709,0.0003879704745486,0.0004633571952581,7.538670615758747e-05,50,-1
32,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,33,0.6838235294117647,0.8122270742358079,0.6675339025609633,0.6185263067483902,0.0003798681427724,0.0004500682116486,7.020005432423204e-05,50,-1
33,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,34,0.6838235294117647,0.8122270742358079,0.6657422780990601,0.6187011637687683,0.0003691182064358,0.0004373373521957,6.821915303589776e-05,50,-1
34,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,35,0.6838235294117647,0.8122270742358079,0.6640311117265739,0.6168815997242927,0.0003840022545773,0.0004410451801959,5.704292561858893e-05,50,-1
35,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,36,0.6838235294117647,0.8122270742358079,0.6623863963519826,0.6142392421364784,0.0003776876255869,0.0004408755048643,6.3187864725478e-05,50,-1
36,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.0001,37,0.6838235294117647,0.8122270742358079,0.6608073477651558,0.6116437425613404,0.0003856664698105,0.0004450322594493,5.936579327681102e-05,50,-1
