,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,1,0.5619266055045872,0.6776146708278481,0.44574072576659757,0.01416950486600399,0.016396526247262955,0.002227021846920252,1760
1,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,2,0.7924311926605505,0.4902340069823309,0.24472245501767081,0.015609250403940678,0.02758704125881195,0.011977790854871273,1760
2,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,3,0.9059633027522935,0.32467728033405513,0.15008485566478075,0.021041937172412872,0.029265297576785088,0.00822335947304964,1760
3,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,4,0.9243119266055045,0.26553696273920047,0.11209073617411461,0.024123018607497215,0.028793901205062866,0.004670882131904364,1760
4,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,5,0.9220183486238532,0.289696119544139,0.06084618405925788,0.014042340219020844,0.01601915992796421,0.0019768194761127234,1760
5,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,6,0.8772935779816514,0.506594977999499,0.06576070323410518,0.01527259312570095,0.01763293519616127,0.002360342536121607,1760
6,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,7,0.9334862385321101,0.24897125993060684,0.10762529318279121,0.024917343631386757,0.028747523203492165,0.0038301788736134768,1760
7,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,8,0.926605504587156,0.27563222907718543,0.08763662290320182,0.022417278960347176,0.025603163987398148,0.003185885027050972,1760
8,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,9,0.926605504587156,0.27044854176106836,0.07186432182959504,0.018988890573382378,0.021423567086458206,0.0024346772115677595,1760
9,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,10,0.9277522935779816,0.29794188301664254,0.07039268435254185,0.018650995567440987,0.020978761836886406,0.0023277660366147757,1760
10,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,11,0.9243119266055045,0.33353747504041314,0.05398938177349918,0.016912948340177536,0.018922148272395134,0.0020092001650482416,1760
11,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,12,0.930045871559633,0.2691069205949476,0.06359415268846946,0.017898283898830414,0.020283594727516174,0.0023853108286857605,1760
12,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,13,0.9288990825688074,0.31191379068111746,0.03593689906656933,0.012616408988833427,0.014132908545434475,0.001516499207355082,1760
13,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,14,0.9243119266055045,0.3083497828722786,0.049527553307515605,0.016169967129826546,0.018064050003886223,0.0018940833397209644,1760
14,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,15,0.9220183486238532,0.30753419515484554,0.04114301839656863,0.01491603534668684,0.016606269404292107,0.0016902340576052666,1760
15,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,16,0.926605504587156,0.32166504890363184,0.04413808730906814,0.01475824136286974,0.01642032526433468,0.0016620836686342955,1760
16,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,17,0.926605504587156,0.2933623782581214,0.055509684752763536,0.0175541490316391,0.01969938538968563,0.0021452363580465317,1760
17,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,18,0.9311926605504587,0.2819010657685544,0.047013747114860144,0.0164497010409832,0.018337128683924675,0.0018874281086027622,1760
18,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,19,0.9334862385321101,0.2808358461223329,0.052921595299849286,0.017451783642172813,0.019529512152075768,0.002077727811411023,1760
19,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,20,0.9323394495412844,0.3051614819736425,0.040441301640490895,0.013562163338065147,0.015136802569031715,0.0015746391145512462,1760
20,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,21,0.9334862385321101,0.3012163296054596,0.03880146028493155,0.014285316690802574,0.01581588201224804,0.0015305649721994996,1760
21,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,22,0.9334862385321101,0.3076118854950011,0.03767574616033182,0.014971152879297733,0.016666650772094727,0.001695498009212315,1760
22,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,23,0.9334862385321101,0.29523076643470947,0.03676783382381308,0.014058426953852177,0.015612894669175148,0.001554467948153615,1760
23,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,24,0.9380733944954128,0.287099492920396,0.0283948459156818,0.011227764189243317,0.012573622167110443,0.0013458580942824483,1760
24,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,25,0.9334862385321101,0.31523486850687105,0.02636666919260857,0.011647946201264858,0.013110059313476086,0.0014621129957959056,1760
25,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,26,0.930045871559633,0.3164333163145417,0.04015244598815281,0.015333575196564198,0.017070403322577477,0.0017368284752592444,1760
26,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,27,0.9369266055045872,0.29662801267914557,0.048106949754176384,0.017686421051621437,0.019703010097146034,0.00201658857986331,1760
27,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,28,0.9254587155963303,0.3640238376304405,0.029195264846156616,0.01253032498061657,0.013898216187953949,0.0013678913237527013,1760
28,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,29,0.9323394495412844,0.31575840758907375,0.031133203353284362,0.012296037748456001,0.01371903158724308,0.0014229936059564352,1760
29,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,30,0.9323394495412844,0.33143619839539923,0.03972317022098154,0.01552702859044075,0.017395274713635445,0.0018682461231946945,1760
30,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,31,0.9208715596330275,0.37853291162520375,0.022774607490074143,0.010152756236493587,0.01126814167946577,0.0011153857922181487,1760
31,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,32,0.9311926605504587,0.31918222800916096,0.029863064279806246,0.01231308002024889,0.013666542246937752,0.00135346211027354,1760
32,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,33,0.9346330275229358,0.3248272900893609,0.02645653053657456,0.011824246495962143,0.013172241859138012,0.0013479955960065126,1760
33,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,34,0.9334862385321101,0.32655099017327704,0.021859929611127878,0.010652981698513031,0.011771331541240215,0.001118350075557828,1760
34,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,35,0.9357798165137615,0.3052494190780151,0.03573795213943495,0.014570347033441067,0.016186941415071487,0.0016165943816304207,1760
35,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,36,0.9369266055045872,0.29907696595289446,0.030995850927816225,0.013186164200305939,0.014692212454974651,0.0015060483710840344,1760
36,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,37,0.9369266055045872,0.3110347451335631,0.031072660782395945,0.01306278444826603,0.014624997973442078,0.0015622139908373356,1760
37,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,38,0.9380733944954128,0.3005429920468078,0.02786313782818318,0.011605004779994488,0.013013950549066067,0.0014089458854869008,1760
38,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,39,0.9346330275229358,0.31632286450855535,0.03248449941738396,0.014934949576854706,0.016708677634596825,0.0017737285234034061,1760
39,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,40,0.9334862385321101,0.31235071216654375,0.02540836970756407,0.011727028526365757,0.012968666851520538,0.0012416379759088159,1760
40,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,41,0.9357798165137615,0.29249924006994704,0.028417091421575936,0.013020003214478493,0.014594219624996185,0.0015742168761789799,1760
41,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,42,0.9369266055045872,0.3009024070674092,0.028066685093602828,0.012907168827950954,0.014360624365508556,0.0014534556539729238,1760
42,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,Adagrad,0.0001,SGD,0.0001,43,0.9357798165137615,0.3092547644975322,0.019383786616625993,0.009878274984657764,0.010924901813268661,0.0010466265957802534,1760
