,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,1,0.0,0.754470291369744,0.3861793221022678,1.107558250427246,1.677963137626648,0.5704048275947571,22,-1
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,2,0.0,0.9596101223341836,0.2212923659609673,0.3510647416114807,0.4293158054351806,0.0782510638236999,22,-1
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,3,0.0,1.1103980240931035,0.4907561815428463,0.3246029317378998,0.7392392754554749,0.4146363437175751,22,-1
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,4,0.0,0.7532268599358224,0.2682548030808737,0.1035589873790741,0.6013631224632263,0.4978041350841522,22,-1
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,5,0.0,0.6435721886294489,0.6975166388871995,0.2357834279537201,0.5867307186126709,0.3509472906589508,22,-1
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,6,0.0,0.6309318911028272,0.1990144078894941,0.202967032790184,0.2396484911441803,0.0366814546287059,22,-1
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,7,0.0,0.8265589547862533,0.2620470210655846,0.1505553871393203,0.2195558398962021,0.0690004527568817,22,-1
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,8,0.0,0.6182885392931582,0.4994039231752554,0.4928041994571686,0.7401954531669617,0.2473912537097931,22,-1
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,9,0.0,0.6339697987978695,0.2757165886377068,0.3450439572334289,0.3753275573253631,0.0302836019545793,22,-1
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,10,0.0,0.7515021144547536,0.2933776747710494,0.1994784772396087,0.3016762733459472,0.1021978035569191,22,-1
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,11,0.0,1.754392987728574,0.1586331894261424,0.0552042797207832,0.1153428107500076,0.0601385310292243,22,-1
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,12,0.0,1.5785702523270635,0.3342372343399223,0.2378724664449691,0.3871384859085083,0.1492660194635391,22,-1
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.1,13,0.0,0.7047636204093467,0.3274292435772209,0.3895718455314636,0.6516537070274353,0.2620818614959717,22,-1
