,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,1,0.0,0.6612423494571947,0.7299529335715553,8.890711615094915e-05,0.0001751831005094573,8.627598435850814e-05,22
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,2,0.0,0.6120857803421166,0.5907608945261348,9.969319216907024e-05,0.00015840321430005133,5.8710025768959895e-05,22
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,3,0.0,0.6326883048501634,0.8559735604307868,0.0002300736086908728,0.00046808659681119025,0.00023801298812031746,22
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,4,0.0,0.6223852325031776,0.49106138484044504,3.1858289730735123e-06,9.430175850866362e-05,9.111592953559011e-05,22
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,5,0.0,0.6244526783018621,0.7548984923145989,4.538764915196225e-05,8.3580867794808e-05,3.819321864284575e-05,22
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,6,0.0,0.6212370131761973,0.534755506569689,9.703221439849585e-05,0.00012023469025734812,2.320247767784167e-05,22
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,7,0.0,0.6171446704227506,0.5113917632536455,5.896306174690835e-05,8.69899449753575e-05,2.802688322844915e-05,22
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,8,0.0,0.6169795830741184,0.7476348448883403,0.00012565709766931832,0.00016689281619619578,4.123571852687746e-05,22
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,9,0.0,0.6166648225474903,0.6297624872489409,0.00014918993110768497,0.00015207439719233662,2.884463583541219e-06,22
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,10,0.0,0.6168185124415477,0.4378306157209656,6.913141987752169e-06,5.904913996346295e-05,5.213599797571078e-05,22
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,11,0.0,0.6306173480649031,0.3677482006224719,1.5299665392376482e-06,7.33441993361339e-05,7.181423279689625e-05,22
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,12,0.0,0.6927810569528405,0.4700997317379171,0.00010413614654680714,0.00010935021418845281,5.214067186898319e-06,22
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,13,0.0,0.6903135956243704,0.6457560343498534,0.0003395501698832959,0.00039383277180604637,5.428260192275047e-05,22
13,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,14,0.0,0.6489044588258248,0.7225174038247628,0.00039684862713329494,0.0005108997575007379,0.00011405113036744297,22
14,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,15,0.0,0.6206172131400072,0.9740968893874775,0.00015254339086823165,0.00043713810737244785,0.0002845947165042162,22
15,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,16,0.0,0.6181283629577579,0.6801740420135586,0.00018324071425013244,0.00021215787273831666,2.8917153031216003e-05,22
16,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,17,0.0,0.6315960984193641,0.6634488140994852,0.0001860525517258793,0.00020277911971788853,1.6726569810998626e-05,22
17,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,18,0.0,0.6315151935315314,0.5222193251956593,5.052562482887879e-05,0.00016520659846719354,0.00011468097363831475,22
18,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,19,0.0,0.6289207384786533,0.5894737124443055,0.0001215164375025779,0.00014359841588884592,2.2081982024246827e-05,22
19,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,20,0.0,0.6243192601294918,0.51098684722727,8.39684798847884e-06,9.668718121247366e-05,8.829033322399482e-05,22
20,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,21,0.0,0.620460448374275,0.46129792630672456,2.1551240934059024e-06,9.059120930032805e-05,8.843608520692214e-05,22
21,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,22,0.0,0.6190980345238256,0.6723884016275407,0.00013918934564571828,0.00014994930825196207,1.0759960787254386e-05,22
22,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,Adam,0.0001,SGD,0.0001,23,0.0,0.6183067862769119,0.5189752730456265,7.310267392313108e-05,8.60361906234175e-05,1.2933515790791716e-05,22
