,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.8280256285386927,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,2,0.3161764705882353,0.0,2.592180752286724,0.6343092966410848,0.0017828438431024551,0.002316643251106143,0.0005337994080036879
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.7113321309580523,0.8660729960434967,0.001164414919912815,0.005183021072298288,0.004018606152385473
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,4,0.3161764705882353,0.0,2.3243810031928267,0.5468001761370236,0.0016755018150433898,0.00194699561689049,0.0002714938309509307
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,5,0.3161764705882353,0.0,0.8779741058162615,1.4897059638467098,0.0007577146170660853,0.0023207340855151415,0.0015630194684490561
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,6,0.6838235294117647,0.8122270742358079,0.7258827020140255,0.9360599888695612,0.00016921089263632894,0.0011244183406233788,0.0009552074479870498
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,7,0.6838235294117647,0.8122270742358079,0.8535501648690186,0.9785472634765837,0.0003779626567848027,0.0009151964331977069,0.0005372337764129043
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.8996983572256332,0.5109099508987534,0.0003759187238756567,0.00041534268530085683,3.9423950511263683e-05
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,9,0.6838235294117647,0.8122270742358079,0.7593105391544455,1.0406480464670393,0.0006179407355375588,0.0010368336224928498,0.00041889288695529103
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,10,0.6838235294117647,0.8122270742358079,0.6309641693152633,0.9015844070249134,0.0003372315550222993,0.0006262683309614658,0.00028903677593916655
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,11,0.6838235294117647,0.8122270742358079,0.6852400863871855,0.7139724589884281,0.0003160200722049922,0.0004025966627523303,8.657658327138051e-05
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,12,0.3161764705882353,0.0,0.7916111420182621,0.6614809975028038,0.000354783667717129,0.00043255972559563816,7.777605787850916e-05
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,13,0.3161764705882353,0.0,0.7666545767410129,0.7521460577845573,0.0004893786972388625,0.0006836020620539784,0.00019422336481511593
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,14,0.6838235294117647,0.8122270742358079,0.6588044715862648,0.7397737428545952,0.00021277295309118927,0.0005414982442744076,0.00032872529118321836
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,15,0.6838235294117647,0.8122270742358079,0.6311817601615307,0.6032974615693092,0.0002257314044982195,0.0003453772806096822,0.00011964588338742033
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,16,0.6838235294117647,0.8122270742358079,0.7144422209730336,0.5617986984550953,0.00045736285392194986,0.00046155747259035707,4.194625944364816e-06
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,17,0.6838235294117647,0.8122270742358079,0.6949411496227863,0.8201743341982365,0.00041626443271525204,0.0006520630558952689,0.00023579862318001688
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,18,0.6838235294117647,0.8122270742358079,0.6418591942272934,0.9100785125046968,0.00038177374517545104,0.0006647261907346547,0.0002829524455592036
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,19,0.6838235294117647,0.8122270742358079,0.6253714532244439,0.6244590658694505,0.0003304947167634964,0.0003628402773756534,3.2345549698220566e-05
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,20,0.6838235294117647,0.8122270742358079,0.6265360970123142,0.7290219489485026,0.0003758659295272082,0.00047838297905400395,0.00010251704952679574
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,21,0.6838235294117647,0.8122270742358079,0.6474718229443419,0.7746171101927757,0.0002796212211251259,0.0004682290891651064,0.00018860786803998053
21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,22,0.6838235294117647,0.8122270742358079,0.6822933846828985,0.6707468457520008,0.00027899842825718224,0.0002817786007653922,2.78017819255183e-06
22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,23,0.3161764705882353,0.0,0.7347978949546814,0.6883241549134255,0.0002103634615195915,0.00022101633658166975,1.0652877790562343e-05
23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,24,0.3161764705882353,0.0,0.746579952099744,0.7034464240074157,0.0003350773185957223,0.0004306200426071882,9.554272401146591e-05
24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,25,0.3161764705882353,0.0,0.7123501347560509,0.6951509550213814,0.0004793479456566274,0.0005412781611084938,6.193020817590877e-05
25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,26,0.6838235294117647,0.8122270742358079,0.6246935643401801,0.7083832219243049,0.0001392070553265512,0.0005893958732485771,0.0004501888179220259
26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,27,0.6838235294117647,0.8122270742358079,0.6570266286532084,0.5260842442512512,0.0004018882173113525,0.0004516488697845489,4.976065247319639e-05
27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,28,0.6838235294117647,0.8122270742358079,1.0775615030205716,0.5024645254015923,0.0004045047680847347,0.000906175933778286,0.0005016711656935513
28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,29,0.6838235294117647,0.8122270742358079,0.6594697850591996,1.2952098831534387,0.0011478860396891832,0.0037523487117141485,0.0026044626720249653
29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,30,0.6838235294117647,0.8122270742358079,0.6278668864100587,0.43527323715388777,0.00010710540664149448,0.00012128659000154585,1.4181183360051364e-05
30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,31,0.6838235294117647,0.8122270742358079,0.6245823742127886,0.5716376431286335,0.0006024989415891469,0.0006074599805288017,4.961064405506477e-06
31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,32,0.6838235294117647,0.8122270742358079,0.6331875102192748,0.6059281006455421,0.00039359484799206257,0.0003943182819057256,7.234461918415036e-07
32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,33,0.6838235294117647,0.8122270742358079,0.6538345299515069,0.6545595057308674,0.0005045852158218622,0.0005220242310315371,1.7438993381801993e-05
33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,34,0.6838235294117647,0.8122270742358079,0.6845194545446658,0.6392951637506485,0.0005689850659109652,0.0005708975368179381,1.912444759000209e-06
34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,35,0.6838235294117647,0.8122270742358079,0.6871059875862271,0.6225093834102153,0.0005479653482325375,0.0007582405814900994,0.00021027524780947715
35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.001,SGD,0.001,36,0.6838235294117647,0.8122270742358079,0.6668262329756045,0.6443860270082951,0.0003649008576758206,0.0005174578982405365,0.0001525570551166311
