,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.705612155822439,0.6131550418382341,0.0010036120656877756,0.0010158477816730738,1.2235770554980263e-05,88
1,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.5091743119266054,0.716684352640712,0.41660439836850865,0.014142757281661034,0.01857539638876915,0.0044326395727694035,704
2,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.5091743119266054,0.7863274052602436,0.46274093744997363,0.008325859904289246,0.01157891470938921,0.0032530545722693205,2464
3,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.6651376146788991,0.6257034102711109,0.45342800872961303,0.004244185984134674,0.0065491641871631145,0.0023049782030284405,704
4,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.8486238532110092,0.4339679936203388,0.2300495153782865,0.007449738215655088,0.010836748406291008,0.0033870101906359196,616
5,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.7878440366972477,0.9055212463867431,0.1381388199002091,0.015397301875054836,0.028996432200074196,0.01359913032501936,1760
6,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.856651376146789,0.6972311475739276,0.23148280810329566,0.011300021782517433,0.015326263383030891,0.0040262420661747456,792
7,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.9185779816513762,0.2560647363804383,0.16851424883041724,0.018981963396072388,0.024238571524620056,0.0052566081285476685,1232
8,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.911697247706422,0.2580050149283141,0.10578879504303096,0.019112393260002136,0.022460004314780235,0.0033476119861006737,1496
9,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.9208715596330275,0.2422524248399353,0.11076907083106154,0.01598283089697361,0.01897403597831726,0.002991205081343651,1408
10,roberta-base,glue,sst2,2,100,10,1.0,8,1,28,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,11,0.8486238532110092,0.5765219690265356,0.11477117840851456,0.014111703261733055,0.0169824305921793,0.002870726864784956,1232
