,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,1,0.3161764705882353,0.0,0.744086831223731,0.42232639025338,0.0982481688261032,0.1113538146018982,0.0131056420505046,50,-1
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,2,0.3161764705882353,0.0,0.7402029738706701,0.4258009354132228,0.1105796471238136,0.1291677802801132,0.0185881312936544,50,-1
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,3,0.3161764705882353,0.0,0.7348078384118921,0.4186316683040932,0.1690777987241745,0.1933038234710693,0.0242260247468948,50,-1
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,4,0.3161764705882353,0.0,0.7282191024107092,0.4183758233054542,0.1686335206031799,0.1918072998523712,0.0231737717986106,50,-1
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,5,0.3161764705882353,0.0,0.7202610350122639,0.4259220796925946,0.0640083998441696,0.078888326883316,0.0148799251765012,50,-1
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,6,0.3161764705882353,0.0,0.7113853038526049,0.4159827389735728,0.094056099653244,0.1118930503726005,0.0178369507193565,50,-1
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,7,0.3161764705882353,0.0,0.7022216355099398,0.4171949422650504,0.1696113348007202,0.1877481192350387,0.0181367881596088,50,-1
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,8,0.5735294117647058,0.6859205776173285,0.6925248527059368,0.4104290250884369,0.0824998617172241,0.0973846837878227,0.0148848202079534,50,-1
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,9,0.6838235294117647,0.8122270742358079,0.6830307747803482,0.4153552360124886,0.0659513473510742,0.0780325457453727,0.0120811974629759,50,-1
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.01,SGD,0.01,10,0.6838235294117647,0.8122270742358079,0.6737093387865553,0.4127921630651691,0.5897242426872253,0.6374446749687195,0.0477204546332359,50,-1
