,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,1,0.3159449821701477,1.1028320025698188,0.31783970707892595,1.1025383684866015,0.7651733658015729,0.02008342742919922,0.023541007190942764,0.00345758069306612,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,2,0.3273560876209883,1.1005214431369412,0.3295362082994304,1.1002937373928756,0.8614668772220613,0.01267496682703495,0.01778298430144787,0.005108017474412918,50
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,3,0.3273560876209883,1.1006361993231615,0.3295362082994304,1.1005370282273257,0.812757935166359,0.018163282424211502,0.01937755011022091,0.0012142678024247289,50
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,4,0.35771777890983186,1.1016247971036517,0.35414971521562244,1.1017187213975304,0.7564280212223531,0.021000336855649948,0.023680895566940308,0.002680559176951647,50
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,5,0.35455934793683136,1.1045968654491887,0.3522172497965826,1.10478398807656,0.6824276595711708,0.023584958165884018,0.026257241144776344,0.002672283910214901,50
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,6,0.3544574630667346,1.103088737359937,0.3522172497965826,1.1032909060804896,0.7686270280182362,0.017612699419260025,0.023833351209759712,0.006220650859177113,50
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,7,0.36698930208863983,1.1010004295599392,0.3705248169243287,1.101078412608464,0.7251903677880764,0.019506484270095825,0.022814391180872917,0.0033079059794545174,50
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,8,0.3273560876209883,1.099509237739451,0.3295362082994304,1.099421440730549,0.8689935919344423,0.012804479338228703,0.013945991173386574,0.0011415118351578712,50
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,9,0.35598573611818646,1.0982811525767668,0.3531326281529699,1.0982818088461657,0.8072996333539486,0.010470953769981861,0.01580376736819744,0.00533281359821558,50
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,10,0.31818644931227713,1.1028881585976897,0.318246541903987,1.1029546022221166,0.6293969162702562,0.020462051033973694,0.02408004365861416,0.003617992391809821,50
10,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,11,0.31818644931227713,1.1072214269113425,0.318246541903987,1.1070976402334705,0.7087642758041619,0.012740379199385643,0.022083811461925507,0.009343432262539864,50
11,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,12,0.31818644931227713,1.1109249599114024,0.318246541903987,1.1107823232793537,0.6741231978684663,0.01741560734808445,0.01974221132695675,0.002326603513211012,50
12,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,13,0.31818644931227713,1.1140066708309824,0.318246541903987,1.1139343316425048,0.7152224485054612,0.015592945739626884,0.016451682895421982,0.000858737388625741,50
13,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,14,0.31818644931227713,1.109763536107375,0.318246541903987,1.1099424538232137,0.6809984288364649,0.015679029747843742,0.01956104300916195,0.003882013261318207,50
14,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,15,0.35201222618441164,1.1026979992811332,0.350793327908869,1.1030452929443222,0.7186140265613794,0.013682067394256592,0.01659514755010605,0.0029130796901881695,50
15,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,16,0.3544574630667346,1.1034522144990717,0.3522172497965826,1.1041601416150955,0.6851565250307321,0.012097852304577827,0.013953681103885174,0.00185582903213799,50
16,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,0.1,0.9,SGD,0.001,17,0.3544574630667346,1.1144138275362556,0.3522172497965826,1.1156223084598755,0.6296394268274307,0.014579958282411098,0.016111427918076515,0.001531469402834773,50
