,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,1,0.4908256880733945,0.750262629548344,0.6131550418382341,0.0010036120656877756,0.0010158477816730738,1.2235770554980263e-05,88
1,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,2,0.5401376146788991,0.6772073370601059,0.45660446257944304,0.007730700541287661,0.011553658172488213,0.003822957631200552,352
2,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,3,0.8440366972477065,0.4205268922202084,0.43695663244625305,0.006921128369867802,0.012479012832045555,0.0055578844621777534,1232
3,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,4,0.8853211009174312,0.36340328522983495,0.26678554751190614,0.0032893246971070766,0.0077476100996136665,0.00445828540250659,528
4,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,5,0.8967889908256881,0.4128244118978603,0.1391093874110304,0.004243719391524792,0.005144316703081131,0.0009005971951410174,528
5,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,6,0.8256880733944955,0.5777451305932134,0.16753986410754307,0.004959775134921074,0.006749829743057489,0.0017900548409670591,352
6,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,7,0.8818807339449541,0.2962711373976338,0.1824658035247756,0.009159671142697334,0.011682919226586819,0.0025232485495507717,792
7,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,8,0.9277522935779816,0.2067061458808293,0.1575380487547719,0.007464786991477013,0.00968314241617918,0.002218355657532811,792
8,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,9,0.9288990825688074,0.23819163695956075,0.11860161068875134,0.006512756925076246,0.007765862625092268,0.0012531058164313436,792
9,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,10,0.9162844036697247,0.2983071791112782,0.11448619946946895,0.005586367100477219,0.006473721005022526,0.0008873536717146635,704
10,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,11,0.8967889908256881,0.41580057638556345,0.10416946522339683,0.005294849164783955,0.00603810790926218,0.0007432589773088694,616
11,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,12,0.9185779816513762,0.29827596204368173,0.11482354081857586,0.005721576977521181,0.007021270226687193,0.0012996933655813336,616
12,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,13,0.9288990825688074,0.24050183658949484,0.058768745009440515,0.006201466545462608,0.007052246481180191,0.0008507798193022609,968
13,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,14,0.9311926605504587,0.23118976955814713,0.08402222470481382,0.004533018451184034,0.005369506776332855,0.00083648826694116,616
14,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,15,0.9380733944954128,0.22933834576562748,0.07467660848805778,0.0050820899195969105,0.0059189083985984325,0.0008368185954168439,704
15,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,16,0.9243119266055045,0.24938035813969808,0.07427416363150932,0.004932063166052103,0.005773390177637339,0.0008413269533775747,704
16,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,17,0.9197247706422018,0.2868942348895287,0.08205948817325076,0.004432056099176407,0.005020287819206715,0.0005882318946532905,616
17,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,18,0.9162844036697247,0.3003501216448425,0.07547378187554883,0.004988206084817648,0.005615194793790579,0.0006269888253882527,704
18,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,19,0.9311926605504587,0.24921010382133835,0.0854692625763164,0.004936258774250746,0.005739424843341112,0.0008031662437133491,704
19,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,20,0.9380733944954128,0.226623374331687,0.06494749598953262,0.004476823378354311,0.005003881640732288,0.0005270582623779774,792
20,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,21,0.9357798165137615,0.23260968613412675,0.05667443340127483,0.003851135028526187,0.004368790425360203,0.0005176553968340158,704
21,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,22,0.9334862385321101,0.2594803986321161,0.056198922406722626,0.003566397586837411,0.0041467961855232716,0.0005803985986858606,616
22,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,23,0.9323394495412844,0.2874845913309634,0.04520848964453888,0.003918074071407318,0.004435980226844549,0.0005179062718525529,704
23,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,24,0.9346330275229358,0.3020269414341908,0.03746112378159357,0.0037845387123525143,0.004283906426280737,0.0004993677721358836,704
24,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,25,0.9380733944954128,0.2960594887706374,0.04061221429450267,0.0035332858096808195,0.004126613028347492,0.0005933271604590118,528
25,roberta-base,glue,sst2,2,100,10,1.0,8,1,14,200,True,0.0,,Adam,0.0001,SGD,0.0001,26,0.9415137614678899,0.2902054154952783,0.05140373042778538,0.004301770124584436,0.004977114498615265,0.0006753441994078457,616
