,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,1,0.0,0.7482137707353548,0.7649818994782188,9.822949778026668e-07,1.945634721778333e-06,9.633397439756664e-07,22,-1
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,2,0.0,0.7409556244165842,0.7753402368588881,9.533413276585634e-07,2.447819952067221e-06,1.4944786244086572e-06,22,-1
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,3,0.0,0.7352398065210298,0.6725806312127547,1.202782868858776e-06,1.241153199771361e-06,3.8370377097862736e-08,22,-1
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,4,0.0,0.7251988585668666,0.7785055447708477,3.465220288489945e-08,2.5215817913704086e-06,2.486929588485509e-06,22,-1
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,5,0.0,0.7167144608861618,0.688103994998065,5.1476638418535e-07,5.198374992687604e-07,5.071140840584576e-09,22,-1
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,6,0.0,0.7063268891727651,0.7234837662089955,1.0979491662510554e-06,2.235430883956724e-06,1.1374817177056684e-06,22,-1
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,7,-0.0546053968575509,0.6945846535777318,0.7091679995710198,6.499109304058948e-07,1.8337453866479336e-06,1.1838344562420389e-06,22,-1
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,8,0.0,0.6848537712606765,0.6890522593801671,1.3265091638459126e-06,1.330545387645543e-06,4.036184275690857e-09,22,-1
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,9,0.0,0.6758040130593395,0.682971014217897,1.5550887155768578e-06,1.6996615386233316e-06,1.445728088356191e-07,22,-1
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,10,0.0,0.6656596387615641,0.6453816668553786,6.284471965045668e-08,1.5491363001274294e-06,1.4862915804769727e-06,22,-1
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,11,0.0,0.6549566069632086,0.6146976828575134,1.8008336155617144e-08,1.6928596551224473e-06,1.67485131896683e-06,22,-1
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,12,0.0,0.6452466754512932,0.6200692935423417,7.271266895259032e-07,1.3244377896626247e-06,5.973111001367215e-07,22,-1
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,13,0.0,0.6374319678044501,0.6478994678367268,1.5491203839701484e-06,1.6075630355771864e-06,5.844267292332007e-08,22,-1
13,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,14,0.0,0.63160279074698,0.6786497238007458,1.947636746990611e-06,1.959621613423224e-06,1.1984901071571132e-08,22,-1
14,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,15,0.0,0.6279808205502634,0.7782880959185687,9.23289121601556e-07,1.5663514432162629e-06,6.430623216147069e-07,22,-1
15,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,16,0.0,0.6253425574484672,0.6875180883841081,1.3275026731207618e-06,1.374923385810689e-06,4.7420670057363174e-08,22,-1
16,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,17,0.0,0.623488308591697,0.7003465053710072,1.395540493831504e-06,1.4814103224125574e-06,8.58697788430618e-08,22,-1
17,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,18,0.0,0.621560248027321,0.5121526246721094,3.503455445752479e-07,8.411433896071685e-07,4.907978450319206e-07,22,-1
18,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,19,0.0,0.6200006576894804,0.5959779742089185,9.181645168609976e-07,9.637803941586751e-07,4.5615852428682047e-08,22,-1
19,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,20,0.0,0.6185880041759433,0.4824601094831119,7.827196668586113e-08,5.659040311911667e-07,4.876320645053056e-07,22,-1
20,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,21,0.0,0.6174784546135036,0.4431352870030836,2.859371761587681e-08,6.876604743411008e-07,6.59066756725224e-07,22,-1
21,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,22,0.0,0.617009261409745,0.7226889645511454,1.6523007388968836e-06,1.8695272956392728e-06,2.17226570953244e-07,22,-1
22,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,23,0.0,0.616881147140765,0.53651049841534,9.746858040671214e-07,1.0671654990801471e-06,9.247970922388049e-08,22,-1
