,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,1,0.908256880733945,0.2605812287111895,0.30104289803456846,0.33035263419151306,0.4942912757396698,0.16393864154815674,1760
1,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,2,0.9185779816513762,0.27221054943927797,0.10157630004832423,0.46954458951950073,0.5684717893600464,0.09892719984054565,1760
2,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,3,0.9311926605504587,0.25468025978765696,0.10725875557835189,0.6438427567481995,0.7614254951477051,0.1175827607512474,1760
3,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,4,0.9231651376146789,0.2924832229944664,0.07499824668471278,0.6051892042160034,0.6965372562408447,0.0913480818271637,1760
4,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,5,0.9231651376146789,0.3326990911451386,0.038476829302775184,0.3373219966888428,0.379220187664032,0.04189818352460861,1760
5,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,6,0.8669724770642202,0.6574406458883025,0.040857834398581296,0.3659190237522125,0.4124012887477875,0.04648226872086525,1760
6,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,7,0.9254587155963303,0.2979597244590602,0.0742723919849579,0.6627205610275269,0.7543770670890808,0.09165652841329575,1760
7,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,8,0.9288990825688074,0.3030702464037934,0.06128034900090494,0.6050263047218323,0.6833109259605408,0.0782846063375473,1760
8,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,9,0.9254587155963303,0.32995108965746395,0.04873844921653968,0.504228949546814,0.565879225730896,0.061650291085243225,1760
9,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,10,0.9094036697247706,0.4024586778761842,0.0450737923921559,0.4396231770515442,0.49260184168815613,0.052978672087192535,1760
10,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,11,0.9059633027522935,0.4283516778655504,0.04108989690047855,0.4334203898906708,0.48592090606689453,0.052500512450933456,1760
11,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,12,0.9323394495412844,0.30817710237530566,0.04136464032024295,0.4333935081958771,0.48820433020591736,0.05481082573533058,1760
12,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,13,0.908256880733945,0.4139715534677743,0.022690693620879755,0.2678143382072449,0.29976946115493774,0.031955111771821976,1760
13,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,14,0.9243119266055045,0.37482337367037627,0.03388954528135029,0.3694913983345032,0.41305842995643616,0.043567027896642685,1760
14,roberta-base,glue,sst2,2,100,10,1.0,8,20,-1,200,False,0.0,,SGD,1.0,SGD,0.001,15,0.9438073394495413,0.3044947466846804,0.03194260067881384,0.37301793694496155,0.41767311096191406,0.04465516656637192,1760
