,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,1,0.6838235294117647,0.8122270742358079,1.2669568368617226,0.4911874385327101,0.008531628176569939,0.013513848185539246,0.004982220008969307,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,2,0.3161764705882353,0.0,1.8455941840714098,0.447451695356518,0.005478495731949806,0.009022730402648449,0.003544234437867999,50
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,3,0.3161764705882353,0.0,1.6151570818003487,0.4264939166263211,0.0027755144983530045,0.00845164805650711,0.005676133558154106,50
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,4,0.6838235294117647,0.8122270742358079,0.6484297423386106,0.5156544975927101,0.004005430266261101,0.009869121015071869,0.005863690748810768,50
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,5,0.3161764705882353,0.0,1.6479706086364447,0.4395293657779694,0.006984984502196312,0.007705365307629108,0.0007203808054327965,50
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,6,0.6838235294117647,0.8122270742358079,0.8259861762909328,0.5123471653684972,0.006266966462135315,0.021245654672384262,0.014978688210248947,50
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,7,0.6838235294117647,0.8122270742358079,0.9288107948560341,0.43975598892569534,0.006255147513002157,0.009375442750751972,0.003120295237749815,50
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.6551681359608968,0.46859290053695446,0.007866917178034782,0.014276397414505482,0.006409480236470699,50
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,9,0.6838235294117647,0.8122270742358079,0.6525066798808528,0.4361822271347046,0.007336047478020191,0.008027139119803905,0.0006910914671607316,50
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,10,0.6838235294117647,0.8122270742358079,0.6836895615446801,0.42107010612636786,0.007078728638589382,0.008180315606296062,0.0011015869677066803,50
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,11,0.6838235294117647,0.8122270742358079,0.6266227843714696,0.41625162400305266,0.005455978214740753,0.006640068721026182,0.0011840906227007508,50
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,12,0.6838235294117647,0.8122270742358079,0.6663822292112836,0.3948338844999671,0.00487932562828064,0.0050524501129984856,0.00017312461568508297,50
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,13,0.6838235294117647,0.8122270742358079,0.7042275760688034,0.40656918988004315,0.004559345077723265,0.004888370633125305,0.00032902549719437957,50
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,14,0.6838235294117647,0.8122270742358079,0.6712429511780832,0.38743787596002216,0.005302720237523317,0.006075089331716299,0.0007723692106083035,50
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,15,0.6838235294117647,0.8122270742358079,0.6277581751346588,0.4090910587459802,0.004865669645369053,0.005342018324881792,0.00047634850488975644,50
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,16,0.6838235294117647,0.8122270742358079,0.6392933445818284,0.39471877628564833,0.004641140345484018,0.004707555286586285,6.641475192736834e-05,50
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,17,0.6838235294117647,0.8122270742358079,0.6787860451960096,0.3935490692555904,0.0046146889217197895,0.004950950853526592,0.00033626172807998955,50
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,18,0.6838235294117647,0.8122270742358079,0.6861837202427434,0.40226538683474067,0.004386106040328741,0.004983548074960709,0.0005974418600089848,50
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,19,0.6838235294117647,0.8122270742358079,0.6570406941806569,0.3973977705873549,0.004193440545350313,0.004739633295685053,0.0005461927503347397,50
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,20,0.6838235294117647,0.8122270742358079,0.6270385057318444,0.3983944965042173,0.004447325132787228,0.004857278428971767,0.00040995306335389614,50
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,21,0.6838235294117647,0.8122270742358079,0.6324442204307107,0.3973628404438496,0.0037143854424357414,0.0038723498582839966,0.00015796445950400084,50
21,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,22,0.6838235294117647,0.8122270742358079,0.6606158655063779,0.3908347036018969,0.004002942703664303,0.00408604322001338,8.31006036605686e-05,50
22,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,23,0.6838235294117647,0.8122270742358079,0.6739936210945541,0.3928143448531627,0.0037006214261054993,0.004005984403192997,0.00030536300619132817,50
23,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,24,0.6838235294117647,0.8122270742358079,0.6616440646204294,0.39821005561202766,0.0036972782108932734,0.004098014440387487,0.00040073628770187497,50
24,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,25,0.6838235294117647,0.8122270742358079,0.6337722049039953,0.4052283307127653,0.0037025073543190956,0.004210041370242834,0.0005075340159237385,50
25,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,26,0.6838235294117647,0.8122270742358079,0.6244882093925103,0.39156251132115727,0.00357266329228878,0.003691252786666155,0.00011858959624078125,50
26,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,27,0.6838235294117647,0.8122270742358079,0.6399885123851252,0.3939616367854177,0.003897573798894882,0.00391800794750452,2.0434154066606425e-05,50
27,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,28,0.6838235294117647,0.8122270742358079,0.6539177742658877,0.3963657852075994,0.0030151614919304848,0.0032429571729153395,0.00022779576829634607,50
28,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,29,0.6838235294117647,0.8122270742358079,0.6475852096782011,0.3906236736439168,0.0034191093873232603,0.003799130441620946,0.0003800209960900247,50
29,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,30,0.6838235294117647,0.8122270742358079,0.6329165428292518,0.3889608560092747,0.0036356474738568068,0.0038255376275628805,0.00018989008094649762,50
30,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,31,0.6838235294117647,0.8122270742358079,0.6239687794563817,0.3905475863330066,0.003321737516671419,0.003486413974314928,0.00016467651585116982,50
31,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,32,0.6838235294117647,0.8122270742358079,0.6302568117777506,0.39570075321942566,0.0036818592343479395,0.003695199266076088,1.3340053556021303e-05,50
32,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,33,0.6838235294117647,0.8122270742358079,0.6429693354111091,0.3888856600001455,0.003770304610952735,0.003809591056779027,3.928655496565625e-05,50
33,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,34,0.6838235294117647,0.8122270742358079,0.6476801248157725,0.38700346270576114,0.003686474869027734,0.0038524034898728132,0.00016592859174124897,50
34,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,35,0.6838235294117647,0.8122270742358079,0.6423587401707967,0.40310428668931114,0.003421283094212413,0.0035533264745026827,0.0001320433075306937,50
35,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,36,0.6838235294117647,0.8122270742358079,0.6324445167008568,0.38992727601155636,0.0032911505550146103,0.003383909584954381,9.275900083594024e-05,50
36,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,37,0.6838235294117647,0.8122270742358079,0.624836292921328,0.39315671481192105,0.0035622254945337772,0.0036298304330557585,6.760492397006601e-05,50
37,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,38,0.6838235294117647,0.8122270742358079,0.6240980502437142,0.38696998348832135,0.0034069702960550785,0.0034471936523914337,4.022330540465191e-05,50
38,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,AdamW,0.001,SGD,0.001,39,0.6838235294117647,0.8122270742358079,0.6251981235017964,0.3830763283781708,0.003763265209272504,0.0037911904510110617,2.7925354515900835e-05,50
