,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.6270383859381956,0.4972625351846219,0.008673194795846939,0.013362052850425243,0.004688858520239592,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,2,0.6838235294117647,0.8122270742358079,0.8711256199315482,0.35132193101361475,0.1219840869307518,0.16024631261825562,0.038262225687503815,1150
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,3,0.7303921568627451,0.8318042813455657,0.7734767464263475,0.29601587407449265,0.0726129561662674,0.10895396769046783,0.03634101152420044,500
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,4,0.821078431372549,0.8689407540394973,0.7104250855250832,0.21935277787514504,0.10610361397266388,0.13074588775634766,0.024642275646328926,400
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,5,0.6985294117647058,0.7248322147651006,1.1180402610231848,0.2210989675355694,0.18578097224235535,0.2205318957567215,0.03475092723965645,550
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,6,0.8137254901960784,0.8527131782945736,0.6818907553439632,0.12487537708505143,0.24444237351417542,0.2850521504878998,0.04060978442430496,600
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,7,0.8357843137254902,0.8862478777589134,0.84143845916076,0.06930352313946572,0.3002662658691406,0.3434429466724396,0.043176669627428055,800
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,8,0.8137254901960784,0.8758169934640523,1.0223471238454758,0.08325350950535608,0.26521480083465576,0.29826509952545166,0.0330503024160862,550
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,9,0.8308823529411765,0.8848080133555927,1.001851427036872,0.028692240096768944,0.337859570980072,0.3792855441570282,0.04142595827579498,1200
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,10,0.8480392156862745,0.89419795221843,0.884082426406987,0.02168412038265081,0.20115652680397034,0.22530770301818848,0.024151183664798737,950
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,28,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,11,0.8676470588235294,0.9025270758122743,0.6557494837168134,0.0629634341346074,0.15265271067619324,0.1713304966688156,0.018677789717912674,350
