,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,1,0.6838235294117647,0.8122270742358079,3.1399798249385285,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,2,0.6838235294117647,0.8122270742358079,3.1854560888931895,1.3551719521979977,0.014128254726529121,0.023100176826119423,0.008971922099590302
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,3,0.6838235294117647,0.8122270742358079,1.9740349415680576,4.3287472528622155,0.003831293433904648,0.021586578339338303,0.017755284905433655
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,4,0.3161764705882353,0.0,6.813220337325451,1.4433539241086693,0.004690626636147499,0.008304057642817497,0.003613431239500642
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,5,0.3161764705882353,0.0,8.312830354653153,3.910838212761559,0.003736838698387146,0.013240648433566093,0.009503809735178947
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,6,0.3161764705882353,0.0,5.178742175008736,7.981879361470542,0.001984845846891403,0.02965419925749302,0.027669353410601616
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,7,0.3161764705882353,0.0,1.0122241997251324,2.7223655902107966,0.0032510245218873024,0.01201600767672062,0.008764983154833317
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,8,0.6838235294117647,0.8122270742358079,1.9644077266657762,0.5666019121805826,0.0011184809263795614,0.004229438491165638,0.0031109575647860765
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,9,0.6838235294117647,0.8122270742358079,3.2967808363226534,1.5251739650343854,0.004475307185202837,0.009107097052037716,0.004631789866834879
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,10,0.6838235294117647,0.8122270742358079,3.786600409768314,3.346859681588871,0.0034951665438711643,0.009274226613342762,0.005779060069471598
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,11,0.6838235294117647,0.8122270742358079,3.5294515245041644,4.165429512318303,0.004704478196799755,0.011541747488081455,0.0068372692912817
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,12,0.6838235294117647,0.8122270742358079,2.7994193089769253,2.9058497603334446,0.004692455753684044,0.008676592260599136,0.0039841365069150925
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,13,0.6838235294117647,0.8122270742358079,1.6603956643455462,2.0687321761299247,0.006540833041071892,0.010652593336999416,0.004111760295927525
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,14,0.6838235294117647,0.8122270742358079,0.6279597054509556,0.9061540712718852,0.002190656727179885,0.00395106989890337,0.001760413171723485
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,15,0.3161764705882353,0.0,1.8327758545969046,0.3825776278972626,0.001098476815968752,0.001267889398150146,0.00016941253852564842
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,16,0.3161764705882353,0.0,2.6045905819126203,0.9238849120214582,0.0018354100175201893,0.008068586699664593,0.0062331766821444035
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,17,0.3161764705882353,0.0,2.005323388997246,1.3156789034605025,0.0015533799305558205,0.008698663674294949,0.007145283743739128
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,18,0.3161764705882353,0.0,0.8682707629951776,0.8955082490108908,0.0016551283188164234,0.005092540755867958,0.0034374124370515347
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,19,0.6838235294117647,0.8122270742358079,0.778923312530798,0.5472307655960321,0.0013561826199293137,0.0024702136870473623,0.0011140310671180487
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,20,0.6838235294117647,0.8122270742358079,1.1981609296053648,0.6361896874383092,0.0018978070002049208,0.0032959880772978067,0.001398181077092886
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,21,0.6838235294117647,0.8122270742358079,1.0923139250599871,1.256519462307915,0.0016803923062980175,0.007762032561004162,0.006081640254706144
21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,22,0.6838235294117647,0.8122270742358079,0.7133864874348921,0.8948938393965363,0.0020544494036585093,0.005071817897260189,0.00301736849360168
22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,23,0.3161764705882353,0.0,0.8838525811831156,0.7438783377408982,0.001201291335746646,0.003123333677649498,0.001922042341902852
23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,24,0.3161764705882353,0.0,1.644637228227129,0.5352478966116905,0.001507285749539733,0.0023432867601513863,0.0008360009524039924
24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,25,0.3161764705882353,0.0,1.727423436501447,0.6987843273207546,0.002154960762709379,0.005073719657957554,0.0029187588952481747
25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,26,0.3161764705882353,0.0,0.7904199653980779,0.9667074833065271,0.0006059147417545319,0.009122772142291069,0.008516857400536537
26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,27,0.6838235294117647,0.8122270742358079,0.8147391044333869,0.5342750579118729,0.0008160518482327461,0.002278850181028247,0.0014627983327955008
27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,28,0.6838235294117647,0.8122270742358079,1.4791943707923387,0.26923234974965454,0.001056421548128128,0.0010630995966494083,6.6780976339941844e-06
28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,29,0.6838235294117647,0.8122270742358079,1.5291355095949828,1.489057322847657,0.002471656072884798,0.009712806902825832,0.007241150829941034
29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,30,0.6838235294117647,0.8122270742358079,1.374665133162018,0.6677415484911762,0.0006831145146861672,0.0014785972889512777,0.0007954827742651105
30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,31,0.6838235294117647,0.8122270742358079,0.9413271162878064,0.8029248479986564,0.0030375223141163588,0.005111007951200008,0.0020734856370836496
31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,32,0.6838235294117647,0.8122270742358079,0.6286613637325811,0.6517523836344481,0.001613924978300929,0.0029210408683866262,0.0013071158900856972
32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,33,0.3161764705882353,0.0,1.2621483206748962,0.5430061370134354,0.0013520215870812535,0.0013760682195425034,2.4046621547313407e-05
33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,34,0.3161764705882353,0.0,1.803748467389275,0.6349403087049723,0.0014822962693870068,0.0031544575467705727,0.001672161277383566
34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,35,0.3161764705882353,0.0,1.2680222357020658,0.9355290343984961,0.0017469837330281734,0.007496227044612169,0.005749243311583996
35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,36,0.6838235294117647,0.8122270742358079,0.632749047349481,0.7583506446331739,0.0009638858027756214,0.0035871663130819798,0.0026232805103063583
36,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,37,0.6838235294117647,0.8122270742358079,0.92830009320203,0.466937367990613,0.0010318250861018896,0.001261273049749434,0.00022944799275137484
37,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.01,0.01,SGD,0.001,38,0.6838235294117647,0.8122270742358079,1.1856697818958293,0.6734044798649848,0.0024284592363983393,0.004496746696531773,0.0020682874601334333
