,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,1,0.0,0.6216409736462222,0.5371871413155036,0.0039571421220898,0.0076443045400083,0.003687162650749,22,-1
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,2,0.0,0.8707117109012058,0.3689655185423114,0.0040959869511425,0.0061102244071662,0.0020142374560236,22,-1
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,3,0.0,0.70756922184511,0.8030653267421505,0.0056308135390281,0.0201537404209375,0.0145229268819093,22,-1
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,4,0.0,0.6951013886519061,0.2438192499293522,0.0005548509652726,0.0012777727097272,0.0007229217444546,22,-1
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,5,0.0,0.710802975501723,0.7249526409940286,0.002302405424416,0.0091780824586749,0.0068756770342588,22,-1
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,6,0.0,0.8020141270324475,0.3691856537352908,0.0041575022041797,0.0090958187356591,0.0049383165314793,22,-1
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,7,0.0,0.6729672433993289,0.4058701596476814,0.0028094029985368,0.0100691178813576,0.0072597148828208,22,-1
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,8,0.0,0.7144792438235902,0.506035808406093,0.0050091864541172,0.0072410288266837,0.0022318426053971,22,-1
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,9,0.0,0.6419934151509336,0.4060711221938783,0.0068789715878665,0.0080668712034821,0.0011878997320309,22,-1
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,10,0.0,0.7534598505678978,0.2978727330877022,0.0010315037798136,0.0023772830609232,0.0013457792811095,22,-1
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,11,0.0,1.1220097482375062,0.1762182400307872,0.0026107733137905,0.0044436585158109,0.0018328852020204,22,-1
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,12,0.0,0.9594768438175434,0.2947420577772638,0.003607279388234,0.0043573309667408,0.0007500515785068,22,-1
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,1.0,SGD,0.001,13,0.0,0.6252592695123367,0.3216704352716492,0.0065504326485097,0.0087407818064093,0.0021903491578996,22,-1
