,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,1,0.0,0.7136434348484942,0.3522961998210204,0.029450848698616,0.0470315776765346,0.0175807289779186,22,-1
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,2,0.0,0.6528894705626801,0.2378792817090553,0.023295409977436,0.0483552627265453,0.0250598527491092,22,-1
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,3,0.0,0.6270687250235608,0.4348548210056668,0.0539429113268852,0.0659782811999321,0.0120353689417243,22,-1
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,4,0.0,0.6198650930674021,0.2408966108267619,0.0813801512122154,0.1190534606575965,0.0376733094453811,22,-1
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,5,0.0,0.642307749231353,0.6303672214800662,0.0267997775226831,0.0428173653781414,0.0160175878554582,22,-1
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,6,0.0,0.700775753905755,0.2054456353441557,0.0251671485602855,0.0309769213199615,0.0058097736909985,22,-1
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,7,0.0,0.8155668013309705,0.2556847493672235,0.0298048947006464,0.0365772955119609,0.0067724008113145,22,-1
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,8,0.0,0.8491176732510101,0.4521098530004647,0.1165072172880172,0.1543368399143219,0.0378296263515949,22,-1
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,9,0.0,0.8233097213825197,0.2887538869928738,0.0654164105653762,0.0898071900010109,0.0243907775729894,22,-1
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,10,0.0,0.8218862661196076,0.2679421132726764,0.0412631630897522,0.0513184070587158,0.0100552421063184,22,-1
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,11,0.0,0.8764802211511681,0.163940621772781,0.0462178438901901,0.061149813234806,0.0149319684132933,22,-1
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,12,0.0,0.901948454782708,0.2941513675349679,0.0921969786286354,0.1084129735827446,0.016215993091464,22,-1
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,13,0.0,0.7639450013410044,0.2613104944053868,0.1261705905199051,0.1600642651319503,0.0338936783373355,22,-1
13,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,14,0.0,0.6955402077154349,0.2291781617307358,0.0640567541122436,0.0786088481545448,0.0145520912483334,22,-1
14,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,15,0.0,0.6263845979257394,0.5378067880445584,0.6651510000228882,0.8501935005187988,0.1850424706935882,22,-1
15,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,16,0.0,0.6227076954514016,0.4019856145414947,0.0658009126782417,0.078279785811901,0.0124788712710142,22,-1
16,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,17,0.0360918666481719,0.6530242175546311,0.4440819678997451,0.1480544954538345,0.1845785230398178,0.0365240238606929,22,-1
17,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,18,0.0360918666481719,0.6626780747457315,0.2732442630581896,0.0528119355440139,0.0838940516114234,0.0310821160674095,22,-1
18,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.01,19,0.0340014380078909,0.6486224086230038,0.4028224457563324,0.0931960046291351,0.1255078315734863,0.0323118306696414,22,-1
