,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,1,0.3161764705882353,0.0,0.740431382375605,0.7426656436920165,4.694390554504935e-06,7.837091288820375e-06,3.1427009616891155e-06,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,2,0.3161764705882353,0.0,0.730651361100814,0.7374293760061263,4.781184543389827e-06,7.780880878272e-06,2.9996963348821737e-06,50
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,3,0.3161764705882353,0.0,0.7178167163156995,0.7268976230621338,4.825505129701924e-06,7.455030754499603e-06,2.6295256247976795e-06,50
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,4,0.3161764705882353,0.0,0.7032414791630763,0.712231653213501,4.643513875635108e-06,6.9181601247692015e-06,2.2746462491340935e-06,50
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,5,0.6813725490196079,0.8104956268221575,0.6882914947528466,0.6973810352087021,4.623057975550182e-06,6.342205779219512e-06,1.7191475762956543e-06,50
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,6,0.6838235294117647,0.8122270742358079,0.6738847166884179,0.679347744822502,4.528103090706281e-06,5.978095487080282e-06,1.4499921690003248e-06,50
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,7,0.6838235294117647,0.8122270742358079,0.660912388680028,0.6670996220111847,4.595352947944775e-06,5.546107331610983e-06,9.507544973530457e-07,50
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,8,0.6838235294117647,0.8122270742358079,0.6498293900022319,0.6516015996932983,4.753396751766559e-06,5.431909812614322e-06,6.785132882214384e-07,50
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,9,0.6838235294117647,0.8122270742358079,0.6409545751178966,0.6434325273036957,4.946460649080109e-06,5.292551577440463e-06,3.460907009866787e-07,50
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,10,0.6838235294117647,0.8122270742358079,0.6342218208546732,0.6328796346187592,4.630030616681324e-06,4.856481609749608e-06,2.26450964646574e-07,50
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,11,0.6838235294117647,0.8122270742358079,0.6294850070102542,0.6270512852668763,4.587529019772774e-06,4.697936674347147e-06,1.1040774694492939e-07,50
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,12,0.6838235294117647,0.8122270742358079,0.6264954822904923,0.6262942349314691,4.609866664395668e-06,4.6435079639195465e-06,3.364147715956278e-08,50
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,13,0.6838235294117647,0.8122270742358079,0.6249246451200223,0.6255445599555969,4.848274329560809e-06,4.856355644733412e-06,8.081321389852292e-09,50
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,14,0.6838235294117647,0.8122270742358079,0.6244107110827577,0.6303045310676099,5.066005996923195e-06,5.107645847601816e-06,4.1640010550736406e-08,50
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,15,0.6838235294117647,0.8122270742358079,0.6245899627021715,0.6348248732089996,5.243683972366853e-06,5.34230002813274e-06,9.861592786819529e-08,50
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,16,0.6838235294117647,0.8122270742358079,0.6251583496729533,0.6299542554020883,5.187980605114717e-06,5.29107774127624e-06,1.0309708642353144e-07,50
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,17,0.6838235294117647,0.8122270742358079,0.6258827740070867,0.6290236596763135,4.931512194161769e-06,5.043988949182676e-06,1.124767621263345e-07,50
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,18,0.6838235294117647,0.8122270742358079,0.6265868375114366,0.6295286563634873,4.8981778490997385e-06,5.051940661360277e-06,1.537626843628459e-07,50
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,19,0.6838235294117647,0.8122270742358079,0.6271422300852981,0.629283342897892,5.5045593398972414e-06,5.722676178265829e-06,2.1811669626004004e-07,50
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,20,0.6838235294117647,0.8122270742358079,0.627473862732158,0.6340448089241982,4.935204742650967e-06,5.162982233741786e-06,2.2777767583193054e-07,50
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,21,0.6838235294117647,0.8122270742358079,0.6275840290621215,0.631790856719017,4.885967427981086e-06,5.139287168276496e-06,2.533197687171196e-07,50
21,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,22,0.6838235294117647,0.8122270742358079,0.6274586232269511,0.6360507444143295,5.354154836823e-06,5.593891728494782e-06,2.3973677798494464e-07,50
22,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,23,0.6838235294117647,0.8122270742358079,0.6271863346006356,0.6271733933091164,4.916511443298077e-06,5.084667918708874e-06,1.6815631909139483e-07,50
23,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,24,0.6838235294117647,0.8122270742358079,0.6267470898581486,0.6294879645705225,5.5790301303204615e-06,5.81167023483431e-06,2.326401045138482e-07,50
24,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,25,0.6838235294117647,0.8122270742358079,0.6261928192540711,0.639891070485115,5.007127128919819e-06,5.246041382633848e-06,2.389142821357382e-07,50
25,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,26,0.6838235294117647,0.8122270742358079,0.6256238701296788,0.637367270886898,5.192337994230911e-06,5.418594810180366e-06,2.2625684437116433e-07,50
26,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,27,0.6838235294117647,0.8122270742358079,0.6250687253241446,0.6368790439367296,5.118378794577438e-06,5.309003881848184e-06,1.9062514411416487e-07,50
27,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,28,0.6838235294117647,0.8122270742358079,0.6246125774056304,0.6330215658247471,4.762149728776421e-06,4.896257451036945e-06,1.3410766541710473e-07,50
28,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,29,0.6838235294117647,0.8122270742358079,0.6242636471402412,0.6343031636476517,5.157272426004056e-06,5.287772637529997e-06,1.3050029679106956e-07,50
29,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,30,0.6838235294117647,0.8122270742358079,0.6240771518034094,0.6263043192625046,7.008488410065183e-06,7.361405096162343e-06,3.5291685662741656e-07,50
30,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,31,0.6838235294117647,0.8122270742358079,0.6240482774435305,0.6304788576364517,4.533906576398294e-06,4.592028744809795e-06,5.812207959365878e-08,50
31,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,32,0.6838235294117647,0.8122270742358079,0.6241874846757627,0.627946684062481,4.874898422713159e-06,4.931460807711119e-06,5.6562484473943186e-08,50
32,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,33,0.6838235294117647,0.8122270742358079,0.6244586302953608,0.629255224764347,4.778524271387141e-06,4.811804956261767e-06,3.328047526451883e-08,50
33,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,34,0.6838235294117647,0.8122270742358079,0.624841617602928,0.6264872366189956,4.372597686597146e-06,4.386375621834304e-06,1.3777889051880265e-08,50
34,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,35,0.6838235294117647,0.8122270742358079,0.6253302529746411,0.633024731874466,4.758946033689426e-06,4.784267730428837e-06,2.5321636343278442e-08,50
35,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,36,0.6838235294117647,0.8122270742358079,0.6258709027486689,0.6241093534231188,4.438244104676414e-06,4.449365405889694e-06,1.1121431775507062e-08,50
36,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,37,0.6838235294117647,0.8122270742358079,0.6264106111199248,0.6252903738617898,4.611131771525834e-06,4.621144398697652e-06,1.0012715101481717e-08,50
37,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,38,0.6838235294117647,0.8122270742358079,0.626913836773704,0.6269541974067687,4.449828338692896e-06,4.463105597096728e-06,1.3277150934243309e-08,50
38,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,39,0.6838235294117647,0.8122270742358079,0.6274429974602718,0.629140206336975,4.916618763672886e-06,5.006438186683226e-06,8.981954380260504e-08,50
39,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,40,0.6838235294117647,0.8122270742358079,0.6278670354216707,0.6280030388236045,4.393979907035828e-06,4.412844191392651e-06,1.8864328765744176e-08,50
40,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,41,0.6838235294117647,0.8122270742358079,0.6282041493584128,0.6258577857017518,4.480696588871069e-06,4.510623966780258e-06,2.992732817119759e-08,50
41,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,42,0.6838235294117647,0.8122270742358079,0.6284121158076268,0.6221967771053314,4.281942437955877e-06,4.326536327425856e-06,4.459380775756472e-08,50
42,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,43,0.6838235294117647,0.8122270742358079,0.6285004563191358,0.6247511274218559,4.317231287132017e-06,4.357777015684405e-06,4.054577473766585e-08,50
43,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,44,0.6838235294117647,0.8122270742358079,0.6284926679788851,0.6261269674301149,4.336101483204402e-06,4.368383542896481e-06,3.2282166273489565e-08,50
44,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,45,0.6838235294117647,0.8122270742358079,0.6283890172546985,0.626790936410427,4.226968485454563e-06,4.260801688360516e-06,3.3833160273388785e-08,50
45,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,46,0.6838235294117647,0.8122270742358079,0.628194250312506,0.6260671578049659,4.368538156995783e-06,4.407665528560756e-06,3.912723656185335e-08,50
46,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,False,0.0,,SGD,0.9,1.0,SGD,1e-05,47,0.6838235294117647,0.8122270742358079,0.6279708579474804,0.6280247534513473,4.14138457927038e-06,4.1758189581742045e-06,3.4434528117799346e-08,50
