,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,1,0.3161764705882353,0.0,0.7274108529090881,0.4972625351846219,0.0086731947958469,0.0133620528504252,0.0046888585202395,50,10
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,2,0.3161764705882353,0.0,0.6990713594006557,0.3941460921532475,0.03906961530447,0.053245760500431,0.0141761461272835,500,10
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.665060882474862,0.4134591610621041,0.0242191366851329,0.0321123488247394,0.0078932112082839,150,10
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,4,0.6838235294117647,0.8122270742358079,0.6355536317124086,0.4103682195444901,0.0431067198514938,0.0488775186240673,0.0057707969099283,150,10
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,5,0.6838235294117647,0.8122270742358079,0.6209397479599598,0.3732205493745394,0.0443725250661373,0.0575006417930126,0.0131281157955527,500,10
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,6,0.6838235294117647,0.8122270742358079,0.639322976563491,0.3927196585418036,0.0227766446769237,0.0262247752398252,0.0034481305629014,150,10
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,7,0.6838235294117647,0.8122270742358079,0.7092148088941387,0.3710215242141857,0.0417787358164787,0.0518162064254283,0.010037469677627,400,10
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.7654621795404191,0.3735972085618414,0.0258810203522443,0.0307596027851104,0.0048785819672048,200,10
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,9,0.6838235294117647,0.8122270742358079,0.7567255239860684,0.3565912921716062,0.0345841273665428,0.0463966839015483,0.0118125565350055,350,10
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,10,0.6838235294117647,0.8122270742358079,0.7232464642501345,0.3524340095143766,0.0278617497533559,0.0366063639521598,0.0087446141988039,250,10
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,11,0.6838235294117647,0.8122270742358079,0.6899271212956485,0.3268825189324895,0.0354071930050849,0.052463985979557,0.0170567948371171,350,10
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,12,0.6911764705882353,0.8152492668621701,0.6499384432738903,0.3182078990742564,0.0276191122829914,0.0405298173427581,0.0129107041284441,250,10
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,13,0.7107843137254902,0.8228228228228228,0.6011052042538044,0.3065278622202575,0.0281206499785184,0.039334911853075,0.0112142618745565,250,10
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,14,0.75,0.840625,0.5481021680376109,0.2879454595334828,0.0331286154687404,0.0440236069262027,0.0108949914574623,250,10
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,15,0.7794117647058824,0.856687898089172,0.5126674862615034,0.2757110003408044,0.0416035465896129,0.0540075562894344,0.012404010631144,250,10
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,16,0.8112745098039216,0.8739770867430442,0.4811589181715366,0.256183260763809,0.0478341616690158,0.0612523816525936,0.0134182209149003,250,10
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,100,True,1.0,,SGD,0.9,0.1,SGD,0.001,17,0.8382352941176471,0.8873720136518771,0.4475373902595511,0.2648849446276203,0.0505804866552352,0.0620892159640789,0.0115087274461984,250,10
