,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,1,0.4908256880733945,0.7112812120980079,0.4763949740667489,0.012285305187106133,0.013488157652318478,0.0012028521159663796,88
1,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,2,0.8165137614678899,0.4292983913093532,0.2349252247542007,0.30842944979667664,0.4134569764137268,0.10502753406763077,1496
2,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,3,0.9208715596330275,0.22890202880520885,0.22622580477279466,0.362861305475235,0.4642144739627838,0.10135317593812943,968
3,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,4,0.9151376146788991,0.28333018114363107,0.12743539528876138,0.6413013935089111,0.76963871717453,0.12833735346794128,1672
4,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,5,0.9094036697247706,0.3529050821372214,0.03259235055032599,0.5807791352272034,0.664931058883667,0.08415193110704422,3344
5,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,6,0.8520642201834863,0.6214316566853887,0.06452800616121508,0.30266863107681274,0.3433469235897064,0.04067828506231308,1144
6,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,7,0.926605504587156,0.26366747087487147,0.11095432040087458,0.4470706284046173,0.5088805556297302,0.061809927225112915,1056
7,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,8,0.9254587155963303,0.30343444993689556,0.0682267685197471,0.7119615077972412,0.8106412887573242,0.0986798107624054,2024
8,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,9,0.9323394495412844,0.3134121212872266,0.0455429762320595,0.5892927646636963,0.6644120812416077,0.07511934638023376,2112
9,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,10,0.9185779816513762,0.37278787713842854,0.041284085587290756,0.48045825958251953,0.5416465401649475,0.061188288033008575,2112
10,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,11,0.9128440366972477,0.37725478544625146,0.05035570977057713,0.39279457926750183,0.44050484895706177,0.04771026223897934,1408
11,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,12,0.9311926605504587,0.2878462909272265,0.04594096456988887,0.47545957565307617,0.5355557799339294,0.060096196830272675,1848
12,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,13,0.9174311926605505,0.4295753886749105,0.015738208756657285,0.34825947880744934,0.39129623770713806,0.04303675889968872,3344
13,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,14,0.9208715596330275,0.3448135618405062,0.07724843411765095,0.17965684831142426,0.20128779113292694,0.021630948409438133,528
14,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,15,0.9288990825688074,0.3307743547578399,0.02066485659381439,0.49829137325286865,0.5612711906433105,0.06297983229160309,3344
15,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,16,0.9243119266055045,0.3234520316972513,0.05830533144614739,0.24740636348724365,0.2773151993751526,0.029908832162618637,792
16,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,17,0.9346330275229358,0.31723564249501296,0.026024784312320737,0.5244870185852051,0.5888980031013489,0.06441100686788559,2904
17,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,18,0.9357798165137615,0.30294364254083006,0.03866858544357504,0.30457228422164917,0.3402652144432068,0.03569293022155762,1408
18,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,19,0.9346330275229358,0.2801517536076012,0.05721396630035145,0.37660595774650574,0.420720636844635,0.04411468654870987,1144
19,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,20,0.9288990825688074,0.327156701421049,0.017678302547284787,0.4425560534000397,0.4955929219722748,0.053036879748106,3344
20,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,1.0,SGD,0.001,21,0.9403669724770642,0.26597965042050203,0.042875687211210996,0.2337941974401474,0.26082557439804077,0.027031371369957924,968
