,Unnamed: 0,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.6552465522990507,0.6917187200652227,0.0006713581387884,0.0010678347898647,0.0003964766510762,5
1,1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,2,0.6838235294117647,0.8122270742358079,0.6230027792500514,0.5960614237520429,0.0008599457214586,0.0008924116264097,3.246589767513797e-05,5
2,2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.6776158123039732,0.5680746972560883,0.000773801933974,0.0007979142246767,2.411229979770724e-05,5
3,3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,4,0.6985294117647058,0.8183161004431314,0.674964073826285,0.5110296174883843,0.0015325173735618,0.0017883782275021,0.0002558608539402,5
4,4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,5,0.6911764705882353,0.8067484662576687,0.6782967705352634,0.6549779011143577,0.0004245708987582,0.000431359745562,6.7888327066611964e-06,5
5,5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,6,0.6838235294117647,0.8122270742358079,0.6083013666611091,0.6089771065447065,0.0002032598131336,0.0007153549813665,0.0005120951682329,5
6,6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,7,0.7058823529411765,0.8208955223880597,0.6414159735043844,0.6676390197541978,0.0005610168445855,0.000712368346285,0.0001513515162514,5
7,7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,8,0.6911764705882353,0.8147058823529412,0.5852434395575056,0.540481338236067,0.0004870824050158,0.0008411214221268,0.000354039017111,5
8,8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,9,0.7132352941176471,0.8245877061469266,0.5697687724057365,0.5314263290829129,0.0012460155412554,0.0013363546459004,9.033907554112376e-05,5
9,9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,10,0.7132352941176471,0.8235294117647058,0.6355910803757462,0.5705342561006546,0.0008285832591354,0.0010699756676331,0.0002413924084976,5
10,10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,11,0.6740196078431373,0.7898894154818326,0.6171312957417732,0.5851361304521561,0.0007184181595221,0.0007697160472162,5.129790588398464e-05,5
11,11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,12,0.6985294117647058,0.8177777777777778,0.6479316155115763,0.5232347112149001,0.0012287270510569,0.0014400749932974,0.0002113479713443,5
12,12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,13,0.7034313725490197,0.8185907046476761,0.5343867090402865,0.3818655857816339,0.0018774727359414,0.0020826102700084,0.000205137534067,5
13,13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,14,0.6911764705882353,0.8147058823529412,0.983652126299692,0.3769056411460042,0.000880109204445,0.0010347564239054,0.0001546472340123,5
14,14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,15,0.7352941176470589,0.8307210031347962,0.5164454366062202,0.316803770000115,0.0011627594940364,0.001297146314755,0.0001343867770629,5
15,15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,16,0.6911764705882353,0.8152492668621701,0.9533419564147206,0.303631070163101,0.0013197507942095,0.0015192301943898,0.0001994793710764,5
16,16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,17,0.7230392156862745,0.8,0.570879680853264,0.5677415545098483,0.0014691131655126,0.0021236350294202,0.0006545218056999,5
17,17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,18,0.7573529411764706,0.819672131147541,0.5198019655311809,0.495397100970149,0.0009810557821765,0.0010973627213388,0.0001163069609901,5
18,18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,19,0.6936274509803921,0.8159057437407953,0.7489773990476832,0.365785688534379,0.0012044447939842,0.0016438738675788,0.0004394290444906,5
19,19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,20,0.7156862745098039,0.7751937984496124,0.5628617961032718,0.4866042656823993,0.0015728268772363,0.0025502881035208,0.0009774612262845,5
20,20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,21,0.8063725490196079,0.8663282571912013,0.45591701567173,0.4200022533535957,0.0014384561218321,0.0017988347681239,0.0003603785880841,5
21,21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,22,0.7941176470588235,0.8595317725752508,0.4558465682408389,0.4047530692070722,0.0014475842472165,0.0015521420864388,0.0001045578828779,5
22,22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,23,0.6911764705882353,0.7212389380530974,0.6590309604710224,0.4042153587564826,0.0011413416359573,0.0013620282988995,0.0002206866338383,5
23,23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,24,0.7352941176470589,0.8368580060422961,0.6410917347552729,0.3570971180684864,0.0019850768148899,0.002819322515279,0.0008342458168044,5
24,24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,25,0.7818627450980392,0.8354898336414048,0.4554176692869149,0.3813884842675179,0.0018624176736921,0.0024093990214169,0.0005469813477247,5
25,25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,26,0.7058823529411765,0.8230088495575221,0.9265666400611984,0.2338375196792185,0.0005269106477499,0.0018502832390367,0.0013233725912868,5
26,26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,27,0.7769607843137255,0.8589147286821706,0.5514973586096483,0.3050819107331335,0.0016439342871308,0.0020298170857131,0.0003858827985823,5
27,27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,28,0.7328431372549019,0.8365817091454273,0.7064575476243216,0.1565247342921793,0.000886223395355,0.0010157916694879,0.0001295682595809,5
28,28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,29,0.7328431372549019,0.7685774946921444,0.5479898888106439,0.5111591729335487,0.0022381655871868,0.0044961711391806,0.0022580055519938,5
29,29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.001,30,0.7696078431372549,0.8540372670807453,0.4962952950713681,0.406174105964601,0.0010138320503756,0.0022292425855994,0.0012154105352237,5
