,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,1,0.0,0.7513512536769605,0.7299529335715553,8.890711615094915e-05,0.0001751831005094,8.627598435850814e-05,22,-1
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,2,0.0,0.7506442420355236,0.7358285096558659,8.562242146581411e-05,0.0002214502164861,0.0001358277950203,22,-1
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,3,0.0,0.7500637783349016,0.6483065542849628,0.0001090459481929,0.0001116494531743,2.6035017981485e-06,22,-1
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,4,0.0,0.7490029917418501,0.7613527910275893,3.137189196422696e-06,0.0002413172041997,0.0002381800150033,22,-1
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,5,0.0,0.7480400846204684,0.678785416212949,4.670689668273553e-05,4.701526995631866e-05,3.083718524976576e-07,22,-1
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,6,0.0,0.7467851675193729,0.7269812210039659,9.893464448396116e-05,0.000226324351388,0.000127389706904,22,-1
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,7,0.0,0.7452534382579891,0.7367791370912031,5.997101834509522e-05,0.0002000904933083,0.0001401194749632,22,-1
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,8,0.0,0.7438255739576034,0.6700446624647487,0.0001192874624393,0.0001226097083417,3.3222443107661093e-06,22,-1
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,9,0.0,0.7423445018193194,0.6929209917783737,0.0001419189648004,0.0001775208656908,3.560190452844836e-05,22,-1
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,10,0.0,0.7405304835952875,0.7471255513754758,6.346366717480123e-06,0.0002146073820767,0.0002082610153593,22,-1
10,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,11,0.0,0.7383851845755832,0.747331003709273,2.09188146982342e-06,0.000245522998739,0.0002434311172692,22,-1
11,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,12,0.0,0.7360990279503451,0.7230146267197348,6.886705523356795e-05,0.0001935451291501,0.0001246780739165,22,-1
12,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,13,0.0,0.7338392670827968,0.6900308457287875,0.0001413900899933,0.0001869176194304,4.552752943709493e-05,22,-1
13,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,14,0.0,0.7316927500353515,0.6724637372927232,0.0001699610729701,0.0001870202104328,1.7059141100617126e-05,22,-1
14,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,15,0.0,0.7298430450090015,0.6561249684203755,8.45181493787095e-05,8.870219608070329e-05,4.184043973509688e-06,22,-1
15,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,16,0.0,0.728071533541643,0.6820321885022251,0.000115414171887,0.0001297598937526,1.4345723684527911e-05,22,-1
16,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,17,0.0,0.7263815425734483,0.6806186746467244,0.0001228396577062,0.0001344411139143,1.1601453479670454e-05,22,-1
17,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,18,0.0,0.7244707018364477,0.7140738042918119,3.090847167186439e-05,0.0001930219150381,0.0001621134433662,22,-1
18,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,19,0.0,0.7225054475187346,0.6973442776636645,8.221530879382044e-05,0.0001515812327852,6.936592399142683e-05,22,-1
19,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,20,0.0,0.7203485010234454,0.710497941754081,6.683607352897525e-06,0.0001781090686563,0.0001714254613034,22,-1
20,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,21,0.0,0.7179928299124915,0.7071169528094204,2.391563612036407e-06,0.0002048715978162,0.0002024800342041,22,-1
21,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,22,0.0,0.7158075402711184,0.670132624019276,0.0001370095269521,0.0001458483748137,8.838841495162342e-06,22,-1
22,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,23,0.0,0.7135685950745153,0.6896483876488426,7.148739678086713e-05,0.0001677828549873,9.629545820644124e-05,22,-1
23,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,24,0.0,0.7114640970266503,0.6724079814824191,0.0001268736668862,0.0001414073631167,1.4533702596963847e-05,22,-1
24,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,25,0.0,0.7096144620698827,0.6569650346582586,0.0001548882428323,0.0001559882075525,1.0999660844390746e-06,22,-1
25,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,26,0.0,0.7078513584974158,0.6765475831248543,0.0001097657368518,0.0001254848757525,1.5719137081759982e-05,22,-1
26,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,27,0.0,0.706088351384374,0.6750711451877247,0.0001096706691896,0.0001543533726362,4.468269980861805e-05,22,-1
27,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,28,0.0,0.7042987778896593,0.6811997489495711,5.9857175074284896e-05,0.000118835363537,5.897818846278824e-05,22,-1
28,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,29,0.0,0.702448530961539,0.6718480456959118,8.36775143397972e-05,0.0001664032461121,8.272573177237064e-05,22,-1
29,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,30,0.0,0.7005244079436964,0.6761426746845245,2.9485265258699656e-05,0.0001291101070819,9.96248418232426e-05,22,-1
30,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,31,0.0,0.6985942826016258,0.6598767957904123,0.0001338763395324,0.0001967295393114,6.285319977905601e-05,22,-1
31,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,32,-0.0740314375057206,0.6965397414360338,0.6668994025750593,2.3413595044985414e-06,0.0001576679787831,0.0001553266192786,22,-1
32,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,33,-0.0547073228767432,0.6945910258147553,0.669236747785048,9.995412256103008e-05,0.0001209904949064,2.1036368707427755e-05,22,-1
33,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,34,-0.0210141700930176,0.6925358203531221,0.6582473792813042,6.698057404719293e-06,0.0001573112094774,0.0001506131520727,22,-1
34,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,35,0.0444405657928381,0.6908346510115471,0.681222126158801,4.99312773172278e-05,7.310291402973235e-05,2.317163671250455e-05,22,-1
35,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,36,-0.0040943485935337,0.6891073762005522,0.6468029683286494,0.0001082636590581,0.0001766650093486,6.840135029051453e-05,22,-1
36,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,37,0.0,0.6875712530303547,0.6673220997506922,0.0001170326140709,0.0001172521879198,2.195713193486881e-07,22,-1
37,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,38,0.0,0.6859710325721566,0.645958315784281,8.176335541065782e-05,0.0001665841409703,8.482078555971384e-05,22,-1
38,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,39,0.0,0.684297677214819,0.6466010272502899,3.258215292589739e-05,0.0001334342232439,0.000100852070318,22,-1
39,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,40,0.0,0.6828328639496374,0.6638373239473864,0.0001453905570087,0.0001465945679228,1.20401216463506e-06,22,-1
40,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,41,0.0,0.6814702180505708,0.6580925377932463,0.0001309854123974,0.000137321621878,6.336214937618934e-06,22,-1
41,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,42,0.0,0.6800604521773244,0.6379277738657866,9.872984810499474e-05,0.0001647876779315,6.605782982660457e-05,22,-1
42,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,43,0.0,0.6785148218387865,0.626032741503282,6.063797627575696e-06,0.0001566636346979,0.0001505998370703,22,-1
43,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,44,0.0,0.6772146757322414,0.6759834869341417,0.0001073737512342,0.0001179208993562,1.0547148121986538e-05,22,-1
44,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,45,0.0,0.6759903576537853,0.6561042222109709,0.0001096811029128,0.0001179631799459,8.28207703307271e-06,22,-1
45,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,46,0.0,0.6747038673808556,0.6245355243032629,9.022354061016812e-05,0.0001627182937227,7.249475311255082e-05,22,-1
46,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,47,0.0,0.673354271714014,0.6243960326368159,5.82589054829441e-05,0.0001387382362736,8.04793307906948e-05,22,-1
47,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,48,0.0,0.6721044856173392,0.6619234009222551,9.482548921369016e-05,9.966352808987722e-05,4.838035238208249e-06,22,-1
48,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,49,0.0,0.6708904086178495,0.6439289900389585,0.0001003795114229,0.0001211887210956,2.0809211491723545e-05,22,-1
49,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,50,0.0,0.6696922747233441,0.635182348164645,0.0001167079462902,0.0001451157295377,2.8407785066519864e-05,22,-1
50,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,51,0.0,0.6684813349301578,0.6350155640732159,8.191775850718841e-05,0.0001285271573578,4.660939885070548e-05,22,-1
51,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.01,SGD,0.0001,52,0.0,0.6673470412501852,0.6480790346860885,0.0001147003931691,0.0001217562748934,7.055884452711325e-06,22,-1
