,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.6972351768694887,0.4291677883579343,0.015624197199940681,0.020131703466176987,0.004507505800575018,3520
1,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.7775229357798165,0.476878006934026,0.27531994862836157,0.024929706007242203,0.044730234891176224,0.01980052888393402,3520
2,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.9036697247706422,0.4097232488026723,0.13297408707377062,0.04727746918797493,0.07889168709516525,0.03161421790719032,3520
3,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.9128440366972477,0.5656314619381351,0.10489102338975169,0.0558653324842453,0.06750009953975677,0.0116347661241889,3520
4,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.9162844036697247,0.44330339540795927,0.052854271844884435,0.03772975131869316,0.04456144571304321,0.006831694394350052,3520
5,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.7809633027522935,1.0112969024955143,0.051186681843624814,0.037572626024484634,0.04441867396235466,0.006846047937870026,3520
6,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.8727064220183486,0.5060832869163244,0.0888341267016443,0.055702969431877136,0.06770879030227661,0.012005820870399475,3520
7,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.9174311926605505,0.3636757753484502,0.07237342844529324,0.04804898053407669,0.05715618282556534,0.009107204154133797,3520
8,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.9128440366972477,0.504138853598498,0.05463495168657393,0.03876780718564987,0.04492567107081413,0.00615786574780941,3520
9,roberta-base,glue,sst2,2,100,10,1.0,8,40,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.9071100917431193,0.6262107182320431,0.05810732655501705,0.03893914073705673,0.045570217072963715,0.006631078198552132,3520
