,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.6272740346543929,0.4935700291842223,0.0088336132466793,0.0133352624252438,0.0045016487129032,50,-1
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,2,0.6838235294117647,0.8122270742358079,0.8098665789938441,0.4514457844346761,0.0091835763305425,0.0101961120963096,0.0010125356493517,50,-1
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.913057338227244,0.445867691129446,0.0414610616862773,0.0471620745956897,0.005701012443751,50,-1
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,4,0.6838235294117647,0.8122270742358079,0.6255248481152105,0.4270856643021107,0.0387332960963249,0.0455756783485412,0.006842381786555,50,-1
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,5,0.3161764705882353,0.0,0.8572879457006267,0.4113357580825686,0.0052671278826892,0.005609709303826,0.0003425815375521,50,-1
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,6,0.3161764705882353,0.0,0.8569532375709683,0.4173690942823887,0.0064855217933654,0.0095998141914606,0.0031142921652644,50,-1
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,7,0.6838235294117647,0.8122270742358079,0.6449473675559548,0.4039828271865844,0.0076504796743392,0.0107189929112792,0.0030685130041092,50,-1
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.874129926895394,0.388521778717637,0.0068107536062598,0.0075389179401099,0.0007281644502654,50,-1
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,9,0.6936274509803921,0.8169838945827232,0.7393555861769938,0.3899084517173469,0.0053740497678518,0.0071270242333412,0.00175297469832,50,-1
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,10,0.6225490196078431,0.7240143369175627,0.6395735980248919,0.3742295220158994,0.0050138747319579,0.0058412002399563,0.0008273255662061,50,-1
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,11,0.6887254901960784,0.7829059829059829,0.6170389623034234,0.3747760255225002,0.0042555942200124,0.0050430465489625,0.0007874522125348,50,-1
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,12,0.7083333333333334,0.8210526315789474,0.5896905944043515,0.378624478649348,0.0039593148976564,0.0047518969513475,0.0007925819954834,50,-1
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,13,0.7034313725490197,0.8202080237741456,0.6085228879077762,0.3658673468772322,0.0038271723315119,0.0042776367627084,0.0004504643147811,50,-1
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,14,0.6936274509803921,0.8164464023494861,0.6122146812724132,0.3618971591219306,0.0038574766367673,0.0043466254137456,0.0004891487187705,50,-1
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,15,0.7107843137254902,0.8233532934131736,0.574928714948542,0.3550159042924642,0.0038796951994299,0.0044020642526447,0.0005223690532147,50,-1
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,16,0.7328431372549019,0.8310077519379845,0.5293673758997637,0.34222327074036,0.0041021876968443,0.0045941015705466,0.0004919139901176,50,-1
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,17,0.7671568627450981,0.848,0.4965738353191637,0.3339113122802227,0.0041477503255009,0.0047029596753418,0.0005552094662562,50,-1
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,18,0.7745098039215687,0.853035143769968,0.4786096045783922,0.3311331730848178,0.0042301695793867,0.0048708789981901,0.0006407093023881,50,-1
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,19,0.8014705882352942,0.8610634648370498,0.4493524546132368,0.3166588152348996,0.0045980857685208,0.0052517405711114,0.0006536548607982,50,-1
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,20,0.803921568627451,0.8596491228070176,0.4397257361926284,0.3109496798180043,0.0049195187166333,0.0055557000450789,0.0006361812120303,50,-1
20,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,1.0,SGD,0.001,21,0.8235294117647058,0.8762886597938144,0.4037817902132576,0.3002066479390487,0.0054977526888251,0.0063931010663509,0.0008953482611104,50,-1
