,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,1,0.3161764705882353,0.0,0.7458296640246522,0.6844178674221038,0.0003730132593773,0.0006165885715745,0.0002435753121972,50,-1
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,2,0.3161764705882353,0.0,0.7458206613858541,0.6856921955943107,0.0003731274046003,0.0006164507940411,0.0002433233748888,50,-1
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,3,0.3161764705882353,0.0,0.7458077949636123,0.6846042259335519,0.0003887159982696,0.0006312478217296,0.000242531808908,50,-1
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,4,0.3161764705882353,0.0,0.7457914223857954,0.6850674754977226,0.0003784254658967,0.0006234963657334,0.0002450708998367,50,-1
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,5,0.3161764705882353,0.0,0.7457720368516212,0.6862878194451332,0.0003803429426625,0.0006134290597401,0.0002330861170776,50,-1
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,6,0.3161764705882353,0.0,0.745749786788342,0.6850257941484451,0.0003727331932168,0.0006208416307345,0.0002481084375176,50,-1
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,7,0.3161764705882353,0.0,0.7457250578730714,0.6858824753761292,0.0003758215461857,0.0006111463881097,0.000235324827372,50,-1
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,8,0.3161764705882353,0.0,0.7456979915207508,0.6840468435287477,0.0003819279081653,0.0006296777282841,0.0002477498201187,50,-1
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,9,0.3161764705882353,0.0,0.745668937178219,0.6829388384819031,0.0003846629115287,0.000620208622422,0.0002355457108933,50,-1
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,10,0.3161764705882353,0.0,0.7456378936767578,0.6850513743758202,0.0003844706225208,0.0006407301989383,0.0002562595764175,50,-1
10,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,11,0.3161764705882353,0.0,0.7456052186442357,0.6849372894763947,0.0003664776450023,0.0006090966635383,0.0002426190330879,50,-1
11,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,12,0.3161764705882353,0.0,0.7455710406396904,0.6863323097229004,0.0003732701879926,0.0006143550272099,0.0002410848537692,50,-1
12,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,13,0.3161764705882353,0.0,0.7455355010780633,0.685292799770832,0.000377457763534,0.0006216880283318,0.0002442302647978,50,-1
13,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,14,0.3161764705882353,0.0,0.7454988196784375,0.6851609073877334,0.0003856903640553,0.0006241206428967,0.0002384302933933,50,-1
14,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,15,0.3161764705882353,0.0,0.745461148374221,0.6840051580667496,0.000383199105272,0.0006134773720987,0.0002302782668266,50,-1
15,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,16,0.3161764705882353,0.0,0.745422478984384,0.684053980052471,0.0003838638076558,0.0006289613666012,0.0002450975589454,50,-1
16,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,17,0.3161764705882353,0.0,0.7453828769571641,0.685765748679638,0.000376432784833,0.0006205192185007,0.0002440864482196,50,-1
17,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,18,0.3161764705882353,0.0,0.7453424568269768,0.6851063669919968,0.0003718577791005,0.000618377700448,0.0002465199213474,50,-1
18,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,19,0.3161764705882353,0.0,0.7453012735235924,0.6840725436210632,0.0003823933657258,0.0006316503859125,0.0002492570201866,50,-1
19,roberta-base,glue,mrpc,2,10,10,1.0,8,1,200,False,0.0,,SGD,0.9,0.0001,SGD,0.0001,20,0.3161764705882353,0.0,0.7452593679521599,0.6863013691902161,0.0003824795712716,0.0006330994656309,0.0002506198943592,50,-1
