,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.7084854212375956,0.4547697996888239,0.013217166066169739,0.01498801726847887,0.001770851667970419,1320
1,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.5091743119266054,0.8104041494907589,0.3477324521539479,0.011761374771595001,0.016687646508216858,0.004926271270960569,1320
2,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.8692660550458715,0.40312913196896194,0.393396560007664,0.010303129442036152,0.02170807681977749,0.011404947377741337,1320
3,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.911697247706422,0.33933185921862313,0.20754684800620785,0.013896044343709946,0.027231259271502495,0.01333521492779255,1320
4,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.8990825688073395,0.4648658221079156,0.1135251924121456,0.013299593701958656,0.01584446430206299,0.002544870600104332,1320
5,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.7545871559633027,1.1270369617524771,0.11742778262616467,0.014981063082814217,0.018796853721141815,0.003815790405496955,1320
6,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.8818807339449541,0.3534775555150908,0.16788292748407305,0.02045944519340992,0.02645767293870449,0.005998228210955858,1320
7,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.9013761467889908,0.2468776875816354,0.14068403657118211,0.016995402052998543,0.020941494032740593,0.00394609197974205,1320
8,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.9094036697247706,0.29256198960014645,0.10726327388746348,0.014918732456862926,0.01836307719349861,0.003444344736635685,1320
9,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.9036697247706422,0.44706926043407025,0.10784446108629324,0.013999901711940765,0.016774220392107964,0.002774318214505911,1320
10,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,11,0.8405963302752294,0.8925369731931231,0.10486406687009024,0.015083597972989082,0.018073944374918938,0.0029903468675911427,1320
11,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,12,0.9025229357798165,0.422383524868915,0.11630738843150194,0.0149587607011199,0.018532682210206985,0.0035739217419177294,1320
12,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,13,0.9105504587155964,0.3061225302624217,0.06386161026503226,0.009911734610795975,0.011466248892247677,0.0015545147471129894,1320
13,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,14,0.9128440366972477,0.28414534728166674,0.09286381905508001,0.01283046044409275,0.015412203967571259,0.0025817437563091516,1320
14,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,15,0.9197247706422018,0.29405867442149036,0.08464122584974879,0.012083562090992928,0.014333068393170834,0.0022495058365166187,1320
15,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,16,0.9185779816513762,0.31068487097191466,0.08476943703007787,0.011047018691897392,0.012996322475373745,0.001949303550645709,1320
16,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,17,0.9139908256880734,0.38090357861915225,0.09588025635496017,0.013183113187551498,0.015512160025537014,0.0023290470708161592,1320
17,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,18,0.9185779816513762,0.3758395407648587,0.08392065778235153,0.012593960389494896,0.014705692417919636,0.00211173202842474,1320
18,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,19,0.9334862385321101,0.28841364057561053,0.09625786368482211,0.01346082054078579,0.015805697068572044,0.002344876527786255,1320
19,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,20,0.9288990825688074,0.26851162543881324,0.07481470284079865,0.011197770945727825,0.013039414770901203,0.0018416435923427343,1320
20,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,21,0.9254587155963303,0.28984301750293995,0.07338560659570414,0.010819987393915653,0.01265157014131546,0.0018315823981538415,1320
21,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,22,0.9013761467889908,0.4313131084517734,0.0749331346284412,0.012006096541881561,0.014173710718750954,0.0021676141768693924,1320
22,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,23,0.9277522935779816,0.34783540648040295,0.06531046202092836,0.010723200626671314,0.012954157777130604,0.002230956917628646,1320
23,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,24,0.9323394495412844,0.31022022394545523,0.054680894334423046,0.009591754525899887,0.01133093610405922,0.0017391820438206196,1320
24,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,25,0.9380733944954128,0.2848170606324556,0.049573088519847486,0.009768495336174965,0.011579545214772224,0.001811049529351294,1320
25,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,26,0.8967889908256881,0.4019583383732082,0.06905712372594122,0.011908912099897861,0.014266151003539562,0.0023572389036417007,1320
26,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,27,0.8910550458715596,0.47385496683920725,0.07944941715959086,0.012765450403094292,0.01501927524805069,0.0022538243792951107,1320
27,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,28,0.8761467889908257,0.5110582955383323,0.05204729865331521,0.009061110205948353,0.010150221176445484,0.0010891107376664877,1320
28,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,29,0.9231651376146789,0.28638097364588966,0.05336226018011151,0.008822537027299404,0.010571441613137722,0.0017489049350842834,1320
29,roberta-base,glue,sst2,2,100,10,1.0,8,15,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,30,0.9334862385321101,0.2818877016090833,0.06881668934129051,0.010230745188891888,0.012132685631513596,0.001901940442621708,1320
