,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,1,0.6838235294117647,0.8122270742358079,0.6581047995417726,0.7296242920160294,4.0371054637944326e-05,6.771786138415337e-05,2.734680674620904e-05,150
1,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,2,0.6838235294117647,0.8122270742358079,0.6203708818145827,0.6412164642016092,4.62945899926126e-05,5.176821650820784e-05,5.473624696605839e-06,150
2,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,3,0.6838235294117647,0.8122270742358079,0.6772203036383087,0.6033865259885788,6.391622446244583e-05,6.537965236930177e-05,1.4634289300374803e-06,150
3,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,4,0.6127450980392157,0.7294520547945206,0.6916893580380608,0.5857434686323006,0.0001696337858447805,0.00019166349375154823,2.2029713363735937e-05,150
4,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,5,0.6838235294117647,0.8122270742358079,0.6635787335096621,0.6728769750197727,4.242005161358975e-05,5.628449798678048e-05,1.386444637319073e-05,150
5,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,6,0.6838235294117647,0.8122270742358079,0.6496254147267809,0.6449755450089772,4.044168599648401e-05,4.690808418672532e-05,6.46639955448336e-06,150
6,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,7,0.6838235294117647,0.8122270742358079,0.6394476411389369,0.62945190457503,4.15018766943831e-05,4.5351418521022424e-05,3.8495418266393244e-06,150
7,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,8,0.6838235294117647,0.8122270742358079,0.6310511961871502,0.6219883072574933,4.553338294499554e-05,4.739360520034097e-05,1.8602212321638945e-06,150
8,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,9,0.6838235294117647,0.8122270742358079,0.6218482653299967,0.6138284935355187,4.940080179949291e-05,5.036092989030294e-05,9.601294550520834e-07,150
9,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,10,0.6838235294117647,0.8122270742358079,0.6406002015459771,0.5974217224518458,6.482404569396749e-05,6.519092858070508e-05,3.66886183655879e-07,150
10,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,11,0.6838235294117647,0.8122270742358079,0.6559665623833152,0.5756271260182062,0.00013160549860913306,0.00013753170787822455,5.92621063333354e-06,150
11,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,12,0.6838235294117647,0.8122270742358079,0.6334159140493355,0.6294658151666324,6.590224074898288e-05,7.522664236603305e-05,9.324403436039574e-06,150
12,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,13,0.6838235294117647,0.8122270742358079,0.6268461954359915,0.6148204226493835,4.782163159688935e-05,4.934106254950166e-05,1.519429588370258e-06,150
13,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,14,0.7083333333333334,0.8221225710014948,0.6184558108741162,0.6055491170684497,5.035966751165688e-05,5.215502460487187e-05,1.795356183720287e-06,150
14,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,15,0.7009803921568627,0.8145896656534954,0.6132892089731553,0.5997115313808123,5.164018148207106e-05,5.3034276788821444e-05,1.3940941698820097e-06,150
15,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,16,0.7009803921568627,0.8195266272189349,0.6124132672945658,0.5934362406134606,5.7751010899664834e-05,5.9682137361960486e-05,1.931127826537704e-06,150
16,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,17,0.7132352941176471,0.8245877061469266,0.6064109545128018,0.5891587399641672,6.0974605730734766e-05,6.171870336402208e-05,7.440971785399597e-07,150
17,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,18,0.7034313725490197,0.8207407407407408,0.6076353724096336,0.5760436941385269,7.98542532720603e-05,8.665674977237359e-05,6.802497409807984e-06,150
18,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,19,0.7132352941176471,0.8224582701062215,0.6002574563026428,0.5828427024284999,7.054284651530907e-05,7.133821054594591e-05,7.953620411171869e-07,150
19,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,20,0.7034313725490197,0.819672131147541,0.6032657792755202,0.5743867117166519,7.978134817676619e-05,8.077220991253853e-05,9.908618494591792e-07,150
20,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,21,0.3161764705882353,0.0,1.3544019612611509,0.5223703066110611,0.00014704681234434247,0.0001601156109245494,1.3068802218185738e-05,150
21,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,22,0.6838235294117647,0.8122270742358079,0.6632311978176528,1.0012808818469445,0.0002156077534891665,0.0008103636209852993,0.0005947558674961329,150
22,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,23,0.31862745098039214,0.007142857142857143,0.7691478565627453,0.6017315046886603,0.0001224040606757626,0.00013591670722234994,1.3512644727597944e-05,150
23,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,24,0.6838235294117647,0.8122270742358079,0.6307943363984426,0.7234725241661072,6.311696779448539e-05,0.00010632821795297787,4.321124652051367e-05,150
24,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,25,0.6838235294117647,0.8122270742358079,0.6249823020953759,0.6017056019206841,6.958971061976627e-05,7.231061317725107e-05,2.7209014206164284e-06,150
25,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,26,0.6838235294117647,0.8122270742358079,0.6474282665579927,0.5932927227417629,7.974509935593233e-05,9.01422172319144e-05,1.0397118785476778e-05,150
26,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,27,0.6838235294117647,0.8122270742358079,0.6192255610344457,0.5954041407406331,9.854000381892547e-05,0.00010795599519042298,9.41599046200281e-06,150
27,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,28,0.6887254901960784,0.8140556368960469,0.5949087814957488,0.5994316416184107,4.709011045633815e-05,5.0656301027629524e-05,3.566189434422995e-06,150
28,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,29,0.7034313725490197,0.8202080237741456,0.5811735739310583,0.5687741425434749,6.577448220923543e-05,6.769727770006284e-05,1.922797764564166e-06,150
29,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,30,0.7181372549019608,0.8244274809160306,0.5598844985167185,0.5238373191654682,0.00011554724187590182,0.00011897162767127156,3.4243848858750425e-06,150
30,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,31,0.6985294117647058,0.8177777777777778,0.8286620924139724,0.4624757307469845,0.00015291254385374486,0.0001620958064449951,9.183266229229048e-06,150
31,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,32,0.3161764705882353,0.0,1.054994407822104,0.48245220804462824,0.0002124718012055382,0.0003780742990784347,0.0001656024978728965,150
32,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,33,0.6838235294117647,0.8122270742358079,0.6192291326382581,0.9027921805282434,0.00012516291462816298,0.0003459031868260354,0.0002207402721978724,150
33,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,34,0.6838235294117647,0.8122270742358079,0.6194262282521117,0.5975027995506923,6.171330460347235e-05,6.382326682796702e-05,2.1099640434840694e-06,150
34,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,35,0.7009803921568627,0.8189910979228486,0.6056958723301981,0.5729139106571675,0.00010069718700833619,0.00010317154374206439,2.474357643222902e-06,150
35,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,36,0.696078431372549,0.8171091445427728,0.7424620446913383,0.5583254633148511,0.00010746257612481713,0.00011930445907637477,1.1841880223073531e-05,150
36,roberta-base,glue,mrpc,2,10,10,1.0,8,3,-1,100,False,0.0,,Adagrad,0.0001,SGD,1e-05,37,0.6691176470588235,0.784,0.6364458203315735,0.6139509758700926,0.00014977632963564247,0.00018890996580012143,3.913363616447896e-05,150
