,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,1,0.0,0.6674300928152245,0.7438683418794112,2.4489003408234566e-05,4.7491219447692856e-05,2.300221603945829e-05,110
1,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,2,0.0,0.6159200818484066,0.6189858189496127,2.1938134523225017e-05,3.901560194208287e-05,1.707746741885785e-05,110
2,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,3,0.0,0.6313816070101643,0.8919131432338194,3.795960219576955e-05,7.475454185623676e-05,3.679493966046721e-05,110
3,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,4,0.0,0.6226656245821305,0.5004801893234253,6.018890417180955e-07,2.214432788605336e-05,2.1542438844335265e-05,110
4,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,5,0.0,0.6235049578524728,0.7678729303316636,1.1891919712070376e-05,2.121478428307455e-05,9.322864571004175e-06,110
5,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,6,0.0,0.620654325903827,0.5461926516077735,2.067729292321019e-05,2.666881300683599e-05,5.991520538373152e-06,110
6,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,7,0.0,0.615017847932932,0.5260146658528935,1.4009518054081127e-05,2.115483039233368e-05,7.145312338252552e-06,110
7,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,8,0.0,0.6149598057488449,0.7504662641070106,3.22650776070077e-05,4.135125709581189e-05,9.086179488804191e-06,110
8,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,9,0.0,0.616180561881029,0.6412456517869776,3.365757584106177e-05,3.4000218875007704e-05,3.426420391861029e-07,110
9,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,10,0.0,0.6129589779231385,0.48512609899044035,1.486978362663649e-06,1.7614371245144866e-05,1.6127392882481217e-05,110
10,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,11,0.0,0.6146899302497165,0.4232268164374612,3.1351009965874255e-07,1.820105899241753e-05,1.7887548892758787e-05,110
11,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,12,0.0,0.6208253637069964,0.5056728482788259,1.758152575348504e-05,1.9635699572972953e-05,2.0541742742352653e-06,110
12,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,13,0.0,0.6258163822971228,0.6422896650975402,3.9419359382009134e-05,4.124551924178377e-05,1.8261594050272834e-06,110
13,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,14,0.0,0.6239273593625949,0.7190670139410279,5.0059494242304936e-05,5.7642821047920734e-05,7.583327715110499e-06,110
14,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,15,0.0,0.6178550158293192,0.9501982765847986,2.2024320060154423e-05,5.789537317468785e-05,3.5871053114533424e-05,110
15,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,16,0.0,0.6165047774788077,0.7207613885944539,2.929575384769123e-05,3.430480865063146e-05,5.009054802940227e-06,110
16,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,17,0.0,0.6189297021345328,0.7146454592184586,2.8471769837778993e-05,3.2730004022596404e-05,4.258234184817411e-06,110
17,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,18,0.0,0.6203440746278254,0.49410884884270756,7.054179150145501e-06,1.6184070773306303e-05,9.129891623160802e-06,110
18,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,19,0.0,0.6215689716903308,0.5988388338955967,1.904488635773305e-05,1.9832135876640677e-05,7.872490073168592e-07,110
19,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,20,0.0,0.6209716182628661,0.4892146401513706,1.2977770893485285e-06,1.5061767953739036e-05,1.3763990864390507e-05,110
20,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,21,0.0,0.6194196484471095,0.45738960244438864,5.949677870376036e-07,1.6753661839175038e-05,1.6158694052137434e-05,110
21,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,22,0.0,0.6188937034315736,0.6883780300617217,3.064173142774962e-05,3.257504431530833e-05,1.933312660185038e-06,110
22,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,23,0.0,0.618046433188533,0.5267034406011755,1.7160249626613222e-05,2.0304178178776056e-05,3.143927870041807e-06,110
23,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,24,0.0,0.6178662670022659,0.6937820204279639,2.993311863974668e-05,3.27443667629268e-05,2.811247441059095e-06,110
24,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,25,0.0,0.6185434346890631,0.7988352375680751,3.779921098612249e-05,5.0914975872728974e-05,1.3115763977111783e-05,110
25,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,26,0.0,0.6196813829072559,0.6824608985944228,2.4675407985341735e-05,2.6386629542685114e-05,1.7112208752223523e-06,110
26,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,27,0.0,0.6209107896753849,0.6051430530981584,2.4112063329084776e-05,2.4299164579133503e-05,1.8710147742240224e-07,110
27,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,28,0.0,0.6213734261407197,0.5830758286606181,1.5075283045007382e-05,1.642896131670568e-05,1.3536780443246244e-06,110
28,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,29,0.0,0.6209609299215652,0.5484080276706002,1.8633190848049708e-05,2.2869691747473553e-05,4.236500444676494e-06,110
29,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,30,0.0,0.6197111829546572,0.531844015229832,6.578486136277206e-06,1.2939100088260602e-05,6.360613951983396e-06,110
30,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,31,0.0,0.6184492780052069,0.5695941575007005,2.8759184715454467e-05,3.0495551982312463e-05,1.7363665847369703e-06,110
31,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,32,0.0,0.6172705863723318,0.45506611547686837,5.98623046244029e-07,1.3808086805511266e-05,1.3209463759267237e-05,110
32,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,33,0.0,0.6171863342969472,0.6329192436283285,2.3704804334556684e-05,2.3919141312944703e-05,2.1433694996630948e-07,110
33,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,34,0.0,0.6185858258764252,0.4345967961983247,9.916993803926744e-07,1.0295347237843089e-05,9.303647857450414e-06,110
34,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,35,0.0,0.6187422487116953,0.925137682557106,1.2386703019728884e-05,4.4413431169232354e-05,3.202672814950347e-05,110
35,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,36,0.0,0.6191216809604004,0.5213990882851861,2.681747719179839e-05,2.7729503926821053e-05,9.12027189770015e-07,110
36,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,37,0.0,0.6181657564549046,0.778908182816072,2.840098568412941e-05,3.8937923818593845e-05,1.0536938134464435e-05,110
37,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,38,0.0,0.6177326797984029,0.48531449147246103,2.051253613899462e-05,2.3118112949305214e-05,2.605575900815893e-06,110
38,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,39,0.0,0.6178844903261607,0.46415293113751843,8.132208677125163e-06,1.2515197340690065e-05,4.382988208817551e-06,110
39,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,40,0.0,0.6164537154081213,0.7944594579935075,3.627919068094343e-05,4.9432983360020444e-05,1.3153793588571716e-05,110
40,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,41,0.0,0.6147341737310394,0.6739869539846073,3.389957419130951e-05,3.642376759671606e-05,2.5241918137908215e-06,110
41,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,42,0.0,0.6139228296188908,0.5195027564330534,2.6568930479697883e-05,2.8569504138431512e-05,2.0005736587336287e-06,110
42,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,43,0.0,0.6134511632773713,0.4306833702867682,8.299502951558679e-07,1.4051527614356019e-05,1.322157731920015e-05,110
43,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,44,0.0,0.6126297468902501,0.7986041257598183,3.078008012380451e-05,4.845314470003359e-05,1.7673062757239677e-05,110
44,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,45,0.0,0.6133496310874706,0.6442593470486727,3.178213592036627e-05,3.2408821425633505e-05,6.26686585292191e-07,110
45,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,46,0.0,0.6110940671149101,0.5242272412235087,2.963911902043037e-05,3.676175401778892e-05,7.122634997358546e-06,110
46,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,47,0.0,0.6081392815094868,0.5164127497239546,2.0600984498742037e-05,3.057929643546231e-05,9.978311936720274e-06,110
47,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,48,0.0,0.6073312852673858,0.665340041084723,3.212364390492439e-05,3.4170516300946474e-05,2.046873305516783e-06,110
48,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,49,0.0,0.6059851482624315,0.5965399277752097,3.4200034860987216e-05,3.433438541833311e-05,1.3435104051495728e-07,110
49,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,50,0.0,0.6033756464492274,0.5729753967306831,4.1115592466667295e-05,4.1621806303737685e-05,5.062147465650924e-07,110
50,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,51,0.0,0.601181490958192,0.5355453625050458,2.515221967769321e-05,2.758891241683159e-05,2.4366920570173534e-06,110
51,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,52,0.0,0.5811774830781776,0.620874467979778,4.7930298023857176e-05,4.991546302335337e-05,1.9851638626278145e-06,110
52,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,53,0.201961830680347,0.552911049764575,0.5112362372875213,7.249632471939549e-05,7.615289359819144e-05,3.656572062027408e-06,110
53,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,54,0.46092040158583564,0.5206973523129034,0.5479216728969054,0.00010580757225397974,0.00010828329686773941,2.4757234768912895e-06,110
54,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,55,0.21343263941518614,0.5933886896107943,0.5197155634381554,0.00013976254558656365,0.00015528393851127476,1.55213892867323e-05,110
55,roberta-base,glue,cola,2,50,5,1.0,8,5,1000,False,0.0,,Adam,0.0001,SGD,1e-05,56,0.33166750313166415,0.56048303433047,0.48028185511177235,7.016215386101976e-05,7.987704157130793e-05,9.714886800793465e-06,110
