,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,1,0.6838235294117647,0.8122270742358079,2.606215769757731,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,2,0.3161764705882353,0.0,8.764981008043476,0.8342398801178206,0.006906560622155666,0.012057311832904816,0.005150751210749149
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.9292233508153289,3.7046669856077328,0.4926815330982208,0.5398069620132446,0.047125428915023804
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,4,0.6838235294117647,0.8122270742358079,0.7496938460013446,0.5430025381139583,0.003828946966677904,0.004381634294986725,0.0005526873283088207
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,5,0.3161764705882353,0.0,4.617977717343499,0.7271441492769453,0.0013102686498314142,0.002902624197304249,0.0015923555474728346
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,6,0.6838235294117647,0.8122270742358079,2.2570064723087637,3.473444045914544,0.0015152376145124435,0.025264611467719078,0.023749373853206635
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,7,0.3161764705882353,0.0,0.8224061213287652,2.600168642049862,0.0033712852746248245,0.012784662656486034,0.00941337738186121
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.9606241754749242,0.47148803406291534,0.0010756696574389935,0.0030174278654158115,0.001941758207976818
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,9,0.3161764705882353,0.0,0.7380044109681073,0.644742628104157,0.002197972033172846,0.0038737559225410223,0.0016757837729528546
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,10,0.6838235294117647,0.8122270742358079,0.629865860822154,0.5799875285890368,0.0009117526933550835,0.0011806900147348642,0.0002689373504836112
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,11,0.3161764705882353,0.0,0.7173701396175459,0.5179623143747449,0.0014875448541715741,0.0017192201921716332,0.00023167530889622867
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,12,0.6838235294117647,0.8122270742358079,0.6676277334199232,0.502501517161727,0.0013586885761469603,0.0018012635409832,0.00044257493573240936
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.01,SGD,0.001,13,0.6838235294117647,0.8122270742358079,0.6274161613455006,0.38058352265506984,0.0021393897477537394,0.0022705162409693003,0.0001311264932155609
