,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,1,0.6838235294117647,0.8122270742358079,0.6726794207797331,0.7538409471511841,7.80698155722348e-06,1.2642958608921617e-05,4.835977051698137e-06
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,2,0.6838235294117647,0.8122270742358079,0.6290554778248656,0.6692162169350517,8.29611235531047e-06,8.778672963671852e-06,4.825606652048009e-07
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,3,0.6838235294117647,0.8122270742358079,0.6175217646009782,0.6445630199379391,9.058924661076162e-06,9.544762178848032e-06,4.858379156758019e-07
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,4,0.6838235294117647,0.8122270742358079,0.6195616026719412,0.6441340446472168,1.6534073438378982e-05,1.698778578429483e-05,4.537124027592654e-07
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,5,0.6838235294117647,0.8122270742358079,0.6306439059622148,0.7775457104047139,1.1232066754018888e-05,1.438502295059152e-05,3.152955969198956e-06
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,6,0.6838235294117647,0.8122270742358079,0.6185453236103058,0.5413907216654883,3.4268518902536016e-06,5.927871370658977e-06,2.5010194804053754e-06
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,7,0.6838235294117647,0.8122270742358079,0.6282436689909767,0.7221554001172383,5.178724677534774e-06,6.6243260334886145e-06,1.4456014696406783e-06
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,8,0.6838235294117647,0.8122270742358079,0.620900282088448,0.55955249203576,5.646083991450723e-06,8.098110811260995e-06,2.452026592436596e-06
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,9,0.6838235294117647,0.8122270742358079,0.6151751262300155,0.6571659379535252,8.818876267469022e-06,9.028731255966704e-06,2.0985501691939135e-07
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,10,0.6838235294117647,0.8122270742358079,0.6103000775271771,0.6745102021429275,6.149225100671174e-06,6.4993482737918384e-06,3.501230310121173e-07
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,11,0.6838235294117647,0.8122270742358079,0.6015405830215005,0.6761474959552288,8.324755071953405e-06,9.042243618750945e-06,7.174882057370269e-07
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,12,0.6838235294117647,0.8122270742358079,0.5827849273588143,0.6020618170499802,1.0662159183993936e-05,1.085387611965416e-05,1.9171696408193384e-07
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.0001,13,0.6838235294117647,0.8122270742358079,0.6004460754932142,0.589285159111023,1.958665598067455e-05,2.0032548491144553e-05,4.4589239678316517e-07
