,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.705612155822439,0.6131550418382341,0.0010036120656877756,0.0010158477816730738,1.2235770554980263e-05,88
1,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.5091743119266054,0.7626524797273339,0.3460942912165793,0.01890772394835949,0.027162468060851097,0.008254744112491608,2464
2,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.588302752293578,0.5824789806790308,0.43530782225348946,0.012126077897846699,0.022593457251787186,0.010467379353940487,2376
3,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.9002293577981652,0.30940113532775587,0.2501001439440211,0.008367893286049366,0.0206538625061512,0.012285969220101833,968
4,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.9036697247706422,0.4150378966913345,0.1037297803219207,0.014846853911876678,0.0183238722383976,0.0034770178608596325,1584
5,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.7798165137614679,1.0935279708563932,0.13099359827680573,0.01667092740535736,0.02096138894557953,0.004290461540222168,1320
6,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.8922018348623854,0.3382066985092408,0.16308562862177914,0.022552572190761566,0.0292343832552433,0.006681811064481735,1408
7,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.9197247706422018,0.2514100776891301,0.11875220975755826,0.02709575742483139,0.032860707491636276,0.005764950066804886,1848
8,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.911697247706422,0.31836731731918333,0.08126091019518786,0.025153854861855507,0.030122390016913414,0.004968535155057907,2112
9,roberta-base,glue,sst2,2,100,10,1.0,8,1,38,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.9025229357798165,0.5013391473126296,0.0918926596201052,0.020280985161662102,0.024207739159464836,0.003926754463464022,1760
