,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.6270383859381956,0.4972625351846219,0.008673194795846939,0.013362052850425243,0.004688858520239592,50
1,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,2,0.6838235294117647,0.8122270742358079,0.8860799365622156,0.33482219638647165,0.16721463203430176,0.2231539487838745,0.055939313024282455,1400
2,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,3,0.7450980392156863,0.8404907975460123,1.0843710273312515,0.24545117208516837,0.11639871448278427,0.1703711301088333,0.05397241562604904,600
3,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,4,0.8308823529411765,0.8747731397459165,0.9016455472924909,0.1609614737158253,0.18947508931159973,0.22613978385925293,0.0366646908223629,750
4,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,5,0.7450980392156863,0.776824034334764,1.1867576716661763,0.18373255395538451,0.24569600820541382,0.2876499593257904,0.041953958570957184,550
5,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,6,0.8259803921568627,0.8657844990548205,0.743954487612891,0.05629245110662919,0.4210856556892395,0.48836228251457214,0.06727664172649384,1400
6,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,7,0.8308823529411765,0.8840336134453781,0.8575768314195539,0.057619122320883044,0.2873605787754059,0.3250176012516022,0.03765701502561569,750
7,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,8,0.8063725490196079,0.8727858293075684,1.4583737885733332,0.021418469692873914,0.3644019365310669,0.40824005007743835,0.04383810609579086,1550
8,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,9,0.8235294117647058,0.8823529411764706,1.240797952161667,0.023392953389117017,0.23076948523521423,0.259145587682724,0.02837609499692917,850
9,roberta-base,glue,mrpc,2,10,10,1.0,8,1,38,100,True,0.0,,SGD,1.0,0.9,SGD,0.001,10,0.8578431372549019,0.8982456140350877,0.9451624040641892,0.009450904268117703,0.2449565827846527,0.27505746483802795,0.030100878328084946,1900
