,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.7091358779767237,0.5419876225913565,0.00469506811350584,0.004874627571552992,0.00017955944349523634,264
1,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.5091743119266054,0.6952217450929344,0.5062025472691114,0.006315527018159628,0.008037774823606014,0.0017222478054463863,264
2,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.5091743119266054,0.7117521401939042,0.5439320829894507,0.004360750783234835,0.005015376023948193,0.0006546253571286798,264
3,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.5091743119266054,0.6953004035381002,0.5122131215577775,0.004100870806723833,0.004730151500552893,0.0006292808102443814,264
4,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.4908256880733945,0.7082156517090054,0.36759272440703533,0.006760884076356888,0.007125230971723795,0.0003643467789515853,264
5,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.5091743119266054,0.7378314066370693,0.4369903095772095,0.002994392067193985,0.00877413246780634,0.005779740400612354,264
6,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.5091743119266054,0.8967695182889973,0.5435935621347392,0.002437333110719919,0.0033461961429566145,0.0009088631486520171,264
7,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.7672018348623854,0.6154871897413097,0.5149105345082441,0.001818308373913169,0.0038849301636219025,0.0020666217897087336,264
8,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.8509174311926605,0.44483608157809723,0.36932531010613523,0.002309064846485853,0.004226719960570335,0.0019176551140844822,264
9,roberta-base,glue,sst2,2,100,10,1.0,8,3,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.8807339449541285,0.34231977492844295,0.27722222624826387,0.002121935598552227,0.003650723025202751,0.0015287873102352023,264
