,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.8231154357393583,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,2,0.3161764705882353,0.0,2.3725959997551116,0.6314530719485548,0.0018303749384358525,0.0023578086402267218,0.0005274337017908692
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.638150458242379,0.9050408058696322,0.0011436780914664268,0.00626238202676177,0.005118703935295343
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,4,0.6838235294117647,0.8122270742358079,1.3668991125316596,0.5589821543958452,0.0011962313437834382,0.001224401406943798,2.817001768562477e-05
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,5,0.3161764705882353,0.0,0.7564851302726596,1.8911118814721704,0.0008399486541748047,0.0028833902906626463,0.0020434416364878416
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,6,0.6838235294117647,0.8122270742358079,1.03235032058814,0.8014858510759142,7.365725468844175e-05,0.00037698016967624426,0.0003033229149878025
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,7,0.3161764705882353,0.0,1.1017790366621578,1.2795520630147723,0.0011292730923742056,0.0036525644827634096,0.002523291390389204
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,8,0.6838235294117647,0.8122270742358079,0.6281002029484394,1.0831517630153233,0.00044957338832318783,0.001995682017877698,0.0015461086295545101
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,9,0.6838235294117647,0.8122270742358079,0.6347330072346855,0.6331100152598487,0.0005463113193400204,0.0005574558163061738,1.1144478776259348e-05
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,10,0.6838235294117647,0.8122270742358079,0.6387494440172233,0.646441392103831,0.0003244631225243211,0.00032721046591177583,2.747344751696801e-06
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,11,0.6838235294117647,0.8122270742358079,0.6458464545362136,0.6482782505452633,0.00041138826054520905,0.00041709147626534104,5.703207534679677e-06
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,12,0.6838235294117647,0.8122270742358079,0.6299206363219841,0.6015900768339634,0.0004656356177292764,0.0004937848425470293,2.8149232093710452e-05
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,13,0.6838235294117647,0.8122270742358079,0.6262361185223448,0.5863719075918198,0.000667333253659308,0.0006704221596010029,3.0889248137100367e-06
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,14,0.6838235294117647,0.8122270742358079,0.6261209868917278,0.5406422860920429,0.00028323475271463394,0.00032546755392104387,4.223280484438874e-05
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,15,0.6838235294117647,0.8122270742358079,0.6413914216499702,0.4931724265217781,0.0003879166906699538,0.00040755554800853133,1.963885733857751e-05
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,16,0.6838235294117647,0.8122270742358079,0.6330514859919455,0.5242269359529018,0.0007016053423285484,0.0007106121629476547,9.006802429212257e-06
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,17,0.6838235294117647,0.8122270742358079,0.6283595637947905,0.6721026416867971,0.0005479761166498065,0.0006540524773299694,0.00010607635340420529
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,18,0.6838235294117647,0.8122270742358079,0.6522854180896983,0.6761158794164658,0.00048590032383799553,0.0005320896743796766,4.618933962774463e-05
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,19,0.6838235294117647,0.8122270742358079,0.6293290076302547,0.602761572599411,0.0005158414714969695,0.0005593675887212157,4.352612450020388e-05
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,20,0.6838235294117647,0.8122270742358079,0.647475004196167,0.6526920713484288,0.0006364025175571442,0.0006928458460606635,5.64433285035193e-05
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,21,0.3161764705882353,0.0,0.7017331555777905,0.6841535799205303,0.00047396993613801897,0.0006078587612137198,0.00013388882507570088
21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,22,0.6838235294117647,0.8122270742358079,0.67255318515441,0.6549219757318496,0.0004958116915076971,0.0005164319300092757,2.0620256691472605e-05
22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,23,0.3161764705882353,0.0,0.7082731641975104,0.6729913949966431,0.0004147143627051264,0.00045447517186403275,3.976080915890634e-05
23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,24,0.6838235294117647,0.8122270742358079,0.6565727755135181,0.6379727408289909,0.0006433577509596944,0.0007485086098313332,0.00010515085159568116
24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,25,0.6838235294117647,0.8122270742358079,0.6523196253122068,0.6126918636262417,0.0008621759479865432,0.0008639981970191002,1.822250965233252e-06
25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,26,0.6838235294117647,0.8122270742358079,0.6332342133802527,0.5312234275043011,0.00026476787752471864,0.0007051316788420081,0.00044036380131728947
26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,27,0.6838235294117647,0.8122270742358079,0.6402438569302652,0.507750141620636,0.00041170979966409504,0.0004138664517085999,2.156659775209846e-06
27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,28,0.6838235294117647,0.8122270742358079,0.6865687370300293,0.3874132737517357,0.00042273211874999106,0.00047347231884486973,5.074019281892106e-05
28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,29,0.6838235294117647,0.8122270742358079,0.6454641760564318,0.8868045851588249,0.000705723708961159,0.0016285220626741648,0.0009227983537130058
29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,30,0.6838235294117647,0.8122270742358079,0.6246717899453407,0.547516256570816,0.00010857390589080751,0.00042640086030587554,0.00031782695441506803
30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,31,0.6838235294117647,0.8122270742358079,0.6241993097697988,0.561625262722373,0.0007190025062300265,0.0007213312783278525,2.328753680558293e-06
31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,32,0.6838235294117647,0.8122270742358079,0.6240450032785827,0.594672666490078,0.000514547573402524,0.0005215026321820915,6.955039680178743e-06
32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,33,0.6838235294117647,0.8122270742358079,0.6326226142107272,0.6588603787124157,0.000668363063596189,0.0007558128563687205,8.744976366870105e-05
33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,34,0.6838235294117647,0.8122270742358079,0.6448325152490654,0.6360597051680088,0.0007188152521848679,0.0007499922066926956,3.117693995591253e-05
34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.001,SGD,0.001,35,0.6838235294117647,0.8122270742358079,0.6254242126848183,0.5611033074557781,0.0006946155335754156,0.0007992752362042665,0.00010465971718076617
