,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,1,0.31818644931227713,1.103864919974149,0.318246541903987,1.10359082346141,1.104828081846237,5.72287171962671e-06,6.442579888243927e-06,7.197082254606357e-07,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,2,0.31818644931227713,1.1030387064258356,0.318246541903987,1.102775989653523,1.121861009120941,3.3513847483845893e-06,4.826209533348447e-06,1.474824898650695e-06,50
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,3,0.3150280183392766,1.1021503760937081,0.30695687550854356,1.1019084340096297,1.103623376607895,5.09711117047118e-06,5.3150138228375e-06,2.1790252446862723e-07,50
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,4,0.30708099847172693,1.1013785515165757,0.3098047192839707,1.1011660925443818,1.0972488543987275,5.901768417970743e-06,6.195191417646129e-06,2.934232270490611e-07,50
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,5,0.32470708099847173,1.1008822533204095,0.32668836452400324,1.1006824916897022,1.085790552854538,6.646830570389284e-06,6.980814305279637e-06,3.339835927818058e-07,50
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,6,0.3258278145695364,1.1006582544018995,0.32851912123677784,1.1004684346783344,1.0924136946201326,5.120779405842768e-06,5.855598374182591e-06,7.348187978095666e-07,50
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,7,0.3261334691798268,1.1007095774500566,0.32902766476810413,1.1005139942572697,1.0859993932247165,5.695137133443495e-06,6.091077011660673e-06,3.9593987821717747e-07,50
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,8,0.32603158430973,1.1008241690555625,0.32882424735557364,1.100621828710868,1.094975439310074,3.623122665885603e-06,3.6910155358782504e-06,6.789284157093789e-08,50
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,9,0.32460519612837496,1.1004685230534934,0.32668836452400324,1.1002940948267503,1.112141532421112,3.0832807169645093e-06,4.716880084743025e-06,1.6335992540916777e-06,50
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,10,0.308507386653082,1.1002427937057606,0.30502441008950365,1.1001008759677846,1.0953035240173339,6.35904643786489e-06,7.04995181877166e-06,6.909054377501889e-07,50
10,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,11,0.309016811003566,1.1001393182936392,0.3137713588283157,1.1000006324979132,1.0902079491615295,3.64333550351148e-06,5.712881375075085e-06,2.069545871563605e-06,50
11,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,12,0.30718288334182375,1.0997921708354934,0.3075671277461351,1.099679758628274,1.1009244232177735,5.338801656762371e-06,6.1057735365466215e-06,7.66971709253994e-07,50
12,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,13,0.310952623535405,1.0994297639081998,0.3007526444263629,1.0993520406516613,1.097561404943466,5.1667338993866e-06,5.366118330130121e-06,1.9938451600864937e-07,50
13,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,1e-05,14,0.30973000509424353,1.098965597424744,0.302786818551668,1.0989264928780502,1.096660884618759,5.275878720567562e-06,5.7494362408760935e-06,4.735576908387884e-07,50
