,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,1,0.6838235294117647,0.8122270742358079,0.6580586573656868,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,2,0.6838235294117647,0.8122270742358079,0.6284818146743026,0.5983236253261566,0.0008419335354119539,0.0008752800640650094,3.334653956699185e-05
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,3,0.6838235294117647,0.8122270742358079,0.6169388796768936,0.5787835750314925,0.0008566732285544276,0.0009080010349862278,5.132781370775774e-05
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,4,0.6838235294117647,0.8122270742358079,0.7410817737965023,0.5332764615615209,0.001366839511319995,0.0014558295952156186,8.899007661966607e-05
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,5,0.6838235294117647,0.8122270742358079,0.6448402194415822,0.7044062775042321,0.0016615698114037514,0.002847918774932623,0.0011863489635288715
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,6,0.6838235294117647,0.8122270742358079,0.6303741628048467,0.529196427265803,0.00031220860546454787,0.0008853814797475934,0.0005731728742830455
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,7,0.6838235294117647,0.8122270742358079,0.6221924827379339,0.6450406975216335,0.0005822577513754368,0.0006275757332332432,4.531798913376406e-05
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,8,0.696078431372549,0.8176470588235294,0.5988445182641348,0.4614712271425459,0.0007930159335955977,0.001353036379441619,0.0005600204458460212
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,9,0.7156862745098039,0.8258258258258259,0.5906179138258392,0.4887954480118221,0.0016512502916157246,0.0017463935073465109,9.514315752312541e-05
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,10,0.7083333333333334,0.8155038759689922,0.5755180704827402,0.5816600008143319,0.0009057081770151854,0.001048770034685731,0.00014306184311863035
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,11,0.6470588235294118,0.6936170212765957,0.7002891553383247,0.45256161838769915,0.0010821798350661993,0.0012481434969231486,0.0001659636473050341
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,12,0.7401960784313726,0.8301282051282052,0.5796064107733614,0.4478111253120005,0.0020653612446039915,0.002670344663783908,0.0006049834773875773
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,13,0.6911764705882353,0.8152492668621701,1.057857465108528,0.27195313447155056,0.002039287704974413,0.002226149896159768,0.00018686210387386382
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,14,0.6985294117647058,0.8183161004431314,0.6288609287025881,0.36153047760017215,0.002791665494441986,0.003737362567335367,0.000945697131101042
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,15,0.7009803921568627,0.8195266272189349,0.5436113447535271,0.2838609714526683,0.001101617468520999,0.0011923942947760224,9.077680442715064e-05
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,16,0.7181372549019608,0.8270676691729323,0.5402468721948418,0.2690303928218782,0.001380603527650237,0.0015477759297937155,0.0001671723584877327
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,17,0.7769607843137255,0.8465430016863407,0.4677203341441996,0.45018875184468926,0.0015242168447002769,0.0016932908911257982,0.00016907409008126706
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,18,0.5147058823529411,0.4648648648648649,0.7825546118558622,0.47994814629200844,0.0020121794659644365,0.002240453613922,0.00022827417706139386
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,19,0.7941176470588235,0.852112676056338,0.4724470084788753,0.41984381354413924,0.0012844561133533716,0.0023169219493865967,0.001032465836033225
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,20,0.7303921568627451,0.8343373493975904,0.582671984445815,0.35136247326154263,0.0012830238556489348,0.001402340829372406,0.0001193169373436831
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.0001,SGD,0.001,21,0.7549019607843137,0.8442367601246106,0.4534968298439886,0.4650081814266741,0.0017744699725881219,0.002661570906639099,0.0008871009340509772
