,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy_m,testing_loss_m,accuracy_mm,testing_loss_mm,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,1,0.3273560876209883,1.124546275502215,0.3295362082994304,1.1240885834852983,0.7651733659207821,0.02008342742919922,0.023541007190942764,0.00345758069306612,50
1,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,2,0.3544574630667346,1.2952139421313782,0.3522172497965826,1.295990691813538,0.8137608500421047,0.012462154030799866,0.01539940107613802,0.002937247045338154,50
2,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,3,0.3544574630667346,1.3831747597859172,0.3522172497965826,1.3854278241647173,0.8072472714185714,0.019046537578105927,0.023764705285429955,0.004718167707324028,50
3,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,4,0.3544574630667346,1.1749569245150349,0.3522172497965826,1.1773203510497041,0.7608988800048828,0.02130185440182686,0.03403296694159508,0.012731111608445644,50
4,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,5,0.31818644931227713,1.569432357485545,0.318246541903987,1.5616087329106374,0.5959687939137222,0.019984891638159752,0.026954470202326775,0.006969578098505735,50
5,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,6,0.31818644931227713,2.3727275452044503,0.318246541903987,2.3527408266474894,0.6336496035456658,0.013078580610454082,0.014407786540687084,0.0013292061630636454,50
6,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,7,0.3066734589913398,1.658208043330456,0.30339707078925954,1.6446524809491256,0.6543223489299417,0.01227533258497715,0.023381752893328667,0.011106420308351517,50
7,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,8,0.3273560876209883,1.4055935520900393,0.3295362082994304,1.4006105322387763,0.8261536480933429,0.008272873237729073,0.013560106046497822,0.005287232808768749,50
8,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,9,0.3544574630667346,2.3672757145585135,0.3522172497965826,2.3649216018574717,0.7495596603527664,0.006632642820477486,0.014262105338275433,0.007629462517797947,50
9,microsoft/deberta-v3-base,glue,mnli,3,1000,10,1.0,8,1,10,200,False,False,0.0,,SGD,1.0,0.9,SGD,0.001,10,0.3544574630667346,2.1147299603708603,0.3522172497965826,2.116361935416114,0.6425422403179109,0.012107308954000473,0.03629085049033165,0.024183541536331177,50
