,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
0,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,1,0.3161764705882353,0.0,7.718704541524251,0.6917187200652227,0.0006713581387884915,0.001067834789864719,0.0003964766510762274
1,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,2,0.6838235294117647,0.8122270742358079,50.33695748273064,4.808418955585512,0.007234459742903709,0.022671040147542953,0.015436580404639244
2,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,3,0.3161764705882353,0.0,93.65648561365464,54.66812943352593,0.00466845091432333,0.009453739039599895,0.0047852881252765656
3,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,4,0.6838235294117647,0.8122270742358079,22.665584283716537,89.21264033847385,0.005708765238523483,0.022698014974594116,0.016989249736070633
4,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,5,0.3161764705882353,0.0,20.75882552651798,34.25060848659939,0.003895680420100689,0.013622588478028774,0.009726908057928085
5,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,6,0.6838235294117647,0.8122270742358079,20.70554744496065,23.42918380101522,0.00199272483587265,0.02975008822977543,0.02775736339390278
6,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,7,0.6838235294117647,0.8122270742358079,3.7220842160412952,32.175142436557344,0.0036247242242097855,0.013559354469180107,0.009934630244970322
7,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,8,0.3161764705882353,0.0,5.387836058934529,1.7804633376473347,0.004060985986143351,0.005414914805442095,0.0013539287028834224
8,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,9,0.6838235294117647,0.8122270742358079,16.109328830943387,3.328892089592086,0.005181288346648216,0.019371164962649345,0.01418987661600113
9,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,10,0.6838235294117647,0.8122270742358079,4.568155045602833,19.021037896474205,0.003506240900605917,0.009297576732933521,0.005791335832327604
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,11,0.3161764705882353,0.0,16.382670290329877,5.180934474915092,0.004707251209765673,0.011547382920980453,0.006840131711214781
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,12,0.6838235294117647,0.8122270742358079,10.553627126357135,14.472493928670882,0.004732996225357056,0.0224294476211071,0.017696451395750046
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,13,0.6838235294117647,0.8122270742358079,1.8747292572139378,10.167147314548492,0.006674565374851227,0.010869723744690418,0.0041951583698391914
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,14,0.3161764705882353,0.0,8.577165968277875,1.0609276858391241,0.0024069545324891806,0.0043326434679329395,0.001925688935443759
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,15,0.6838235294117647,0.8122270742358079,15.007421156939339,7.721264333126305,0.003733105957508087,0.027699586004018784,0.023966480046510696
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,16,0.6838235294117647,0.8122270742358079,9.099987815408145,11.164991056919098,0.005057036876678467,0.0074176001362502575,0.0023605632595717907
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,17,0.6838235294117647,0.8122270742358079,0.6585143629242393,10.322936528921128,0.0041009667329490185,0.009810689836740494,0.005709723103791475
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,18,0.3161764705882353,0.0,0.8695677203290603,0.5220142684876918,0.0014099511317908764,0.0014178864657878876,7.935301255201921e-06
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,19,0.6838235294117647,0.8122270742358079,3.7127612805815278,0.5475789152085782,0.0013622499536722898,0.002448850777000189,0.001086600823327899
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,20,0.3161764705882353,0.0,14.760566935819739,4.3330134619603315,0.00561833381652832,0.013830856420099735,0.008212522603571415
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,21,0.6838235294117647,0.8122270742358079,2.637474743255035,8.31694700717926,0.0035364716313779354,0.010421265847980976,0.006884794216603041
21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,22,0.3161764705882353,0.0,14.9654899484971,2.7146173153923883,0.004641740117222071,0.011945625767111778,0.0073038856498897076
22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,23,0.6838235294117647,0.8122270742358079,2.465423933132757,8.698245710134506,0.003761556465178728,0.011077401228249073,0.007315844763070345
23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,24,0.3161764705882353,0.0,11.3194499576793,2.035904975071753,0.005193703807890415,0.010244430974125862,0.005050727166235447
24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,25,0.6838235294117647,0.8122270742358079,6.699747590457692,8.03206581845879,0.007002481259405613,0.019910745322704315,0.012908264063298702
25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,26,0.6838235294117647,0.8122270742358079,4.329926193929152,2.2271603643894196,0.00225071026943624,0.002762353280559182,0.0005116430693306029
26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,27,0.3161764705882353,0.0,1.1534342368443806,2.786084508945018,0.0030835061334073544,0.005161250941455364,0.00207774480804801
27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,28,0.6838235294117647,0.8122270742358079,6.398179082309499,0.656316852197051,0.0008836998604238033,0.005242836195975542,0.004359136335551739
28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,29,0.3161764705882353,0.0,8.464984061671238,9.407220327854157,0.0038741379976272583,0.014296261593699455,0.010422123596072197
29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,30,0.6838235294117647,0.8122270742358079,11.835857952342314,8.147258672118188,0.0008224863559007645,0.02797606587409973,0.027153579518198967
30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,31,0.6838235294117647,0.8122270742358079,6.016441064722398,10.994544231891632,0.005218720994889736,0.00898239016532898,0.0037636691704392433
31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,32,0.3161764705882353,0.0,0.7721041102035373,5.705626028776169,0.00360722653567791,0.007845760323107243,0.004238533787429333
32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.1,SGD,0.001,33,0.6838235294117647,0.8122270742358079,1.3399347439043077,0.557114552333951,0.0013133828761056066,0.0015487829223275185,0.00023540007532574236
