,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,1,0.0,0.7207538203428719,0.7240580919655886,9.328358282800764e-05,0.0001804919593269,8.72083764988929e-05,220,-1
1,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,2,0.0,0.6700492364759664,0.6922137586095116,7.795981218805537e-05,0.000195068292669,0.0001171084804809,220,-1
2,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,3,0.0,0.6464059048026572,0.6862570941990073,0.000101346457086,0.0001249929046025,2.364644751651213e-05,220,-1
3,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,4,0.0,0.6217702397408377,0.5376910332929005,2.644359483383596e-06,0.0001139733722084,0.000111329012725,220,-1
4,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,5,0.0,0.6170033605499122,0.7568727095018734,5.08428638568148e-05,9.401091665495188e-05,4.316805279813707e-05,220,-1
5,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,6,0.0,0.6203305050161959,0.5027764768221161,0.0001046416000463,0.0001154879137175,1.0846310033230113e-05,220,-1
6,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,7,0.0,0.6348296318572896,0.4601646762815388,6.878894055262208e-05,7.79308466007933e-05,9.14190968615003e-06,220,-1
7,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,8,0.0,0.6404919072644402,0.8636923557248982,0.0001453792501706,0.0002451813197694,9.980206232285128e-05,220,-1
8,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,9,0.0,0.6378832351387912,0.6967193540863015,0.0001720389700494,0.0002032403863267,3.120140900136903e-05,220,-1
9,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,10,0.0,0.6409819252390898,0.3649756816165013,7.472746801795438e-06,2.1853988073416986e-05,1.4381241271621548e-05,220,-1
10,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,11,0.0,0.6530997160509342,0.2950328008559617,1.755503035383299e-06,2.976518590003252e-05,2.800968286464922e-05,220,-1
11,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,12,0.0,0.6659008076855244,0.4881170366568999,8.696376607986167e-05,8.764358062762767e-05,6.79816594129079e-07,220,-1
12,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,13,0.0,0.665703350351057,0.6893557411703197,0.0001913603919092,0.0002259688044432,3.460841253399849e-05,220,-1
13,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,14,0.0,0.6494937845086324,0.7738449303263968,0.0002231911639682,0.0002878652303479,6.467407365562394e-05,220,-1
14,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,15,0.0,0.6221980297838459,1.0409217449074442,0.0001003216748358,0.0003119579050689,0.0002116362302331,220,-1
15,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,16,0.0,0.6179093170257015,0.7259226340597327,0.0001267757324967,0.0001584394194651,3.1663683330407366e-05,220,-1
16,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,17,0.0,0.6385577958048755,0.6905378580635244,0.0001049598504323,0.0001173455966636,1.2385748050292024e-05,220,-1
17,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,18,0.0,0.6617704497948858,0.5536302143877203,2.4074233806459237e-05,7.59774848120287e-05,5.190325100556947e-05,220,-1
18,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,19,0.0,0.679036199591542,0.6382769757509232,5.938996764598414e-05,7.879448094172403e-05,1.9404515114729293e-05,220,-1
19,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,20,0.0,0.6755046817182585,0.638168159831654,3.732224286068231e-06,0.00010186520376,9.813297947403044e-05,220,-1
20,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,21,0.0,0.6546754582237652,0.6232946835322813,1.895888999570161e-06,0.0001130841337726,0.000111188244773,220,-1
21,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,22,0.0,0.6401129879114282,0.6624688615040346,9.722114191390574e-05,9.73479327512905e-05,1.2678995631176806e-07,220,-1
22,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,23,0.0,0.626348969590573,0.578213459144939,5.460454121930525e-05,7.939177885418758e-05,2.478723945387173e-05,220,-1
23,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,24,0.0,0.6200490935158184,0.6676402560418302,8.785090903984383e-05,9.063381003215908e-05,2.7828994006995345e-06,220,-1
24,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,25,0.0,0.6186561695946992,0.7622641728412021,0.0001138982770498,0.000149262137711,3.536386429914273e-05,220,-1
25,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,26,0.0,0.6182843778879588,0.6763642490451985,7.776801794534549e-05,8.400872320635244e-05,6.240705261006951e-06,220,-1
26,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,27,0.0,0.6179760519329828,0.6015673120861704,7.528915739385411e-05,7.548652502009645e-05,1.9736876311071685e-07,220,-1
27,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,28,0.0,0.6176071869962998,0.5747148394313726,4.3752177589340135e-05,4.4932090531801805e-05,1.1799138519563712e-06,220,-1
28,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,29,0.0,0.6173251530596318,0.5261697694659233,5.8451463701203465e-05,6.338585808407515e-05,4.934392563882284e-06,220,-1
29,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,30,0.0,0.617830352473805,0.5016289514574137,2.074440089927521e-05,2.8679500246653333e-05,7.935099347378127e-06,220,-1
30,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,31,0.0,0.6193481558606825,0.5577491126954556,9.010705252876504e-05,9.042680176207796e-05,3.197510523023084e-07,220,-1
31,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,32,0.0,0.6239067566303806,0.3971830289607698,1.8120881577488035e-06,2.114602648362052e-05,1.9333938325871717e-05,220,-1
32,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,33,0.0,0.6279644547527983,0.6606698114492676,7.322213787119836e-05,8.169441571226344e-05,8.472274203086272e-06,220,-1
33,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,34,0.0,0.6355360264086541,0.3849527403305877,2.918563950515818e-06,1.3963609490019737e-05,1.1045045539503915e-05,220,-1
34,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,35,0.0,0.6320493244032823,1.0671469501473685,3.6391851608641446e-05,0.0001735662808641,0.0001371744292555,220,-1
35,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,36,0.0,0.6291035927889002,0.5152375994351777,8.153787348419428e-05,8.189054642571136e-05,3.526745615545224e-07,220,-1
36,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,37,0.0,0.6221733944106648,0.8425439102134922,8.646042260807008e-05,0.0001380113972118,5.155097460374236e-05,220,-1
37,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,38,0.0,0.6187632700414148,0.4768644928119399,5.815025724587031e-05,6.113122071838006e-05,2.980962563015055e-06,220,-1
38,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,39,0.0,0.6174909893338006,0.4614585628021848,2.254600622109137e-05,3.0167258955771104e-05,7.621251825185027e-06,220,-1
39,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,40,0.0,0.6163456091898998,0.798427074781873,0.0001006387610686,0.0001430664997315,4.2427735024830326e-05,220,-1
40,roberta-base,glue,cola,2,50,5,1.0,8,10,1000,False,0.0,,SGD,0.9,1.0,SGD,1e-05,41,0.0,0.6184843987908982,0.6683156555078246,9.195269376505166e-05,9.852636139839888e-05,6.573666269105161e-06,220,-1
