,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.705612155822439,0.6131550418382341,0.0010036120656877756,0.0010158477816730738,1.2235770554980263e-05,88
1,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.5091743119266054,0.7701076364845311,0.29546362294541995,0.04149886965751648,0.06880602240562439,0.02730715274810791,7744
2,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.9048165137614679,0.3596849329513284,0.19887745162950052,0.019575953483581543,0.03786979988217354,0.018293846398591995,1672
3,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.9128440366972477,0.5089335991750544,0.10791811354814432,0.04626506567001343,0.05800676345825195,0.011741699650883675,2992
4,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.9323394495412844,0.445376648394062,0.036040581537344615,0.05716726928949356,0.06653907150030136,0.009371800348162651,7744
5,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.8268348623853211,0.8447475667911798,0.0778044349331105,0.02894522435963154,0.035023268312215805,0.006078044418245554,2112
6,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.9025229357798165,0.37710981792716924,0.09112104443585325,0.05346843600273132,0.06464775651693344,0.011179318651556969,3168
7,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.9174311926605505,0.3490867169786241,0.05558742480655839,0.06461299955844879,0.07744347304105759,0.01283047441393137,5104
8,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.9128440366972477,0.5390544471348104,0.04124405950265576,0.04892636090517044,0.05683927610516548,0.007912913337349892,4928
9,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.9162844036697247,0.5841606342202227,0.05366903017810008,0.0388394333422184,0.0454547144472599,0.006615280173718929,3608
10,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,11,0.8669724770642202,0.8573102602077856,0.038460921551745283,0.04211096465587616,0.04893466830253601,0.0068237027153372765,4400
11,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,12,0.9151376146788991,0.36274362544488686,0.058246710505761745,0.03682861477136612,0.04443958401679993,0.007610970642417669,3256
12,roberta-base,glue,sst2,2,100,10,1.0,8,1,88,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,13,0.9277522935779816,0.3343230661187949,0.016786520065564935,0.03651558607816696,0.0420684814453125,0.005552894435822964,7744
