,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps,max_epochs
0,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,1,0.0,0.7513320182115977,0.7649818994782188,9.822949778026668e-07,1.945634721778333e-06,9.633397439756664e-07,22,-1
1,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,2,0.0,0.7505829857505915,0.7802277440374548,9.544969543640036e-07,2.477534508216195e-06,1.5230375538521912e-06,22,-1
2,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,3,0.0,0.7499660512873234,0.6703957519747995,1.2051211797370345e-06,1.2318618018980487e-06,2.674057952845033e-08,22,-1
3,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,4,0.0,0.7488402524067246,0.809670974449678,3.548166205291636e-08,2.7110324936074903e-06,2.675550831554574e-06,22,-1
4,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,5,0.0,0.7478179663192225,0.6878428703004664,5.196198458179424e-07,5.22936488778214e-07,3.316670715847181e-09,22,-1
5,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,6,0.0,0.7464875792729035,0.7721082178029148,1.1035839406758896e-06,2.52798463407089e-06,1.4244006933950004e-06,22,-1
6,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,7,0.0,0.7448666582580741,0.7760329604148865,6.504253633465851e-07,2.207801799158915e-06,1.55737643581233e-06,22,-1
7,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,8,0.0,0.7433567402017025,0.6943790007721294,1.3368419331527548e-06,1.3728351859754184e-06,3.5993224400954205e-08,22,-1
8,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,9,0.0,0.7417911536820972,0.7280729353427887,1.575465603309567e-06,1.9734352463274263e-06,3.979696714395687e-07,22,-1
9,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,1e-05,10,0.0,0.7398748097528938,0.7889897449450061,7.058861228870228e-08,2.407590500297374e-06,2.337001888008672e-06,22,-1
