,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
0,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,1,0.4908256880733945,0.701010075731015,0.4355554422597175,0.014964732341468334,0.018255267292261124,0.003290535183623433,2640
1,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,2,0.5091743119266054,0.8257034595953215,0.31989799077656106,0.014338242821395397,0.020740412175655365,0.006402169354259968,2640
2,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,3,0.8990825688073395,0.28432344077923977,0.22027412228071075,0.03149736672639847,0.06816371530294418,0.036666348576545715,2640
3,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,4,0.9151376146788991,0.4737097420879221,0.1167947667996773,0.03905478119850159,0.05098742991685867,0.011932646855711937,2640
4,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,5,0.8761467889908257,0.8050216428427279,0.07240865032205793,0.03029065765440464,0.03561350330710411,0.005322845187038183,2640
5,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,6,0.7282110091743119,1.4672685820329507,0.06775147025631448,0.03147619217634201,0.038033436983823776,0.006557245273143053,2640
6,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,7,0.8795871559633027,0.40526540865352667,0.11122960967961759,0.04434440657496452,0.05475858598947525,0.010414179414510727,2640
7,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,8,0.908256880733945,0.3840793687999761,0.08925331147472634,0.037826210260391235,0.04536178335547447,0.007535574026405811,2640
8,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,9,0.9071100917431193,0.5509044756742921,0.06693149913793703,0.030334539711475372,0.03573727235198021,0.005402732640504837,2640
9,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,10,0.8967889908256881,0.6760065270616304,0.07142537517633243,0.03057914413511753,0.036291785538196564,0.005712641403079033,2640
10,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,11,0.8061926605504587,1.4331903879887053,0.06185990238661691,0.03085060976445675,0.03642899915575981,0.00557838985696435,2640
11,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,12,0.8979357798165137,0.5193201227874843,0.07364090888938502,0.03255574777722359,0.039978452026844025,0.007422704715281725,2640
12,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,13,0.9151376146788991,0.3591896911611494,0.03974545080664508,0.02000952512025833,0.022953538224101067,0.002944012638181448,2640
13,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,14,0.9197247706422018,0.3744067814028363,0.05480769736702432,0.026222027838230133,0.03089187480509281,0.004669846501201391,2640
14,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,15,0.9243119266055045,0.4080652047707874,0.048909460412638196,0.024150310084223747,0.02845166064798832,0.004301350098103285,2640
15,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,16,0.911697247706422,0.48513271964675536,0.050276612682355074,0.024107355624437332,0.02789103053510189,0.003783673979341984,2640
16,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,17,0.9151376146788991,0.49879019210531805,0.05742141689092968,0.02672828733921051,0.03145396336913109,0.004725675564259291,2640
17,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,18,0.926605504587156,0.4220462864068228,0.051538506036648765,0.0262185949832201,0.030685817822813988,0.004467222839593887,2640
18,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,19,0.930045871559633,0.3639075358448923,0.05573928922440528,0.027573127299547195,0.03172658011317253,0.004153451882302761,2640
19,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,20,0.930045871559633,0.3236112021925884,0.045239153768673324,0.021044250577688217,0.024148961529135704,0.003104710951447487,2640
20,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,21,0.9254587155963303,0.3593046567368069,0.039441577669582235,0.020033791661262512,0.02323237434029579,0.003198582213371992,2640
21,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,22,0.8922018348623854,0.6051662162869826,0.03912263631775891,0.020660024136304855,0.02406337298452854,0.0034033481497317553,2640
22,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,23,0.9208715596330275,0.4480355338730512,0.034995698114192474,0.019672134891152382,0.023491930216550827,0.003819795325398445,2640
23,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,24,0.9151376146788991,0.44790975537542,0.02645389022973297,0.017138924449682236,0.01998976618051529,0.0028508419636636972,2640
24,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,25,0.9369266055045872,0.37838759658705284,0.026103830211913353,0.017575178295373917,0.0208309143781662,0.0032557351514697075,2640
25,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,26,0.9002293577981652,0.5017383037342403,0.038483342598574485,0.02019917219877243,0.024081984534859657,0.0038828118704259396,2640
26,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,27,0.8818807339449541,0.5805417795663826,0.045319663291184656,0.022422216832637787,0.026537960395216942,0.004115743562579155,2640
27,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,28,0.8853211009174312,0.5486922555912416,0.027285034265510856,0.015544443391263485,0.017595136538147926,0.0020506931468844414,2640
28,roberta-base,glue,sst2,2,100,10,1.0,8,30,-1,200,False,0.0,,SGD,0.9,1.0,SGD,0.0001,29,0.930045871559633,0.36241389020055603,0.02834280577495666,0.015098582953214645,0.017622007057070732,0.0025234236381947994,2640
